pod_id,item_id,qty,order_id,processed_time,task_type,trigger,opp_score,trip_start,trip_duration
391,316,8,-76,63,1,,
50,4,6,-8,66,1,,
50,4,7,-98,66,1,,
50,4,7,-26,66,1,,
0,37,8,-97,74,1,,
0,37,9,-36,74,1,,
0,46,11,-97,74,1,,
110,1324,8,-90,74,1,,
128,110,4,-63,85,1,,
128,110,4,-22,85,1,,
128,110,6,-98,85,1,,
421,350,8,-99,86,1,,
246,318,8,-92,90,1,,
246,279,4,-97,90,1,,
215,214,8,-76,98,1,,
432,931,10,-86,108,1,,
51,4,3,-26,117,1,,
51,9,8,-55,117,1,,
51,9,12,-100,117,1,,
51,44,2,-33,117,1,,
481,1111,8,-90,123,1,,
467,863,6,-63,127,1,,
415,169,2,-86,129,1,,
415,169,6,-7,129,1,,
415,169,6,-3,129,1,,
439,274,12,-88,139,1,,
427,627,2,-26,140,1,,
427,696,7,-22,140,1,,
409,86,7,-96,150,1,,
117,39,4,-86,151,1,,
117,1364,6,-4,151,1,,
117,1,4,-97,151,1,,
386,127,9,-100,155,1,,
384,18,7,-55,168,1,,
414,155,10,-4,173,1,,
414,150,5,-21,173,1,,
407,35,5,-22,178,1,,
452,575,7,-90,182,1,,
416,182,10,-92,189,1,,
264,162,4,-63,199,1,,
410,97,10,-21,206,1,,
279,243,1,-94,210,1,,
279,2265,4,-84,210,1,,
207,1861,4,-22,213,1,,
295,291,4,-90,217,1,,
348,680,10,-4,222,1,,
438,204,5,-99,225,1,,
144,1517,9,-97,244,1,,
338,287,4,-98,251,1,,
258,2149,4,-78,252,1,,
129,89,4,-68,261,1,,
184,1737,3,-76,264,1,,
301,152,8,-92,264,1,,
475,998,4,-33,271,1,,
320,91,6,-92,280,1,,
404,1002,9,-92,295,1,,
1,41,2,-96,305,1,,
107,1303,2,-22,305,1,,
265,103,2,-99,310,1,,
279,-1,-1,-999,321,2,v14_piggyback,4.0,210,111
99,1250,6,-36,329,1,,
482,1123,2,-78,332,1,,
334,1068,2,-45,335,1,,
411,98,10,-32,347,1,,
198,81,8,-10,347,1,,
0,22,7,-75,350,1,,
415,159,4,-55,354,1,,
157,1586,2,-4,358,1,,
157,107,5,-32,358,1,,
444,396,2,-99,360,1,,
299,124,7,-40,368,1,,
321,91,4,-69,375,1,,
234,2017,3,-17,383,1,,
311,2426,2,-97,388,1,,
391,2824,1,-17,390,1,,
412,102,6,-93,401,1,,
266,162,10,-17,415,1,,
128,1,12,7,422,1,,
386,127,6,-70,433,1,,
130,89,6,-58,442,1,,
133,703,3,5,454,1,,
211,1886,4,-58,458,1,,
92,3239,2,-97,458,1,,
389,242,6,1,462,1,,
2,28,2,12,472,1,,
360,12,4,-27,473,1,,
385,55,4,-65,478,1,,
179,160,3,-65,484,1,,
162,14,2,-37,488,1,,
131,1,12,-27,491,1,,
85,8,6,-70,497,1,,
158,75,10,-34,512,1,,
390,188,7,2,514,1,,
361,49,11,-91,527,1,,
129,614,2,-65,530,1,,
362,69,6,-15,537,1,,
198,1817,4,-25,544,1,,
404,1017,8,-73,548,1,,
86,347,5,-15,549,1,,
388,199,8,-24,560,1,,
482,1126,8,-83,572,1,,
411,101,12,-27,575,1,,
411,111,8,-30,575,1,,
224,1966,2,-67,584,1,,
413,114,7,-30,586,1,,
443,375,4,-67,602,1,,
76,129,9,14,606,1,,
76,3,6,14,606,1,,
444,388,5,-6,610,1,,
288,38,4,-30,612,1,,
159,75,4,-5,620,1,,
410,97,10,14,626,1,,
391,236,8,-73,639,1,,
298,15,6,3,649,1,,
173,10,9,-80,650,1,,
173,153,7,-80,650,1,,
449,516,4,-80,657,1,,
320,0,8,3,660,1,,
51,82,7,16,665,1,,
419,272,2,20,674,1,,
363,119,9,-62,686,1,,
128,1,4,20,686,1,,
174,153,8,-39,698,1,,
389,264,5,3,706,1,,
130,1,6,-48,708,1,,
77,129,11,-62,710,1,,
387,127,6,-39,717,1,,
299,15,10,15,721,1,,
221,1948,2,-62,723,1,,
221,23,6,23,723,1,,
152,170,6,8,734,1,,
152,16,6,8,734,1,,
118,1371,2,-39,738,1,,
412,125,8,-46,738,1,,
409,92,6,23,747,1,,
274,378,10,8,752,1,,
446,446,10,-11,753,1,,
300,26,10,0,783,1,,
0,28,10,-9,785,1,,
131,1438,3,-43,796,1,,
131,1439,4,23,796,1,,
484,1147,7,-11,798,1,,
129,1,4,-11,805,1,,
388,176,4,-62,807,1,,
388,120,4,-46,807,1,,
142,1506,5,0,813,1,,
162,10,6,14,817,1,,
273,209,8,-41,833,1,,
273,275,8,13,833,1,,
443,385,8,-79,838,1,,
443,373,11,3,838,1,,
476,1015,5,0,846,1,,
158,1594,8,-35,857,1,,
411,97,1,14,860,1,,
411,93,8,-9,860,1,,
411,93,11,23,860,1,,
482,1121,8,-67,867,1,,
482,1121,8,-11,867,1,,
478,1053,6,14,869,1,,
479,1082,10,8,871,1,,
417,222,2,22,875,1,,
135,1461,4,-48,882,1,,
449,504,6,-9,885,1,,
305,333,3,-11,886,1,,
305,124,11,-54,886,1,,
