item_code,item_name,order_frequency,total_qty,avg_qty_per_order,std_qty,demand_cv,days_ordered,avg_basket_size,box_length,box_width,box_height,box_volume,item_volume
10002917001,黑松蘋果蘇打富士蘋果風味2000ml 黑松蘋果蘇打2L,42,208,4.16,3.6273338721998236,0.8719552577403422,19,9.7,34.0,22.0,31.0,23188.0,3864.7
10002918001,維大力蘋果風味氣水2000ml 維大力蘋果 2L,6,26,4.333333333333333,2.581988897471611,0.595843591724218,3,8.5,35.0,23.0,31.0,24955.0,4159.2
10002919001,維大力白葡萄風味氣水2000ml,15,130,8.666666666666666,11.324226032630012,1.306641465303463,9,8.2,35.0,23.0,31.0,24955.0,4159.2
10002924001,英國Barr覆盆子風味無糖飲料,3,4,1.3333333333333333,0.5773502691896257,0.4330127018922193,3,20.0,40.0,26.0,12.0,12480.0,520.0
10002942001,黑松CC氣泡飲蘋果口味330ml,42,654,13.914893617021276,12.006936015838374,0.8628837809547456,19,15.638297872340425,40.0,28.0,12.0,13440.0,560.0
10002943001,維大力白葡萄風味氣水330ml,138,2586,18.73913043478261,12.205242590116448,0.651323850516655,19,8.73913043478261,44.0,27.0,12.0,14256.0,594.0
10002944001,維大力蘋果風味氣水330ml,125,2778,20.57777777777778,25.619333495550176,1.2450000078831078,20,8.466666666666667,44.0,27.0,12.0,14256.0,594.0
10002990001,維他露大蘋果蘇打 330ml,15,356,22.25,15.123932469213598,0.6797273019871279,7,7.875,41.0,27.0,12.0,13284.0,553.5
10002992001,黑松蘋安福氣組 460mlx12,351,446,1.2706552706552707,0.6746168209493855,0.5309204128996284,21,10.07122507122507,27.0,19.0,23.0,11799.0,11799.0
10010001001,波蜜一日蔬果100蔬果汁 250ml 波蜜一日蔬果,1,6,6.0,0.0,0.0,1,5.0,32.0,17.0,14.0,7616.0,423.1
10010002001,波蜜果菜汁TP250ml,693,19488,27.879828326180256,17.345879075082685,0.6221659212583537,21,11.333333333333334,35.0,20.0,11.0,7700.0,320.8
10010007001,100紫色蔬果汁TP250ml 100紫色蔬果汁,4,36,9.0,6.0,0.6666666666666666,2,13.0,32.0,17.0,14.0,7616.0,423.1
10010009001,波蜜BCE果菜汁Pet580ml 波蜜果菜汁BCE,18,184,9.2,7.578362550536126,0.8237350598408834,9,10.9,42.0,28.0,24.0,28224.0,1176.0
10010012001,波蜜果菜汁 Pet 580ml 波蜜果菜汁 Pet,23,344,14.956521739130435,13.549499356298154,0.9059258290548184,12,9.826086956521738,42.0,28.0,24.0,28224.0,1176.0
10010018001,波蜜果菜汁Can240ml,18,528,29.333333333333332,10.267023166715969,0.3500121534107717,7,1.0,40.0,27.0,10.0,10800.0,450.0
10010019001,波蜜低卡果菜汁TP250ml 波蜜低卡果菜汁,35,492,13.666666666666666,7.935453898261181,0.5806429681654522,12,11.166666666666666,32.0,17.0,14.0,7616.0,423.1
10010023001,波蜜100蔬果汁TP160ml,1,6,6.0,0.0,0.0,1,8.0,33.0,16.0,10.0,5280.0,220.0
10010026001,一日蔬果100葡萄蔬果汁 160ml,80,1458,17.78048780487805,18.0971482578817,1.017809435628463,20,12.146341463414634,33.0,16.0,10.0,5280.0,220.0
10010027001,一日蔬果100蘋果柳橙蔬果 160ml 一日蘋果柳橙蔬,6,912,114.0,87.7138203803385,0.7694194770205132,1,1.0,33.0,16.0,10.0,5280.0,220.0
10010035001,波蜜BCE果菜汁TP250ml BCE果汁,416,10926,26.138755980861244,14.164158515714854,0.5418834211576797,21,11.679425837320574,34.0,20.0,11.0,7480.0,311.7
10010042001,義美寶吉蔬果汁葡萄莓果125ml 蔬果汁葡萄莓果,29,372,12.4,11.784267712388468,0.9503441703539087,15,15.366666666666667,28.0,16.0,9.0,4032.0,168.0
10010043001,義美寶吉蔬果汁蘋果柳橙125ml 蔬果汁蘋果柳橙,34,402,11.485714285714286,8.15068177794828,0.7096364732044523,16,11.6,28.0,16.0,9.0,4032.0,168.0
10010044001,一日蔬果100水蜜桃蘋果蔬果汁160ml,2,12,6.0,0.0,0.0,2,28.0,33.0,16.0,10.0,5280.0,220.0
10011001001,光泉果汁時刻蘋果汁TP250ml 蘋果汁,209,4860,23.25358851674641,14.19838151133452,0.6105888345409289,21,12.708133971291867,34.0,20.0,11.0,7480.0,311.7
10011003001,樹頂100純蘋果汁200ml,246,2706,10.695652173913043,9.70304428120275,0.9071951970230214,21,15.059288537549406,33.0,16.0,13.0,6864.0,286.0
10011004001,波蜜一日水果100蘋果汁250ml,12,156,12.0,6.0,0.5,10,9.0,31.0,17.0,13.0,6851.0,380.6
10011007001,囍瑞100純天然蘋果原汁1L 囍瑞100純天然,14,101,6.3125,6.973461598565425,1.1047067878915524,9,8.3125,36.0,20.0,20.0,14400.0,1200.0
10011008001,樹頂100純蘋果汁1000ml 樹頂100純蘋果,60,156,2.4375,1.8761240017230392,0.7696918981427853,21,11.21875,39.0,17.0,26.0,17238.0,1723.8
10011016001,黑松蘋果C/TP300ml 黑松蘋果C,207,4482,21.444976076555022,15.235273031698068,0.7104355340528551,21,13.205741626794259,35.0,20.0,13.0,9100.0,379.2
10011021001,光泉果汁時刻100蘋果綜合果汁 200ml,41,654,15.571428571428571,10.184021097498066,0.6540197035090501,15,9.261904761904763,33.0,16.0,13.0,6864.0,286.0
10011023001,義美寶吉純果汁蘋果TP125ml 小寶吉蘋果125m,119,1566,12.942148760330578,9.581490420476658,0.7403322738682475,21,12.190082644628099,27.0,16.0,9.0,3888.0,162.0
10011028001,樹頂100純蘋果汁 300ml,14,69,4.3125,1.815443012967726,0.4209722928620814,9,9.4375,40.0,27.0,16.0,17280.0,720.0
10012002001,囍瑞100純天然柳橙原汁1L 囍瑞100純天然,4,34,8.5,10.661457061146317,1.2542890660172137,4,4.5,36.0,20.0,20.0,14400.0,1200.0
10012004001,美粒果柳橙汁Pet1250ml,147,1748,11.731543624161073,9.792185848022175,0.8346886106151625,20,7.778523489932886,36.0,27.0,30.0,29160.0,2430.0
10012006001,義美寶吉純果汁柳橙TP125ml 小寶吉柳橙汁,95,1146,11.9375,9.47663331291068,0.7938540995108423,19,13.1875,28.0,16.0,9.0,4032.0,168.0
10012008001,樹頂100純柳橙汁200ml 樹頂100純柳橙,4,36,9.0,3.4641016151377544,0.38490017945975047,3,12.75,33.0,16.0,13.0,6864.0,286.0
