item_code,item_name,box_length,box_width,box_height,box_volume,box_weight,number_of_item_in_a_box,item_volume,item_unit,item_order_frequency,item_relative_importance,item_quantity_order_mean,item_quantity_order_std,item_quantity_order_total,item_quantity_order_unique,item_quantity_order_unique_frequency,item_class,item_initial_quantity_inventory,mean_daily_demand,std_daily_demand,cv,adi,cv2,demand_pattern,cv_class,rop_global,slots_needed
31501010001,可家芬抗蟑驅蠅清潔袋(中),46.0,32.0,22.0,32384.0,11.15,24.0,1349.3,PCS,112.0,0.6427959534007767,2.586,1.588,300,"[1, 2, 3, 4, 6, 8]","[18, 70, 4, 8, 15, 1]",A,33,14.2857,11.2523,0.7877,1.05,0.5422,erratic,1,8,2
14616002001,工研白醋 600ml,30.0,24.0,26.0,18720.0,11.17,12.0,1560.0,PCS,110.0,0.6475792070132165,3.546,6.123,422,"[1, 2, 3, 7, 8, 9, 10, 12, 15, 17, 19, 21, 22, 24, 36]","[74, 20, 8, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 3, 1]",A,35,15.0476,15.328,1.0186,1.1053,0.8432,erratic,2,9,1
10033014001,茶裏王台式綠茶微甜Pet600ml,41.0,27.0,24.0,26568.0,15.58,24.0,1107.0,PCS,110.0,0.645379243679272,12.542,11.786,1480,"[4, 8, 12, 16, 20, 24, 48]","[51, 24, 6, 4, 3, 23, 7]",A,162,70.4762,55.2446,0.7839,1.0,0.6145,erratic,1,41,4
10001020001,黑松CC檸檬氣泡飲can 330ml,41.0,27.0,12.0,13284.0,8.58,24.0,553.5,PCS,110.0,0.6450125831236146,15.372,12.146,1860,"[6, 12, 18, 24, 30, 42, 48, 54]","[60, 12, 7, 32, 1, 1, 7, 1]",A,213,88.5714,75.4643,0.852,1.0,0.7259,erratic,1,55,3
10034039001,雀巢茶品翡翠檸檬蜜茶300ml,35.0,20.0,13.0,9100.0,7.9,24.0,379.2,PCS,110.0,0.6457459042349294,17.893,12.81,2004,"[6, 12, 18, 24, 30, 36, 48, 66]","[44, 10, 4, 43, 1, 1, 8, 1]",A,206,95.4286,67.1599,0.7038,1.0,0.4953,erratic,1,51,2
14020014001,湖池屋平切洋芋片-海苔口味,48.0,28.0,23.0,30912.0,1.19,10.0,3091.2,PCS,109.0,0.6490358494025099,1.5,1.082,168,"[1, 2, 3, 4, 5, 6]","[81, 21, 3, 2, 2, 3]",A,18,7.4286,6.1284,0.825,1.05,0.5997,erratic,1,4,2
31533008001,檸檬酸500g,31.0,25.0,20.0,15500.0,7.87,15.0,1033.3,PCS,109.0,0.6508524857919035,2.113,0.835,243,"[1, 2, 3, 4, 6]","[11, 94, 2, 5, 3]",A,22,11.5714,5.9293,0.5124,1.0,0.2626,smooth,1,5,1
10034050001,波爾茶葡萄柚口味320ml,41.0,27.0,12.0,13284.0,8.5,24.0,553.5,PCS,108.0,0.6512124797920035,18.103,9.882,2100,"[6, 12, 18, 24, 30, 36, 48]","[4, 66, 3, 33, 1, 2, 7]",A,256,100.0,121.5549,1.2155,1.1667,1.1259,erratic,2,68,3
14132003001,家福咖啡脆捲,38.0,33.0,26.0,32604.0,3.43,10.0,3260.4,PCS,108.0,0.6515724737921035,1.532,1.043,170,"[1, 2, 3, 4, 5]","[80, 17, 4, 6, 4]",A,21,8.0952,7.5822,0.9366,1.1053,0.6974,erratic,1,5,3
14510029001,家樂福泰國香米1kg,35.0,24.0,5.0,4288.0,1.0,1.0,4287.5,PCS,107.0,0.6533624439592673,2.271,3.255,243,"[1, 2, 3, 5, 6, 7, 30]","[73, 10, 5, 4, 13, 1, 1]",A,25,10.1429,11.1816,1.1024,1.0,1.2153,erratic,2,6,2
12201049001,五月花清膚柔潤抽取衛生紙,20.0,10.0,8.0,1615.0,0.2,1.0,1615.0,PCS,106.0,0.65371577140381,48.429,28.991,5424,"[24, 48, 72, 96, 120, 144]","[55, 14, 37, 1, 2, 3]",A,126,54.8571,43.0282,0.7844,1.1053,0.4591,smooth,1,32,4
14506090001,五木純麵煮意(原味)504g,53.0,39.0,25.0,51675.0,6.4,12.0,4306.3,PCS,106.0,0.6551290811819803,1.402,0.592,157,"[1, 2, 5]","[70, 41, 1]",A,16,7.4762,5.1635,0.6907,1.0,0.477,smooth,1,4,2
14131121001,77新貴派18片盒裝-焦糖海鹽,60.0,27.0,23.0,37260.0,4.83,12.0,3105.0,PCS,106.0,0.6540690988483525,1.178,0.529,126,"[1, 2, 3, 5]","[92, 13, 1, 1]",A,43,6.0,6.3953,1.0659,1.5,0.4179,intermittent,2,4,4
14204071001,泰國小老板厚片海苔-原味,49.0,40.0,22.0,43120.0,1.84,24.0,1796.7,PCS,105.0,0.6575823736271063,1.964,1.981,216,"[1, 2, 3, 4, 5, 8, 10]","[66, 26, 8, 2, 2, 2, 4]",A,22,10.2857,6.7834,0.6595,1.0,0.4349,smooth,1,5,1
11050004001,泡舒洗潔精-綠茶2.8L,36.0,21.0,30.0,22680.0,12.37,4.0,5670.0,PCS,105.0,0.6565323911268146,1.743,1.528,197,"[1, 2, 3, 4, 5, 6, 7, 8]","[80, 15, 5, 4, 2, 4, 2, 1]",A,17,7.8095,5.0361,0.6449,1.1053,0.2777,smooth,1,4,3
14001002001,ACE原味蘇打餅乾,37.0,35.0,26.0,33670.0,5.15,18.0,1870.6,PCS,105.0,0.6572323794603423,1.897,2.065,203,"[1, 2, 3, 4, 5, 6, 10, 12]","[69, 23, 5, 2, 3, 1, 2, 2]",A,21,9.6667,6.3979,0.6619,1.05,0.3681,smooth,1,5,2
10033065001,御茶園台灣四季春 1250ml,35.0,26.0,31.0,28210.0,15.97,12.0,2350.8,PCS,104.0,0.660025666238896,12.607,9.24,1349,"[1, 2, 3, 4, 6, 8, 11, 12, 13, 16, 24, 30]","[10, 13, 5, 2, 7, 1, 1, 36, 1, 1, 22, 8]",A,116,52.8095,37.8756,0.7172,1.05,0.441,smooth,1,29,5
10031901001,御茶園特上紅茶 1250ml,35.0,26.0,31.0,28210.0,15.97,12.0,2350.8,PCS,104.0,0.6596790053499109,12.826,12.86,1475,"[1, 2, 3, 4, 5, 6, 7, 12, 14, 24, 25, 30, 36, 48]","[11, 19, 5, 5, 1, 10, 1, 34, 2, 13, 1, 3, 2, 8]",A,99,39.619,35.8866,0.9058,1.05,0.7332,erratic,1,26,5
14510111001,三好履歷契作台灣越光米1.5kg,35.0,24.0,5.0,4288.0,1.5,1.0,4287.5,PCS,102.0,0.663108948184197,1.5,2.239,159,"[1, 2, 3, 4, 6, 23]","[85, 14, 3, 2, 1, 1]",A,14,6.2857,4.161,0.662,1.05,0.3683,smooth,1,3,2
14223039001,乖乖QQ 水果軟糖量販包,46.0,26.0,29.0,34684.0,4.76,12.0,2890.3,PCS,102.0,0.6627689538507692,1.26,0.607,131,"[1, 2, 3, 4]","[84, 15, 3, 2]",A,17,6.2381,7.9744,1.2783,1.3125,1.0109,erratic,2,4,2
14001031001,義美美味蘇打餅乾-原味,34.0,25.0,25.0,21250.0,3.22,10.0,2125.0,PCS,100.0,0.6661288978517025,1.935,1.982,207,"[1, 2, 3, 4, 5, 6, 9, 10]","[69, 21, 4, 5, 2, 1, 2, 3]",A,25,9.8571,8.7194,0.8846,1.0,0.7825,erratic,1,6,2
15021035001,福樂蘋果牛乳(保久乳)200ml,30.0,16.0,12.0,5760.0,5.18,24.0,240.0,PCS,100.0,0.6664622256295728,24.833,23.71,2682,"[6, 12, 18, 24, 30, 42, 48, 72, 96, 144]","[27, 12, 3, 49, 1, 2, 6, 5, 1, 2]",A,323,127.7143,118.4775,0.9277,1.05,0.7715,erratic,1,85,2
14222114001,Dr.Q百香果蒟蒻265g,37.0,20.0,17.0,12580.0,2.9,10.0,1258.0,PCS,99.0,0.6687755204079932,1.587,1.67,165,"[1, 2, 3, 4, 5, 8, 10, 12]","[79, 15, 4, 1, 2, 1, 1, 1]",A,15,7.8571,4.1144,0.5237,1.0,0.2742,smooth,1,3,1
10012899001,美粒果柳橙汁450mlPet,40.0,27.0,22.0,23760.0,11.88,24.0,990.0,PCS,99.0,0.6671255479075349,17.495,16.922,1872,"[4, 8, 12, 16, 20, 24, 28, 44, 48, 96]","[39, 15, 9, 3, 1, 19, 4, 3, 13, 1]",A,169,71.8095,75.7203,1.0545,1.0,1.1119,erratic,2,43,4
10033056001,御茶園特撰冰釀綠茶550ml,40.0,27.0,24.0,25920.0,14.55,24.0,1080.0,PCS,99.0,0.6674555424076265,18.615,19.932,1936,"[4, 8, 12, 16, 20, 24, 36, 40, 48, 96]","[34, 16, 5, 5, 2, 29, 1, 1, 7, 4]",A,164,71.4286,56.1182,0.7857,1.05,0.5392,erratic,1,42,4
14103030001,本味誠現牛奶餅,55.0,38.0,24.0,50160.0,4.46,15.0,3344.0,PCS,99.0,0.6684455259079015,1.592,1.15,164,"[1, 2, 3, 4, 5, 6]","[71, 20, 3, 2, 6, 1]",A,17,7.8095,5.2117,0.6674,1.05,0.3751,smooth,1,4,2
14223037001,乖乖QQ熱帶水果軟糖,46.0,26.0,29.0,34684.0,4.99,12.0,2890.3,PCS,99.0,0.6691055149080849,1.696,1.377,173,"[1, 2, 3, 4, 5, 7, 8]","[66, 22, 7, 2, 1, 3, 1]",A,19,8.2381,6.48,0.7866,1.0,0.6187,erratic,1,5,2
14010019001,味王小王子麵,33.0,29.0,16.0,15312.0,2.46,6.0,2552.0,PCS,98.0,0.6704188263528941,1.5,1.185,150,"[1, 2, 3, 4, 5, 8]","[72, 20, 3, 2, 1, 2]",A,14,7.1429,3.8895,0.5445,1.05,0.233,smooth,1,3,1
14100001001,義美煎餅-杏仁,41.0,27.0,36.0,39852.0,6.5,12.0,3321.0,PCS,97.0,0.6717154714088098,1.49,0.98,149,"[1, 2, 3, 4, 5, 8]","[67, 25, 5, 1, 1, 1]",A,16,7.0952,4.8364,0.6816,1.0,0.4646,smooth,1,4,2
10002025001,黑松沙士1250 ml,38.0,28.0,30.0,31920.0,16.2,12.0,2660.0,PCS,97.0,0.6710688155197413,3.069,4.177,310,"[1, 2, 3, 4, 5, 6, 8, 11, 12, 24]","[50, 25, 7, 1, 2, 6, 1, 1, 6, 2]",A,31,12.4762,10.8426,0.8691,1.0,0.7553,erratic,1,8,3
14011078001,波卡話匣子-勁爆香辣,50.0,29.0,25.0,36250.0,2.3,12.0,3020.8,PCS,97.0,0.6713921434642756,1.386,0.812,140,"[1, 2, 3, 4, 5]","[76, 16, 6, 1, 2]",A,15,6.6667,4.9126,0.7369,1.05,0.4683,smooth,1,4,2
14111024001,家福沙琪瑪500g,57.0,23.0,30.0,39330.0,5.96,10.0,3933.0,PCS,96.0,0.6730021166313894,1.426,0.876,144,"[1, 2, 3, 4, 5, 6]","[73, 20, 4, 2, 1, 1]",A,18,6.8571,6.4984,0.9477,1.1667,0.625,erratic,1,5,2
14805017001,愛之味妞妞紅豆粉粿260g,41.0,28.0,11.0,12628.0,8.17,24.0,526.2,PCS,95.0,0.674908751520808,9.402,7.084,912,"[6, 12, 18, 24, 30, 48]","[71, 12, 4, 8, 1, 1]",A,104,43.4286,36.4425,0.8391,1.05,0.6222,erratic,1,27,2
11111033001,妙管家超強漂白水4L,39.0,24.0,32.0,29952.0,17.19,4.0,7488.0,PCS,95.0,0.6742754287428543,2.074,0.914,197,"[1, 2, 3]","[36, 16, 43]",A,70,9.381,10.712,1.1419,1.6154,0.4201,intermittent,2,6,9
14620062001,萬家香大吟釀醬油1L,37.0,28.0,27.0,27972.0,15.55,12.0,2331.0,PCS,93.0,0.6780220329661172,2.455,3.198,243,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 14]","[72, 7, 3, 2, 1, 3, 1, 1, 2, 3, 1, 3]",A,29,11.5714,12.8319,1.1089,1.05,1.124,erratic,2,7,2
12201120001,家樂福環保抽取式衛生紙 100抽X12包,20.0,10.0,8.0,1615.0,0.2,1.0,1615.0,PCS,92.0,0.6786353560773987,3.443,5.93,396,"[1, 2, 3, 4, 5, 6, 12, 60]","[39, 39, 4, 7, 1, 19, 5, 1]",A,41,16.0,18.9447,1.184,1.1667,1.0605,erratic,2,11,2
15023020001,義美低糖豆奶250ml,35.0,20.0,11.0,7700.0,6.58,24.0,320.8,PCS,92.0,0.6810886485225246,20.235,14.426,2064,"[6, 12, 18, 24, 30, 48, 60, 96]","[29, 10, 5, 48, 2, 4, 3, 1]",A,243,98.2857,87.7822,0.8931,1.1053,0.625,erratic,1,63,2
14121179001,OREO 吉利慶中元,50.0,30.0,24.0,36000.0,6.0,6.0,6000.0,PCS,92.0,0.6795553407443209,1.215,0.413,113,"[1, 2]","[73, 20]",A,58,5.381,7.0886,1.3173,1.6154,0.6957,lumpy,2,4,10
10041085001,奇而思 Cheers EX 強氣泡水 500ml,43.0,29.0,23.0,28681.0,14.09,24.0,1195.0,PCS,91.0,0.6819986333561108,16.269,11.974,1936,"[4, 8, 12, 16, 20, 24, 28, 32, 36, 40, 44, 48]","[30, 22, 9, 8, 7, 28, 3, 1, 3, 1, 2, 5]",A,220,92.1905,99.3779,1.078,1.2353,0.7495,erratic,2,57,5
15022005001,福樂巧克力牛乳(保久乳)200ml,30.0,17.0,12.0,6120.0,5.2,24.0,255.0,PCS,91.0,0.6838186030232829,38.463,42.105,3654,"[6, 12, 18, 24, 30, 36, 48, 72, 96, 168]","[16, 9, 4, 35, 1, 1, 16, 2, 4, 7]",A,2263,174.0,305.5114,1.7558,1.6154,1.5563,lumpy,2,160,11
10035012001,味丹青草茶Pet560ml,41.0,28.0,25.0,28700.0,16.49,24.0,1195.8,PCS,91.0,0.6816953050782487,14.524,12.686,1496,"[4, 8, 12, 16, 20, 24, 44, 48]","[43, 11, 5, 7, 3, 26, 1, 7]",A,142,71.2381,42.7199,0.5997,1.0,0.3596,smooth,1,34,3
10040020001,家福竹炭水600ml,41.0,28.0,24.0,27552.0,15.15,24.0,1148.0,PCS,90.0,0.6850185830236163,30.968,14.92,2911,"[1, 6, 12, 18, 24, 29, 30, 43, 48, 60]","[1, 5, 8, 1, 41, 3, 1, 3, 27, 4]",A,229,116.9048,67.6446,0.5786,1.0,0.3348,smooth,1,54,5
14100021001,盛香珍手製煎餅-芝麻口味,38.0,34.0,27.0,34884.0,3.88,10.0,3488.4,PCS,90.0,0.6862185630239496,1.731,2.081,161,"[1, 2, 3, 5, 9, 10, 12]","[70, 13, 4, 2, 1, 1, 2]",A,16,6.5238,5.2499,0.8047,1.05,0.5682,erratic,1,4,2
12201005001,可麗舒抽取衛生紙,20.0,10.0,8.0,1615.0,0.2,1.0,1615.0,PCS,90.0,0.6856185730237829,42.695,34.951,4056,"[12, 24, 36, 48, 72, 96, 144]","[29, 26, 3, 3, 28, 1, 5]",A,104,45.1429,35.7803,0.7926,1.1667,0.3917,smooth,1,26,3
14311112001,西雅圖大地原始拿鐵無加糖2合1咖啡,27.0,19.0,13.0,6669.0,1.3,1.0,6669.0,PCS,89.0,0.6909818169697172,2.433,1.707,236,"[1, 2, 3, 4, 5, 6, 7, 9]","[41, 22, 6, 16, 8, 1, 2, 1]",A,31,10.8095,15.4325,1.4277,1.3125,1.3236,erratic,2,8,4
10031007001,茶裏王英式紅茶Pet600ml,41.0,27.0,24.0,26568.0,15.89,24.0,1107.0,PCS,89.0,0.6889051849135848,9.529,8.001,972,"[4, 8, 12, 16, 20, 24, 28]","[60, 10, 7, 2, 6, 15, 2]",A,94,46.2857,28.9985,0.6265,1.0,0.3925,smooth,1,23,2
10020011001,統一咖啡廣場TP300ml,34.0,20.0,12.0,8160.0,7.97,24.0,340.0,PCS,89.0,0.6886085231912802,28.085,9.068,2640,"[24, 48]","[78, 16]",A,256,125.7143,79.2017,0.63,1.1053,0.2605,smooth,1,62,2
14506015001,農心 安城湯麵超值包125g x5,39.0,32.0,27.0,33696.0,5.84,8.0,4212.0,PCS,88.0,0.6930384493591774,1.102,0.305,97,"[1, 2]","[79, 9]",A,11,4.619,3.4997,0.7577,1.05,0.498,erratic,1,3,2
10040042001,泰山純水5L,36.0,19.0,32.0,21888.0,10.65,2.0,10944.0,PCS,88.0,0.6918651355810737,3.663,2.734,326,"[2, 4, 16, 24]","[31, 56, 1, 1]",A,27,13.619,7.6058,0.5585,1.05,0.2477,smooth,1,6,7
14510110001,台東關山鎮農會經典香米(圓二),35.0,24.0,5.0,4288.0,2.0,1.0,4287.5,PCS,88.0,0.6936251062482292,1.84,1.568,173,"[1, 2, 3, 4, 5, 7, 8, 10]","[57, 21, 6, 4, 3, 1, 1, 1]",A,15,7.0476,4.3299,0.6144,1.05,0.3103,smooth,1,3,2
14132013001,盛香珍拿鐵咖啡脆捲 210g,40.0,35.0,27.0,37800.0,3.974,10.0,3780.0,PCS,87.0,0.6956550724154598,1.36,0.626,121,"[1, 2, 3]","[64, 18, 7]",A,16,5.7619,5.735,0.9953,1.2353,0.6092,erratic,1,4,2
10040041001,悅氏Light鹼性水隨手瓶Pet330ml,37.0,25.0,18.0,16650.0,8.8,24.0,693.8,PCS,87.0,0.6942050965817237,35.31,12.05,3072,"[24, 48]","[46, 41]",A,338,146.2857,116.3207,0.7952,1.05,0.5536,erratic,1,86,5
10021017001,寶礦力水得Pet580ml,40.0,28.0,23.0,25760.0,16.08,24.0,1073.3,PCS,86.0,0.6965217246379227,18.455,13.238,1624,"[4, 8, 12, 16, 24, 32, 36, 48]","[22, 15, 2, 1, 37, 1, 2, 8]",A,170,77.3333,56.2186,0.727,1.1053,0.3801,smooth,1,42,4
14501942001,味丹 老北京炸醬麵84g,33.0,31.0,15.0,15345.0,3.0,24.0,639.4,PCS,86.0,0.6993883435276079,8.449,2.919,752,"[4, 8, 16, 24]","[4, 80, 3, 2]",A,270,35.8095,32.7775,0.9153,1.4,0.3045,intermittent,1,24,4
10033006001,悅氏日式綠茶無糖Pet2000ml,35.0,24.0,31.0,26040.0,17.23,8.0,3255.0,PCS,86.0,0.6973817103048282,9.157,7.438,989,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 13, 16, 21, 22, 24, 27, 32, 34]","[9, 10, 13, 2, 11, 1, 1, 25, 1, 4, 3, 17, 3, 2, 2, 1, 2, 1]",A,84,27.0,44.0954,1.6332,1.2353,1.9825,erratic,2,23,6
14805005001,愛之味薏仁寶 340g,41.0,28.0,13.0,14924.0,9.93,24.0,621.8,PCS,85.0,0.7016549724171264,8.629,5.033,768,"[6, 12, 18, 24]","[65, 14, 5, 5]",A,76,36.5714,16.854,0.4609,1.0,0.2124,smooth,0,18,1
14613019001,囍瑞100％特級純葡萄籽油,35.0,26.0,27.0,24570.0,16.23,12.0,2047.5,PCS,85.0,0.7013716438059365,2.124,0.751,189,"[1, 2, 3, 4, 6]","[5, 77, 2, 3, 2]",A,20,9.0,6.4187,0.7132,1.1667,0.2884,smooth,1,5,1
10033082001,御茶園綠茶-研磨綠茶入550ml,34.0,27.0,24.0,22032.0,14.6,24.0,918.0,PCS,85.0,0.6999550007499875,14.17,14.731,1332,"[4, 8, 12, 16, 20, 24, 48]","[45, 14, 3, 4, 5, 11, 12]",A,149,63.4286,51.989,0.8196,1.0,0.6718,erratic,1,38,4
14361100001,桂格鮮榖王莓果多穀飲,47.0,34.0,26.0,41548.0,4.86,12.0,3462.3,PCS,85.0,0.7008049865835569,2.544,1.867,229,"[1, 2, 3, 4, 6, 8, 10, 12]","[8, 68, 1, 6, 2, 3, 1, 1]",A,26,10.9048,9.0106,0.8263,1.0,0.6828,erratic,1,7,3
10031011001,麥香阿薩姆紅茶1250ml,35.0,27.0,31.0,29295.0,16.33,12.0,2441.3,PCS,85.0,0.6996716721387977,7.898,7.159,774,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 14, 18, 19, 20, 24, 30]","[15, 16, 8, 7, 6, 4, 1, 2, 1, 4, 19, 2, 2, 1, 2, 7, 1]",A,84,35.4286,29.4883,0.8323,1.0,0.6928,erratic,1,22,4
14104113001,盛香珍法國薄酥 -維也那咖啡,42.0,35.0,27.0,39690.0,3.8,10.0,3969.0,PCS,84.0,0.703054949084182,1.462,1.409,133,"[1, 2, 3, 4, 5, 8, 11]","[72, 12, 3, 1, 1, 1, 1]",A,14,5.7619,4.7213,0.8194,1.1053,0.5102,erratic,1,3,2
14612900001,主廚精選第一道冷壓橄欖油,21.0,15.0,30.0,9450.0,6.98,6.0,1575.0,PCS,83.0,0.7052682455292412,2.357,1.037,198,"[2, 4, 6, 8]","[73, 8, 2, 1]",A,21,9.4286,4.6965,0.4981,1.05,0.1868,smooth,0,5,1
14501929001,真爽黑胡椒牛肉風味麵80g,37.0,32.0,14.0,16576.0,3.12,30.0,552.5,PCS,83.0,0.7044382593623439,6.588,2.342,560,"[5, 10]","[58, 27]",A,50,26.6667,9.9163,0.3719,1.0,0.1383,smooth,0,11,1
31473013001,OP生物分解抗菌防蟲濾水網170入,48.0,39.0,30.0,56160.0,9.13,24.0,2340.0,PCS,83.0,0.7055449075848735,1.744,0.829,150,"[1, 2, 3, 4, 6]","[34, 46, 2, 3, 1]",A,18,7.1429,6.5367,0.9151,1.1667,0.5726,erratic,1,5,1
14352060001,喜瑞爾蔓越莓果麥,35.0,28.0,26.0,25480.0,4.37,10.0,2548.0,PCS,83.0,0.7041615973067116,2.286,1.285,192,"[2, 4, 6, 12]","[78, 3, 2, 1]",A,18,9.1429,4.9223,0.5384,1.0,0.2898,smooth,1,4,1
14510057001,家樂福泰國香米(長二)4Kg,35.0,24.0,5.0,4288.0,4.0,1.0,4287.5,PCS,83.0,0.7047149214179763,2.149,1.537,187,"[1, 2, 3, 4, 5, 6]","[46, 15, 6, 11, 5, 4]",A,17,8.9048,4.898,0.55,1.0,0.3025,smooth,1,4,2
10030012001,悅氏黃金烏龍茶無糖Pet2000ml,35.0,24.0,31.0,26040.0,17.06,8.0,3255.0,PCS,82.0,0.7058182363627273,6.337,6.061,583,"[1, 2, 3, 4, 5, 6, 7, 8, 12, 16, 24]","[20, 18, 8, 1, 3, 3, 2, 20, 3, 10, 4]",A,48,19.7619,16.8431,0.8523,1.05,0.6434,erratic,1,12,3
10033027001,茶之初台灣四季春 535ml,42.0,28.0,24.0,28224.0,15.08,24.0,1176.0,PCS,82.0,0.706091565140581,9.756,11.54,800,"[4, 8, 12, 16, 24, 48]","[53, 10, 5, 1, 8, 5]",A,97,38.0952,35.205,0.9241,1.05,0.7653,erratic,1,25,3
10000021001,可口可樂纖維+ Can 330ml,40.0,28.0,12.0,13440.0,8.59,24.0,560.0,PCS,81.0,0.7080015333077782,13.69,13.549,1191,"[3, 4, 8, 12, 16, 20, 21, 24, 48, 83]","[1, 35, 15, 6, 1, 2, 1, 21, 4, 1]",A,129,56.7143,43.9171,0.7744,1.05,0.5224,erratic,1,33,2
14111132001,福味手工麻花捲(黑糖口味),44.0,39.0,17.0,29172.0,5.2,20.0,1458.6,PCS,81.0,0.7098915018083032,2.345,1.301,204,"[1, 2, 3, 4, 5, 6, 9]","[10, 62, 4, 5, 1, 4, 1]",A,23,9.7143,8.0134,0.8249,1.1053,0.5184,erratic,1,6,1
14133901001,可口上賓蛋捲量販包蛋香口味,43.0,29.0,28.0,34916.0,3.1,12.0,2909.7,PCS,80.0,0.7117581373643772,1.463,1.298,120,"[1, 2, 4, 5, 6, 10]","[63, 14, 2, 1, 1, 1]",A,15,5.7143,5.4602,0.9555,1.05,0.8216,erratic,1,4,2
14504009001,味王素食(包)82g,36.0,31.0,14.0,15624.0,3.04,30.0,520.8,PCS,80.0,0.7122914618089699,9.706,10.39,825,"[5, 10, 15, 30, 35, 60]","[54, 19, 4, 5, 1, 2]",A,100,39.2857,47.0979,1.1989,1.2353,0.975,erratic,2,26,2
14600013001,台鹽減鈉含碘鹽300g,38.0,19.0,21.0,15162.0,8.5,24.0,631.8,PCS,80.0,0.7128247862535625,1.362,0.917,109,"[1, 2, 3, 4, 5, 6]","[64, 10, 2, 2, 1, 1]",A,12,5.1905,5.2309,1.0078,1.3125,0.5321,erratic,2,3,1
10030018001,悅氏黑烏龍茶 2000ml,38.0,21.0,31.0,24738.0,17.72,8.0,3092.3,PCS,79.0,0.71308811519808,6.876,6.292,612,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 15, 16, 24]","[20, 11, 4, 2, 5, 5, 1, 26, 1, 2, 6, 6]",A,51,22.2857,17.2978,0.7762,1.05,0.5251,erratic,1,13,4
11103015001,白鴿防霉洗衣精補充包,35.0,26.0,31.0,28210.0,12.82,6.0,4701.7,PCS,79.0,0.7133514441425977,2.537,1.73,208,"[1, 2, 3, 4, 5, 6]","[29, 24, 11, 4, 2, 12]",A,20,9.9048,5.7784,0.5834,1.0,0.3404,smooth,1,5,2
10030015001,茶裏王青心烏龍無糖Pet600ml,41.0,27.0,24.0,26568.0,15.56,24.0,1107.0,PCS,78.0,0.7157180713654773,10.076,9.631,796,"[4, 8, 10, 12, 14, 24, 48]","[42, 14, 1, 5, 1, 14, 2]",A,98,37.9048,36.3674,0.9594,1.1053,0.7367,erratic,1,26,3
10040040001,波爾天然水6000ml,37.0,19.0,32.0,22496.0,12.6,2.0,11248.0,PCS,78.0,0.7159780670322161,3.392,0.926,268,"[2, 4]","[24, 55]",A,29,12.7619,9.8077,0.7685,1.0,0.5906,erratic,1,7,8
14506898001,阿舍食堂外省乾麵油蔥95g,43.0,35.0,34.0,51170.0,9.21,80.0,639.6,PCS,78.0,0.7170180496991717,6.013,2.022,475,"[5, 10]","[63, 16]",A,44,22.619,12.6114,0.5576,1.0,0.3109,smooth,1,10,1
14830001001,遠洋牌鮪魚片(水煮)185g,36.0,28.0,11.0,11088.0,5.98,24.0,462.0,PCS,77.0,0.7193280111998134,4.286,3.094,330,"[3, 6, 9, 12, 24]","[57, 15, 1, 3, 1]",A,35,15.7143,11.6539,0.7416,1.05,0.475,smooth,1,9,1
14831009001,同榮辣味燒鰻(易開罐) 100g,32.0,23.0,9.0,6624.0,3.97,24.0,276.0,PCS,76.0,0.7218646355894068,8.269,11.279,645,"[3, 6, 9, 12, 18, 21, 24, 48, 60]","[44, 15, 4, 6, 1, 1, 3, 3, 1]",A,92,30.7143,47.2241,1.5375,1.1053,2.0496,erratic,2,25,1
14500024001,台酒米酒麻油雞麵(碗)200g,49.0,35.0,15.0,25725.0,3.24,12.0,2143.8,PCS,76.0,0.7213579773670439,13.59,4.094,1128,"[12, 24]","[72, 11]",A,125,53.7143,55.4627,1.0326,1.1667,0.7703,erratic,2,32,6
14010097001,孔雀香酥脆4包入香魚,50.0,40.0,28.0,56000.0,2.0,6.0,9333.3,PCS,75.0,0.7231146147564207,1.342,1.065,102,"[1, 2, 4, 5, 6, 7]","[64, 8, 1, 1, 1, 1]",A,45,4.1905,5.4829,1.3084,1.75,0.5488,lumpy,2,3,8
14502019001,真爽麻辣鍋豬肉風味麵80g,37.0,32.0,14.0,16576.0,3.12,30.0,552.5,PCS,75.0,0.7248645855902401,7.436,6.583,580,"[5, 10, 35, 40]","[57, 18, 1, 2]",A,73,27.619,27.5054,0.9959,1.1667,0.706,erratic,1,19,1
10040013001,家福竹炭水280ml,36.0,25.0,15.0,13500.0,7.43,24.0,562.5,PCS,74.0,0.7261078982016966,33.73,15.344,2496,"[24, 48, 120]","[47, 26, 1]",A,237,113.1429,75.1866,0.6645,1.1053,0.3011,smooth,1,58,3
14311158001,西雅圖極品深焙二合一咖啡,63.0,30.0,29.0,54810.0,10.83,24.0,2283.8,PCS,74.0,0.7275878735354411,3.517,2.992,306,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 12, 14]","[12, 43, 3, 10, 2, 7, 1, 1, 4, 3, 1]",A,34,13.3333,12.4913,0.9368,1.3125,0.4254,smooth,1,9,2
