item_code,item_name,box_length,box_width,box_height,box_volume,box_weight,number_of_item_in_a_box,item_volume,item_unit,item_order_frequency,item_relative_importance,item_quantity_order_mean,item_quantity_order_std,item_quantity_order_total,item_quantity_order_unique,item_quantity_order_unique_frequency,item_class,item_initial_quantity_inventory,mean_daily_demand,std_daily_demand,cv,adi,cv2,demand_pattern,cv_class,rop_global,slots_needed
11103270001,白蘭4X酵素極淨洗衣精補充包,39.0,23.0,29.0,26013.0,9.36,6.0,4335.5,PCS,16.0,0.9115214746420892,2.529,1.546,43,"[1, 2, 3, 4, 5, 6]","[6, 3, 4, 2, 1, 1]",B,14,2.0476,2.4182,1.181,1.6154,0.4781,intermittent,2,1,2
10033022001,冷泡茶冷萃綠茶無糖1235ml,35.0,26.0,31.0,28210.0,15.98,12.0,2350.8,PCS,16.0,0.9106681555307412,7.85,5.585,157,"[1, 2, 3, 4, 6, 11, 12, 23]","[2, 1, 1, 5, 2, 1, 7, 1]",B,111,7.4762,19.3484,2.588,3.5,1.3299,lumpy,2,8,5
11062013001,洗王不鏽鋼球刷 50gx2,36.0,28.0,26.0,26208.0,7.66,30.0,873.6,PCS,16.0,0.9111481475308744,1.125,0.342,18,"[1, 2]","[14, 2]",B,6,0.8571,0.9103,1.062,1.75,0.202,intermittent,2,1,1
14103070001,東海牧場-鮮奶薄餅,63.0,38.0,23.0,55062.0,5.17,12.0,4588.5,PCS,16.0,0.9126414559757338,1.438,1.504,23,"[1, 2, 7]","[14, 1, 1]",B,12,1.0952,1.814,1.6562,2.1,0.8003,lumpy,2,1,1
14621013001,萬家香極品香菇素蠔油1200g,36.0,28.0,27.0,27216.0,16.0,12.0,2268.0,PCS,16.0,0.9146680888651856,8.55,4.751,171,"[1, 2, 4, 8, 11, 12]","[4, 1, 1, 1, 3, 10]",B,57,8.1429,10.4033,1.2776,2.1,0.2405,intermittent,2,5,3
10021005001,寶礦力水得Can340ml,41.0,27.0,13.0,14391.0,9.07,24.0,599.6,PCS,16.0,0.9105614906418228,21.882,12.359,372,"[6, 18, 24, 48]","[4, 2, 9, 2]",B,222,17.7143,36.2728,2.0477,3.5,0.512,lumpy,2,16,3
14822023001,江記金饌梅子豆腐乳310g,32.0,24.0,13.0,9984.0,6.57,12.0,832.0,PCS,16.0,0.9150414159764004,1.118,0.332,19,"[1, 2]","[15, 2]",B,6,0.9048,1.0443,1.1542,1.9091,0.2072,intermittent,2,1,1
14620091001,龜甲萬鮮美露340ml,32.0,24.0,22.0,16896.0,8.26,12.0,1408.0,PCS,15.0,0.9200779987000216,4.062,3.768,65,"[1, 2, 5, 6, 7, 12]","[6, 3, 2, 2, 1, 2]",B,35,3.0952,5.3657,1.7335,2.3333,0.737,lumpy,2,2,1
14601015001,烹大師鰹魚調味料        192g,50.0,21.0,28.0,29400.0,14.6,24.0,1225.0,PCS,15.0,0.9199780003666606,1.133,0.352,17,"[1, 2]","[13, 2]",B,6,0.8095,0.8729,1.0783,1.75,0.2227,intermittent,2,1,1
10024001001,健酪原味乳酸飲料,40.0,27.0,13.0,14040.0,8.59,24.0,585.0,PCS,15.0,0.9159280678655356,18.375,12.29,294,"[6, 12, 18, 24, 54]","[5, 1, 3, 6, 1]",B,139,14.0,31.0805,2.22,4.2,0.4446,intermittent,2,13,2
12012043001,美國凡士林368g,31.0,31.0,21.0,20181.0,10.5,24.0,840.9,PCS,15.0,0.9171280478658688,1.067,0.258,16,"[1, 2]","[14, 1]",B,6,0.7619,0.9952,1.3062,2.1,0.2778,intermittent,2,1,1
12123008001,靠得住純白體驗超吸洞夜用超薄,11.0,10.0,14.0,1484.0,0.15,1.0,1483.9,PCS,15.0,0.9173780436992716,5.6,3.906,84,"[3, 6, 9, 18]","[7, 6, 1, 1]",B,42,4.0,6.1725,1.5431,1.9091,0.7829,lumpy,2,3,2
14521012001,味王紫菜湯35g,39.0,31.0,16.0,19344.0,2.29,30.0,644.8,PCS,15.0,0.91992800119998,4.6,1.549,69,"[3, 6]","[7, 8]",B,24,3.2857,4.5403,1.3818,2.625,0.0843,intermittent,2,2,1
14620922001,萬家香非基改陳年醬油1500ml,33.0,22.0,28.0,20328.0,11.76,6.0,3388.0,PCS,15.0,0.9201279978667022,1.133,0.352,17,"[1, 2]","[13, 2]",B,6,0.8095,0.8729,1.0783,1.75,0.2227,intermittent,2,1,1
11032008001,家福除濕桶補充包- 紫羅蘭香,43.0,23.0,22.0,21758.0,12.2,36.0,604.4,PCS,15.0,0.9160780653655772,20.333,20.9,366,"[6, 12, 18, 24, 30, 36, 72]","[7, 4, 1, 2, 1, 1, 2]",B,212,17.4286,34.1476,1.9593,2.625,0.8842,lumpy,2,15,3
12123143001,靠得住茶樹舒涼棉35cm,12.0,10.0,14.0,1738.0,0.175,1.0,1737.74,PCS,15.0,0.9174780420326328,2.588,1.46,44,"[1, 2, 3, 4, 7]","[2, 10, 1, 3, 1]",B,22,2.0952,3.1923,1.5236,1.75,0.9106,lumpy,2,1,1
14330004001,安佳100％純淨天然全脂奶粉,56.0,39.0,23.0,50232.0,17.04,6.0,8372.0,PCS,15.0,0.9190780153664104,1.222,0.548,22,"[1, 2, 3]","[15, 2, 1]",B,8,1.0476,1.431,1.3659,2.1,0.3581,intermittent,2,1,2
12011383001,莎啦莎啦抗菌沐浴乳補充包撩心 莎啦撩心木蘭香,39.0,26.0,28.0,28392.0,10.8,12.0,2366.0,PCS,15.0,0.9170280495325078,1.067,0.258,16,"[1, 2]","[14, 1]",B,7,0.7619,1.2611,1.6552,2.625,0.4286,intermittent,2,1,1
14501029001,味味一品皇朝牛筋麵(包)177g,35.0,31.0,13.0,14105.0,2.75,12.0,1175.4,PCS,15.0,0.919378010366494,6.188,3.71,99,"[3, 6, 12]","[7, 5, 4]",B,36,4.7143,6.9437,1.4729,2.3333,0.3533,intermittent,2,3,1
10014130001,崇德發白麥汁330ml,40.0,27.0,17.0,18360.0,11.96,24.0,765.0,PCS,15.0,0.9158280695321744,23.294,24.545,396,"[6, 12, 24, 48, 96]","[8, 1, 4, 3, 1]",B,162,14.2857,25.2054,1.7644,2.625,0.5833,lumpy,2,11,3
14243013001,盛香珍腰果-蜜汁口味,36.0,28.0,19.0,19152.0,2.0,10.0,1915.2,PCS,15.0,0.9187280211996468,1.467,0.915,22,"[1, 2, 3, 4]","[11, 2, 1, 1]",B,13,1.0476,1.9869,1.8965,3.0,0.5544,lumpy,2,1,1
10035024001,Asahi十六茶 990ml,30.0,23.0,27.0,18630.0,12.73,12.0,1552.5,PCS,15.0,0.9159780670322162,15.2,5.493,228,"[12, 24]","[11, 4]",B,72,10.8571,12.5311,1.1542,1.75,0.3233,intermittent,2,6,2
14242150001,義美香蒜青豆,38.0,27.0,24.0,24624.0,2.78,12.0,2052.0,PCS,15.0,0.9186280228662856,1.375,1.258,22,"[1, 2, 6]","[14, 1, 1]",B,12,1.0476,1.7169,1.6388,2.3333,0.5904,lumpy,2,1,1
14506378001,農心非油炸辛拉麵97g,41.0,32.0,28.0,36736.0,5.67,32.0,1148.0,PCS,15.0,0.9196780053665772,5.6,2.028,84,"[4, 8]","[9, 6]",B,45,4.0,6.8118,1.7029,2.625,0.495,lumpy,2,3,2
12010068001,澳洲NATM精油香皂-玫瑰洋甘菊,15.0,11.0,13.0,2145.0,1.64,8.0,268.1,PCS,15.0,0.9168280528657856,1.6,0.91,24,"[1, 2, 3, 4]","[9, 4, 1, 1]",B,8,1.1429,1.3522,1.1832,1.9091,0.2444,intermittent,2,1,1
12020036001,UNO新炭洗顏 UNO新炭洗顏,44.0,20.0,22.0,19360.0,5.9,36.0,537.8,PCS,15.0,0.9171780470325496,1.267,0.594,19,"[1, 2, 3]","[12, 2, 1]",B,7,0.9048,1.136,1.2556,2.1,0.2124,intermittent,2,1,1
11072012002,鱷魚蚊香-30卷經濟包 鱷魚蚊香30卷,50.0,38.0,17.0,32300.0,10.78,24.0,1345.8,PCS,15.0,0.91632806119898,2.733,3.807,41,"[1, 2, 3, 12]","[10, 2, 1, 2]",B,24,1.9524,3.8403,1.967,2.1,1.3676,lumpy,2,2,1
14203058001,東港魚季-黑胡椒香魚,45.0,28.0,22.0,27720.0,2.8,20.0,1386.0,PCS,15.0,0.9180780320327996,1.2,0.414,18,"[1, 2]","[12, 3]",B,6,0.8571,1.0142,1.1832,1.9091,0.2444,intermittent,2,1,1
14244073001,義美原味五堅果,38.0,30.0,17.0,19380.0,5.546,12.0,1615.0,PCS,15.0,0.9187780203663272,1.467,1.06,22,"[1, 2, 5]","[11, 3, 1]",B,9,1.0476,1.6272,1.5532,2.3333,0.4649,intermittent,2,1,1
14602063001,味好美白胡椒鹽60g,27.0,18.0,12.0,5832.0,4.17,24.0,243.0,PCS,15.0,0.9200279995333412,1.333,0.617,20,"[1, 2, 3]","[11, 3, 1]",B,12,0.9524,1.9359,2.0327,3.0,0.7525,lumpy,2,1,1
14740037001,水手牌超級蛋糕粉-低筋,38.0,30.0,26.0,29640.0,13.15,12.0,2470.0,PCS,15.0,0.920377993700105,1.133,0.352,17,"[1, 2]","[13, 2]",B,7,0.8095,1.167,1.4416,2.3333,0.3114,intermittent,2,1,1
14506042001,家福營養麵條 300g,36.0,24.0,16.0,13824.0,7.49,24.0,576.0,PCS,15.0,0.919478008699855,2.333,2.469,35,"[1, 2, 6, 10]","[7, 6, 1, 1]",B,19,1.6667,2.8868,1.7321,1.9091,1.1224,lumpy,2,1,1
14242164001,翠子-HELLO KITTY綜合米果,45.0,34.0,34.0,52020.0,3.18,12.0,4335.0,PCS,15.0,0.918678022032966,1.812,1.515,29,"[1, 2, 4, 6]","[11, 2, 2, 1]",B,14,1.381,1.9359,1.4018,1.9091,0.5546,lumpy,2,1,2
14820015001,大茂小蔭瓜,31.0,24.0,9.0,6696.0,3.82,24.0,279.0,PCS,15.0,0.9204279928667856,6.8,7.213,102,"[3, 6, 9, 24]","[9, 3, 1, 2]",B,59,4.8571,9.5094,1.9578,2.1,1.3495,lumpy,2,4,1
14200019001,家福滷肉風味豆乾(非基改),37.0,25.0,12.0,11100.0,2.42,10.0,1110.0,PCS,15.0,0.9179280345327578,1.467,0.915,22,"[1, 2, 3, 4]","[11, 2, 1, 1]",B,8,1.0476,1.244,1.1875,1.9091,0.25,intermittent,2,1,1
14510145001,樂米穀場-花蓮富里契作有機糙米,35.0,24.0,5.0,4288.0,2.0,1.0,4287.5,PCS,15.0,0.9198280028666188,2.0,1.69,30,"[1, 2, 3, 4, 5, 6]","[10, 1, 1, 1, 1, 1]",B,16,1.4286,2.4611,1.7228,1.9091,1.1049,lumpy,2,1,2
11010013001,魔術靈地板清潔劑,40.0,26.0,30.0,31200.0,13.77,6.0,5200.0,PCS,15.0,0.9160280661988968,1.067,0.258,16,"[1, 2]","[14, 1]",B,8,0.7619,1.0443,1.3706,1.9091,0.507,lumpy,2,1,2
14631037001,明德辣豆瓣醬460g,33.0,26.0,14.0,12012.0,8.918,12.0,1001.0,PCS,15.0,0.920277995366744,1.067,0.258,16,"[1, 2]","[14, 1]",B,6,0.7619,0.9437,1.2385,2.1,0.191,intermittent,2,1,1
11071009001,雷達殺蟑堡,40.0,26.0,23.0,23920.0,1.77,12.0,1993.3,PCS,14.0,0.921761303978267,3.2,2.042,48,"[1, 2, 4, 5, 6]","[3, 6, 1, 1, 4]",B,25,2.2857,3.6898,1.6143,2.1,0.7311,lumpy,2,2,2
10011007001,囍瑞100純天然蘋果原汁1L,36.0,20.0,20.0,14400.0,13.28,12.0,1200.0,PCS,14.0,0.920874652089132,6.312,6.973,101,"[1, 2, 3, 6, 7, 9, 12, 13, 17, 24]","[6, 2, 1, 1, 1, 1, 1, 1, 1, 1]",B,53,4.8095,8.0909,1.6823,2.3333,0.6566,lumpy,2,4,2
12121036001,靠得住溫柔宣言輕柔棉日用,9.0,11.0,9.0,877.0,0.11,1.0,876.96,PCS,14.0,0.9227879535341078,3.857,1.834,54,"[3, 6, 9]","[11, 2, 1]",B,27,2.5714,3.8285,1.4888,2.1,0.535,lumpy,2,2,1
12123898001,康乃馨御守棉夜用超長36.5cm9,59.0,37.0,26.0,56758.0,4.9,24.0,2364.9,PCS,14.0,0.9230212829786172,2.667,2.469,40,"[1, 2, 3, 4, 6, 10]","[6, 4, 2, 1, 1, 1]",B,20,1.9048,2.9138,1.5298,1.9091,0.7604,lumpy,2,1,1
10041057001,TAISUN Cheers Bee 蜂蜜氣泡水Pet590ml,43.0,30.0,20.0,25800.0,15.85,24.0,1075.0,PCS,14.0,0.9212946450892484,6.571,5.345,92,"[4, 8, 24]","[9, 4, 1]",B,47,4.381,6.9172,1.5789,2.1,0.6742,lumpy,2,3,1
14853003001,家福超值水煮鮪魚貓食,35.0,27.0,17.0,16065.0,10.21,48.0,334.7,PCS,14.0,0.9263345610906484,40.0,16.215,720,"[5, 43, 48]","[3, 3, 12]",A,280,34.2857,45.8968,1.3387,2.3333,0.18,intermittent,2,25,2
14304187001,T世家抹茶粉,32.0,28.0,20.0,17920.0,3.0,12.0,1493.3,PCS,14.0,0.92460792320128,1.214,0.579,17,"[1, 2, 3]","[12, 1, 1]",B,6,0.8095,0.9808,1.2115,1.9091,0.2817,intermittent,2,1,1
10020030001,韋恩Flash Brew閃萃拿鐵咖啡pet500ml,42.0,28.0,20.0,23520.0,13.468,24.0,980.0,PCS,14.0,0.9210146497558374,10.5,11.582,168,"[4, 8, 20, 24, 44]","[10, 2, 1, 2, 1]",B,70,8.0,14.5327,1.8166,3.0,0.4444,intermittent,2,6,2
14602022001,味好美粗黑胡椒粉32g,27.0,18.0,12.0,5832.0,3.4,24.0,243.0,PCS,14.0,0.9254945750904152,1.133,0.516,17,"[1, 3]","[14, 1]",B,6,0.8095,1.0305,1.273,2.1,0.2345,intermittent,2,1,1
14821001001,大茂幼筍玻璃瓶350g,29.0,22.0,15.0,9570.0,7.61,12.0,797.5,PCS,14.0,0.9261945634239428,12.0,0.0,168,[12],[14],B,52,8.0,8.7636,1.0954,1.9091,0.1347,intermittent,2,4,1
12106064001,超值單支攜帶型牙線棒,57.0,43.0,23.0,56373.0,7.7,36.0,1565.9,PCS,14.0,0.922741287645206,1.571,0.852,22,"[1, 2, 3]","[9, 2, 3]",B,13,1.0476,1.9359,1.8479,2.3333,0.9251,lumpy,2,1,1
14502008001,味丹酒膳排骨袋麵,34.0,31.0,13.0,13702.0,2.86,12.0,1141.8,PCS,14.0,0.9251679138681022,3.643,1.277,51,"[3, 6]","[11, 3]",B,20,2.4286,3.8674,1.5925,3.0,0.1615,intermittent,2,2,1
31423001001,妙潔PE保鮮膜 30CM*55M,42.0,33.0,35.0,48510.0,11.4,48.0,1010.6,PCS,14.0,0.926521224646256,1.643,1.082,23,"[1, 2, 4]","[9, 3, 2]",B,9,1.0952,1.6705,1.5252,2.3333,0.4253,intermittent,2,1,1
14200014001,家福黑胡椒風味豆乾(非基改),37.0,26.0,15.0,14430.0,2.43,10.0,1443.0,PCS,14.0,0.924001266645556,1.071,0.267,15,"[1, 2]","[13, 1]",B,6,0.7143,1.0071,1.41,2.3333,0.27,intermittent,2,1,1
11031907001,Febreze風倍清織物除菌消臭噴霧-高效除菌,39.0,20.0,21.0,16380.0,5.44,12.0,1365.0,PCS,14.0,0.921434642755954,1.071,0.267,15,"[1, 2]","[13, 1]",B,6,0.7143,1.0071,1.41,2.1,0.4198,intermittent,2,1,1
11111014001,妙管家彩漂漂白水補充包-玫瑰,41.0,29.0,31.0,36859.0,12.734,6.0,6143.2,PCS,14.0,0.9221812969783836,2.0,0.961,28,"[1, 2, 3]","[6, 2, 6]",B,16,1.3333,2.3735,1.7801,2.625,0.6064,lumpy,2,1,3
14810023001,牛頭牌185g金鑽玉米粒,27.0,21.0,17.0,9639.0,5.91,24.0,401.6,PCS,14.0,0.9261478975350412,4.286,1.939,60,"[3, 6, 9]","[9, 4, 1]",B,21,2.8571,3.7321,1.3062,1.9091,0.4125,intermittent,2,2,1
30072062001,BOSS5開4插3P高溫斷電USB延長線1.8米 K-53,51.0,32.0,36.0,58752.0,13.0,22.0,2670.5,PCS,14.0,0.9264278928684522,2.0,0.655,30,"[1, 2, 4]","[2, 12, 1]",B,12,1.4286,2.2039,1.5427,2.625,0.2794,intermittent,2,1,1
12020225001,森田藥炭深層控油洗面乳,26.0,17.0,19.0,8398.0,2.2,12.0,699.8,PCS,14.0,0.9225546240895984,2.143,0.535,30,"[2, 4]","[13, 1]",B,12,1.4286,2.2928,1.605,2.625,0.3606,intermittent,2,1,1
12010084001,澳洲NATM精油香皂-檸檬草,15.0,11.0,13.0,2145.0,1.64,8.0,268.1,PCS,14.0,0.9223212946450892,1.571,0.646,22,"[1, 2, 3]","[7, 6, 1]",B,8,1.0476,1.5322,1.4625,2.625,0.1795,intermittent,2,1,1
11042017001,快速通樂,43.0,27.0,29.0,33669.0,17.07,12.0,2805.8,PCS,14.0,0.9215746404226596,1.143,0.363,16,"[1, 2]","[12, 2]",B,6,0.7619,0.9437,1.2385,2.1,0.191,intermittent,2,1,1
14616009001,正高金門高粱醋 600cc,31.0,24.0,31.0,23064.0,13.94,12.0,1922.0,PCS,14.0,0.9256345727571208,6.059,3.992,103,"[1, 2, 3, 4, 5, 7, 8, 9, 10, 12]","[2, 3, 1, 1, 2, 1, 2, 1, 1, 3]",B,33,4.9048,5.5759,1.1368,1.9091,0.1854,intermittent,2,3,2
14805019001,愛之味薏仁寶禮盒340g*12,44.0,28.0,25.0,30800.0,20.51,4.0,7700.0,PCS,14.0,0.9261012316461392,1.214,0.802,17,"[1, 4]","[13, 1]",B,11,0.8095,1.721,2.126,2.1,1.6955,lumpy,2,1,3
14631047001,寧記辣椒大王醬245g,27.0,22.0,27.0,16038.0,10.2,24.0,668.3,PCS,14.0,0.9257279045349244,1.643,1.008,23,"[1, 2, 3, 4]","[9, 2, 2, 1]",B,8,1.0952,1.3381,1.2217,1.9091,0.2953,intermittent,2,1,1
11103179001,橘子工坊五合一洗衣金球24顆,8.0,9.0,13.0,899.0,0.2,1.0,898.88,PCS,14.0,0.9219479675338744,1.429,0.514,20,"[1, 2]","[8, 6]",B,8,0.9524,1.3956,1.4653,2.3333,0.3431,intermittent,2,1,1
12123050001,好自在純肌甜睡棉柔極長夜用40cm,32.0,30.0,24.0,23040.0,1.96,12.0,1920.0,PCS,14.0,0.9229746170897152,3.357,2.59,47,"[1, 2, 4, 8, 10]","[1, 8, 3, 1, 1]",B,22,2.2381,3.129,1.3981,1.9091,0.5488,lumpy,2,1,1
10034026001,飛想茶檸檬紅茶1250ml,38.0,28.0,29.0,30856.0,15.6,12.0,2571.3,PCS,14.0,0.9212479792003466,9.818,5.197,216,"[4, 8, 12, 20, 24]","[6, 5, 9, 1, 1]",B,37,5.7143,6.1412,1.0747,2.1,0.0,intermittent,2,3,4
12125001001,蘇菲導管式棉條一般型 10入,22.0,18.0,16.0,6336.0,1.01,12.0,528.0,PCS,14.0,0.9230679488675188,1.5,0.519,21,"[1, 2]","[7, 7]",B,7,1.0,1.2247,1.2247,1.9091,0.2993,intermittent,2,1,1
11110094001,新熊寶貝柔軟護衣精3.2L,39.0,26.0,32.0,32448.0,14.13,4.0,8112.0,PCS,14.0,0.9221346310894818,1.143,0.363,16,"[1, 2]","[12, 2]",B,6,0.7619,0.8891,1.1669,1.9091,0.2234,intermittent,2,1,2
14360007001,阿華田減糖巧克力營養麥芽飲品,52.0,41.0,26.0,55432.0,9.3,18.0,3079.6,PCS,14.0,0.9248879185346912,1.286,0.611,18,"[1, 2, 3]","[11, 2, 1]",B,7,0.8571,1.3148,1.5339,2.3333,0.4375,intermittent,2,1,1
14741003001,日正寶島地瓜粉 (木薯粉),37.0,28.0,26.0,26936.0,12.548,12.0,2244.7,PCS,14.0,0.9259612339794336,1.5,1.092,21,"[1, 2, 5]","[10, 3, 1]",B,9,1.0,1.6733,1.6733,2.625,0.4535,intermittent,2,1,1
12101003001,德恩奈兒童牙膏,32.0,21.0,23.0,15456.0,6.15,48.0,322.0,PCS,14.0,0.9226012899785004,1.214,0.579,17,"[1, 2, 3]","[12, 1, 1]",B,10,0.8095,1.4007,1.7303,2.3333,0.7318,lumpy,2,1,1
11023010001,碧麗珠-檸檬,24.0,17.0,24.0,9792.0,4.76,12.0,816.0,PCS,14.0,0.9213413109781504,4.0,2.299,60,"[1, 2, 5, 6]","[4, 2, 2, 7]",B,30,2.8571,4.4304,1.5506,2.1,0.6296,lumpy,2,2,1
12121109001,好自在純肌透氣棉日用24cm16片X2,40.8,30.2,23.0,28339.68,2.56,12.0,2361.6,PCS,14.0,0.9228346194230096,1.714,0.469,24,"[1, 2]","[4, 10]",B,9,1.1429,1.6818,1.4716,2.3333,0.3516,intermittent,2,1,1
12201034001,Hello Kitty三層抽取式衛生紙,20.0,10.0,8.0,1785.0,0.2,1.0,1785.0,PCS,14.0,0.9231146147564208,34.737,31.778,660,"[4, 16, 20, 24, 40, 120]","[1, 2, 8, 1, 5, 2]",B,63,8.5714,11.9523,1.3944,2.625,0.0988,intermittent,2,5,2
14002026001,原味巡禮全麥方塊酥,39.0,30.0,20.0,23400.0,5.36,12.0,1950.0,PCS,14.0,0.92334794420093,1.429,1.342,20,"[1, 2, 6]","[12, 1, 1]",B,12,0.9524,1.8568,1.9496,3.0,0.63,lumpy,2,1,1
11103083001,一匙靈極速淨EX超濃縮洗衣精,38.0,32.0,31.0,37696.0,16.34,6.0,6282.7,PCS,14.0,0.9218546357560709,2.333,1.718,35,"[1, 2, 3, 4, 6]","[6, 5, 1, 1, 2]",B,18,1.6667,2.5166,1.51,2.1,0.5669,lumpy,2,1,3
14303024001,3點1刻日月潭奶茶,53.0,30.0,27.0,42930.0,5.2,12.0,3577.5,PCS,14.0,0.924561257312378,1.214,0.579,17,"[1, 2, 3]","[12, 1, 1]",B,7,0.8095,1.2498,1.5438,2.3333,0.4516,intermittent,2,1,1
10021018001,寶礦力水得Pet900ml,33.0,24.0,22.0,17424.0,11.95,12.0,1452.0,PCS,14.0,0.9211079815336412,15.429,5.626,216,"[12, 24]","[10, 4]",B,71,10.2857,12.7481,1.2394,2.1,0.192,intermittent,2,6,2
14620163001,李錦記甘甜滷醬油 410ml,28.0,22.0,28.0,17248.0,10.302,12.0,1437.3,PCS,14.0,0.9256812386460226,3.643,3.835,51,"[1, 2, 3, 5, 9, 10, 12]","[6, 3, 1, 1, 1, 1, 1]",B,27,2.4286,4.032,1.6602,1.6154,1.3478,lumpy,2,2,1
12104021001,刷樂西崔寶貝兒童牙刷,34.0,24.0,25.0,20400.0,2.052,96.0,212.5,PCS,14.0,0.9226479558674022,4.571,1.453,64,"[4, 8]","[12, 2]",B,36,3.0476,5.6434,1.8517,2.625,0.7143,lumpy,2,2,1
14001136001,中立薄鹽乳香餅乾,38.0,30.0,19.0,21660.0,3.96,20.0,1083.0,PCS,14.0,0.923301278312028,1.733,1.223,26,"[1, 2, 4]","[10, 2, 3]",B,10,1.2381,1.7001,1.3732,2.1,0.3682,intermittent,2,1,1
10020046001,韋恩特濃黑咖Can210ml,33.0,22.0,12.0,8712.0,6.81,24.0,363.0,PCS,14.0,0.9210613156447393,16.286,14.777,228,"[6, 12, 24, 48]","[6, 4, 2, 2]",B,121,10.8571,18.6502,1.7178,2.3333,0.7121,lumpy,2,8,1
14312032001,G7三合一即溶咖啡50入(袋裝),39.0,25.0,34.0,33150.0,9.75,10.0,3315.0,PCS,14.0,0.9246545890901818,2.0,2.909,28,"[1, 2, 12]","[10, 3, 1]",B,6,0.7619,0.8891,1.1669,1.9091,0.2234,intermittent,2,1,1
14101016001,大豆水果營養棒(草莓口味),32.0,17.0,14.0,7616.0,2.0,48.0,158.7,PCS,14.0,0.923674605423243,2.143,1.46,30,"[1, 2, 3, 4, 6]","[6, 4, 2, 1, 1]",B,11,1.4286,1.9124,1.3387,2.1,0.321,intermittent,2,1,1
14242072001,旺旺煎豆子-原味(全素),40.0,27.0,26.0,28080.0,2.36,10.0,2808.0,PCS,14.0,0.9244212596456726,2.214,1.888,31,"[1, 2, 3, 4, 8]","[6, 5, 1, 1, 1]",B,17,1.4762,2.5811,1.7485,2.3333,0.7609,lumpy,2,1,1
14100005001,天然谷纖穀派-蜂蜜燕麥,24.0,16.0,15.0,5760.0,1.406,5.0,1152.0,PCS,14.0,0.9236279395343412,1.786,1.424,25,"[1, 2, 5]","[9, 3, 2]",B,12,1.1905,1.5368,1.291,1.75,0.5219,lumpy,2,1,1
14604047001,小磨坊義大利香料10g,13.0,8.0,11.0,1144.0,0.66,6.0,190.7,PCS,14.0,0.925541240979317,1.0,0.0,14,[1],[14],B,5,0.6667,0.7958,1.1937,1.9091,0.2582,intermittent,2,1,1
14010224001,大同全家餐,42.0,35.0,20.0,29400.0,1.1,10.0,2940.0,PCS,14.0,0.9234412759787336,1.267,0.594,19,"[1, 2, 3]","[12, 2, 1]",B,6,0.9048,1.0443,1.1542,1.9091,0.2072,intermittent,2,1,1
14331026001,桂格高鈣奶粉-高鐵配方1.5Kg,49.0,33.0,24.0,38808.0,11.59,6.0,6468.0,PCS,13.0,0.930784486925218,1.154,0.376,15,"[1, 2]","[11, 2]",B,6,0.7143,1.1019,1.5427,2.625,0.2794,intermittent,2,1,1
14370045001,優-砂糖糖包(6g*50支),35.0,26.0,15.0,13650.0,4.33,12.0,1137.5,PCS,13.0,0.9310444825919568,1.308,0.63,17,"[1, 2, 3]","[10, 2, 1]",B,9,0.8095,1.2498,1.5438,2.1,0.619,lumpy,2,1,1
12112003001,Gillette男用刮鬍泡-敏感性,28.0,20.0,17.0,9520.0,5.2,12.0,793.3,PCS,13.0,0.9288345194246762,1.429,0.756,20,"[1, 2, 3]","[10, 2, 2]",B,7,0.9524,1.0713,1.1248,1.75,0.2836,intermittent,2,1,1
11100019001,加倍潔防蹣潔白洗衣粉4.5kg,39.0,33.0,26.0,33462.0,18.87,4.0,8365.5,PCS,13.0,0.927881201979967,1.538,0.519,20,"[1, 2]","[6, 7]",B,6,0.9524,0.9735,1.0221,1.75,0.1527,intermittent,2,1,2
11112040001,一匙靈抗菌EX除菌去漬液,36.0,26.0,27.0,25272.0,11.14,16.0,1579.5,PCS,13.0,0.9280978650355828,3.071,1.542,43,"[1, 2, 3, 4, 6]","[1, 6, 2, 3, 2]",B,21,2.0476,3.0737,1.5011,2.1,0.5535,lumpy,2,1,1
14012012001,Snyders蝴蝶餅-蜂蜜芥末,48.0,33.0,22.0,34848.0,5.31,15.0,2323.2,PCS,13.0,0.9294845085915234,1.462,1.127,19,"[1, 2, 5]","[10, 2, 1]",B,9,0.9048,1.2611,1.3939,1.9091,0.5424,lumpy,2,1,1
14331004001,桂格維他命高鈣奶粉1650g,49.0,32.0,24.0,37632.0,12.4,6.0,6272.0,PCS,13.0,0.9307411543140948,2.0,1.038,28,"[1, 2, 3, 4]","[5, 6, 1, 2]",B,14,1.3333,2.0083,1.5062,2.1,0.5612,lumpy,2,1,3
14612012001,瑪伊娜有機冷壓特級橄欖油,20.0,13.0,30.0,7800.0,5.0,6.0,1300.0,PCS,13.0,0.9316078065365576,3.077,1.32,40,"[2, 4, 6]","[7, 5, 1]",B,16,1.9048,2.9984,1.5742,2.625,0.32,intermittent,2,1,1
11041002001,家福固體馬桶潔廁劑,33.0,20.0,34.0,22440.0,10.78,24.0,935.0,PCS,13.0,0.927621206313228,1.692,0.947,22,"[1, 2, 3, 4]","[7, 4, 1, 1]",B,9,1.0476,1.5961,1.5236,2.3333,0.423,intermittent,2,1,1
10034057001,古道百香綠茶 Pet 2000ml,38.0,22.0,31.0,25916.0,18.0,8.0,3239.5,PCS,13.0,0.9271878802019966,3.231,2.774,42,"[1, 2, 3, 8]","[3, 6, 1, 3]",B,29,2.0,4.9193,2.4597,3.5,1.1184,lumpy,2,2,2
