item_code,item_name,order_frequency,total_qty,avg_qty_per_order,days_ordered,best_fit,poisson_p,normal_p,note
10001005001,七喜汽水330ml,94,1926,19.06930693069307,21,poisson,0.141,0.0,
10001006001,雪碧汽水330ml,572,10056,17.519163763066203,21,poisson,0.0024,0.0,
10001007001,黑松汽水-600毫升,18,168,8.842105263157896,11,poisson,0.5095,0.2348,
10001008001,黑松汽水2L 黑松汽水,61,493,7.951612903225806,20,poisson,0.6989,0.0,
10001009001,黑松沙士245ml,571,19704,34.267826086956525,21,poisson,0.0019,0.0,
10001010001,雪碧汽水1250ml 雪碧汽水,5,72,14.4,4,poisson,1.0,0.0,
10001012001,雪碧汽水Can 250 ml,473,16152,34.14799154334038,21,poisson,0.0202,0.0,
10001014001,雪碧易開罐235ml 雪碧易開罐235m,165,2112,12.8,21,poisson,0.1557,0.0,
10001015001,雪碧汽水600ml 雪碧汽水寶特瓶,62,596,9.169230769230769,19,poisson,0.2563,0.0,
10001020001,黑松CC檸檬氣泡飲can 330ml 黑松CC檸檬氣,110,1836,15.559322033898304,21,poisson,0.063,0.0,
10001022001,黑松CC檸檬氣泡飲PET 500ml 黑松CC檸檬氣,128,1144,8.9375,21,poisson,0.7938,0.0,
