item_code,item_name,order_frequency,total_qty,avg_qty_per_order,days_ordered,best_fit,poisson_p,normal_p,note
12011088001,蜜妮高彈潤沐浴慕絲-優雅花香,3,3,1.0,3,poisson,1.0,0.0,
12011093001,白雪檀香沐浴乳-乳沐果油,1,2,2.0,1,poisson,,,sparse
12011094001,莎啦莎啦抗菌沐浴乳撩心木蘭香 莎啦撩心木蘭香,6,8,1.3333333333333333,6,poisson,0.6732,0.0,
12011096001,多芬溫和去角質沐浴乳 溫和去角質,4,9,2.25,4,poisson,1.0,0.0,
12011097001,麗仕植然香氛沐浴露-平衡舒緩 平衡舒緩,2,4,2.0,2,poisson,,,sparse
12011098001,快潔適熊熊遇見你沐浴露 水潤清新,1,2,2.0,1,poisson,,,sparse
12011100001,澎澎香浴乳煥膚亮白型補充包,4,7,1.75,4,poisson,1.0,0.0,
12011101001,多芬舒敏溫和感沐浴乳 舒敏溫和,2,3,1.5,2,poisson,,,sparse
12011102001,麗仕清爽沐浴乳-青檸橙花 青檸橙花,11,11,1.0,8,poisson,0.8112,0.0,
12011103001,澎澎Soft胺基酸修護沐浴露 胺基酸修護,3,5,1.6666666666666667,3,poisson,1.0,0.0,
12011105001,多芬櫻花香氛清潤沐浴乳 多芬櫻花香氛沐,5,5,1.0,5,poisson,1.0,0.0,
12011108001,澎澎香浴乳補充包--美白玫瑰氛 美白玫瑰香氛,12,17,1.4166666666666667,8,poisson,0.6166,0.218,
12011109001,Biore淨嫩沐浴乳淨亮光澤型 大島山茶花,22,23,1.0454545454545454,13,poisson,0.3461,0.1251,
12011110001,澎澎MAN抗都會汙染沐浴乳 抗都會汙染,2,5,2.5,2,poisson,,,sparse
12011111001,施巴5.5橄欖潔膚露 橄欖潔膚露,4,4,1.0,4,poisson,1.0,0.0,
12011113001,澎澎香浴乳補充包--水嫩清爽型,43,85,1.9767441860465116,18,poisson,0.0998,0.0889,
12011114001,澎澎香浴乳補充包--亮澤滋潤型,39,103,2.575,16,poisson,0.676,0.0,
12011115001,澎澎香浴乳補充包--倍潤保濕型 活泉保濕型,9,16,1.7777777777777777,6,poisson,0.5494,0.0,
12011116001,多芬玫瑰水嫩清潤沐浴乳 多芬玫瑰水嫩沐,3,3,1.0,3,poisson,1.0,0.0,
12011117001,曼秀雷敦Acnes抗痘沐浴乳 抗痘沐浴乳,6,24,4.0,4,poisson,0.5392,0.0,
12011118001,澎澎Soft親膚舒緩沐浴乳,5,7,1.4,5,poisson,1.0,0.0,
12011120001,麗仕媚惑幽香沐浴乳補充包 媚惑幽香,6,10,1.6666666666666667,5,poisson,0.9133,0.0,
12011122001,BDM滋潤溫和潔膚露 1L Bio潔膚露,1,1,1.0,1,poisson,,,sparse
12011123001,專科超微米沐浴乳-清新花香 超微米沐浴花香,1,1,1.0,1,poisson,,,sparse
12011126001,多芬清爽水嫩清潤沐浴乳 多芬清爽水嫩沐,2,5,2.5,1,poisson,,,sparse
12011131001,多芬滋養柔嫩沐浴乳補充包 滋養柔嫩,2,2,1.0,2,poisson,,,sparse
12011133001,Farcent香水胺基酸沐浴露-絲滑白麝香 白麝香,5,9,1.8,5,poisson,1.0,0.0,
12011134001,家福香草沐浴露 500ML,2,2,1.0,2,poisson,,,sparse
12011136001,淨嫩沐浴乳淨亮光澤補充包 大島山茶花香,18,23,1.2777777777777777,12,poisson,0.974,0.5732,
12011139001,曼秀雷敦海洋清爽沐浴乳 海洋清爽,4,5,1.25,3,poisson,1.0,0.0,
12011140001,莎啦莎啦沐浴乳-玫瑰 玫瑰嫩白,1,1,1.0,1,poisson,,,sparse
12011142001,曼秀雷敦草本制菌沐浴乳,1,1,1.0,1,poisson,,,sparse
12011144001,EAU耀香水沐浴乳-花舞奇緣,18,36,2.0,9,poisson,0.1727,0.0067,
12011147001,麗仕植然光澤透亮精油香氛沐浴露 光澤透亮,7,14,2.0,7,poisson,0.585,0.0,
12011148001,麗仕植然香氛沐浴露-保濕煥活 保濕煥活,10,22,2.0,10,poisson,0.5152,0.0,
12011150001,EAU耀 香水沐浴乳-湛藍微風,11,21,1.9090909090909092,9,poisson,0.8366,0.0,
12011152001,綠的潔膚劑 綠的潔膚劑,4,5,1.25,4,poisson,1.0,0.0,
12011153001,雪芙蘭美肌SPA綠茶清新補充包 綠茶清新,4,8,2.0,4,poisson,1.0,0.0,
12011156001,美吾髮小蒼蘭梨萃香水沐浴露 小蒼蘭梨沐浴露,4,4,1.0,4,poisson,1.0,0.0,
12011158002,澎澎淨化沐浴乳-茶樹精油 茶樹精油淨化沐,6,11,1.8333333333333333,5,poisson,0.9133,0.0,
12011161001,Biore極緻精華油沐浴露-白茶 白茶與海鹽,3,3,1.0,3,poisson,1.0,0.0,
12011163001,嬌生PH 5.5沐浴乳 二合一潤膚,14,29,2.0714285714285716,7,poisson,0.1601,0.0052,
12011165001,依必朗抗菌沐浴露--保濕洋甘菊 保濕洋甘菊,13,17,1.3076923076923077,11,poisson,0.5535,0.0174,
12011166001,依必朗抗菌沐浴露--清爽健康 清爽健康,5,9,1.8,3,poisson,1.0,0.0,
12011168001,超值玫瑰沐浴乳,58,190,2.878787878787879,18,poisson,0.2164,0.0,
12011169001,EAU耀 香水沐浴乳-百花霓裳 百花霓裳,14,27,1.9285714285714288,8,poisson,0.333,0.0394,
12011171001,EAU耀 香水沐浴乳-沁寧晨露 沁寧晨露,5,10,2.0,3,poisson,1.0,0.0,
12011172001,綠的抗菌沐浴乳--洋甘菊 抗菌沐浴乳,13,19,1.4615384615384617,9,poisson,0.7635,0.3721,
12011173001,綠的抗菌沐浴乳--百里香 抗菌沐浴乳,1,2,2.0,1,poisson,,,sparse
12011174001,牛乳石鹼美肌保濕沐浴乳-花香 優雅花香,2,3,1.5,2,poisson,,,sparse
12011175001,沛特斯薰衣草滋潤沐浴乳 薰衣草沐浴乳,4,4,1.0,4,poisson,1.0,0.0,
12011176001,綠的抗菌沐浴露--橄欖葉 1L 抗菌沐浴露,13,15,1.1538461538461535,9,poisson,0.7752,0.1321,
12011177001,莎啦莎啦小蒼蘭香氛沐浴乳,2,2,1.0,2,poisson,,,sparse
12011178001,美琪抗菌沐浴乳(杏桃花與蜂蜜) 杏桃花與蜂蜜,4,4,1.0,3,poisson,1.0,0.0,
12011179001,綠的抗菌沐浴乳-綠茶 加侖 綠的-綠茶加侖,4,13,3.25,4,poisson,1.0,0.0,
12011182001,MENS Biore 髮顏體潔淨露-草本,2,6,3.0,2,poisson,,,sparse
12011184001,麗仕清爽沐浴乳煥活冰爽 煥活冰爽,6,12,2.0,5,poisson,0.9133,0.0,
12011186001,綠的男性抗菌沐浴乳-清爽麝香 男性運動,3,3,1.0,3,poisson,1.0,0.0,
12011188001,Biore極緻精華油沐浴露-白桃 白桃與粉玫瑰,4,4,1.0,3,poisson,1.0,0.0,
12011189001,澎澎香浴乳-美白玫瑰香氛,12,27,2.076923076923077,11,poisson,0.5654,0.0574,
12011191001,淨男士平衡控油沐浴露活力運動 淨沐浴露活力,3,3,1.0,2,poisson,,,sparse
12011192001,沛特斯忍冬玫瑰水嫩沐浴乳 忍冬玫瑰沐浴乳,3,6,2.0,3,poisson,1.0,0.0,
12011195001,家福水蜜桃沐浴露 250ML,1,1,1.0,1,poisson,,,sparse
12011196001,麗仕絲蛋白精華沐浴乳水嫩柔膚 水嫩柔膚,5,5,1.0,4,poisson,1.0,0.0,
12011198001,Biore極緻精華油沐浴乳-紫丁香 紫丁香與風鈴草,4,8,2.0,4,poisson,1.0,0.0,
12011199001,澡享白茶沐浴乳,22,27,1.2272727272727273,12,normal,0.085,0.152,
12011204001,水平衡香水沐浴乳-繽紛馬卡龍 繽紛馬卡龍,1,1,1.0,1,poisson,,,sparse
12011206001,淨嫩沐浴乳寵愛潤澤補充包 千葉玫瑰,16,30,1.875,13,poisson,0.4093,0.0142,
12011207001,巴黎美妝佛手柑煥活沐浴露,2,2,1.0,2,poisson,,,sparse
12011210001,澡享玫瑰風信子沐浴乳,11,14,1.2727272727272727,8,poisson,0.8036,0.1719,
12011212001,美國Ivory潤膚沐浴乳30FL OZ,2,2,1.0,2,poisson,,,sparse
12011213001,美吾髮馬鞭草柚香清新沐浴露 馬鞭草沐浴露,6,7,1.1666666666666667,4,poisson,0.5392,0.0,
12011215001,嬌生PH5.5 蜂蜜舒緩沐浴乳 蜂蜜舒緩沐浴乳,10,25,2.5,7,poisson,0.6731,0.0,
12011216001,嬌生pH5.5 杏仁保濕沐浴乳 杏仁保濕沐浴乳,4,8,2.0,3,poisson,1.0,0.0,
12011220001,麗仕水嫩柔膚沐浴乳補充包 水嫩柔膚,3,4,1.3333333333333333,2,poisson,,,sparse
12011221001,美吾髮琥珀檀香雪松精油沐浴露 琥珀檀香沐浴露,9,11,1.2222222222222223,8,poisson,0.7504,0.0,
12011226001,麗仕精油香氛沐浴乳浪漫怡香 浪漫怡香,3,6,2.0,3,poisson,1.0,0.0,
12011228001,澎澎香浴乳-肌Q彈潤型 巴黎小香風,3,5,1.6666666666666667,3,poisson,1.0,0.0,
12011230001,美琪抗菌沐浴乳(白麝香) 美琪沐浴乳麝香,13,13,1.0,9,poisson,0.7635,0.3721,
12011231001,牛乳石鹼美肌保濕沐浴乳補充包 優雅花香補充包,3,4,1.3333333333333333,3,poisson,1.0,0.0,
12011233001,Farcent香水沐浴露補充包-同名花語 沐浴(補)花語,3,3,1.0,3,poisson,1.0,0.0,
12011235001,雪芙蘭美肌SPA檸檬草抗菌補充包 檸檬草抗菌,8,16,2.0,8,poisson,0.4933,0.0,
12011237001,嚕啦啦鈴蘭香氛沐浴乳 嚕啦香氛沐浴乳,21,35,1.5909090909090908,13,poisson,0.726,0.584,
12011238001,嚕啦啦百里香清新沐浴乳 嚕啦清新沐浴乳,9,17,1.8888888888888888,8,poisson,0.7504,0.0,
12011239001,Biore極緻精華油沐浴乳-迷迭香 迷迭香與橙花,3,5,1.6666666666666667,3,poisson,1.0,0.0,
12011240001,淨男士平衡控油沐浴露深層控油 淨沐浴露控油,3,3,1.0,2,poisson,,,sparse
12011241002,Farcent香水胺基酸沐浴露季節限定 罌粟花,3,3,1.0,3,poisson,1.0,0.0,
12011243001,綠的抗菌沐浴露-蘋果玫瑰 蘋果玫瑰,5,6,1.2,5,poisson,1.0,0.0,
12011244001,沙威隆抗菌潔淨沐浴乳-琥珀雪松 琥珀雪松,17,17,1.0,13,poisson,0.5259,0.027,
12011247001,清淨海環保沐浴乳 環保沐浴乳,2,3,1.5,2,poisson,,,sparse
12011248001,MARO終極全效沐浴乳 全效,1,2,2.0,1,poisson,,,sparse
12011249001,菲蘇德美水潤沐浴乳 水潤,3,4,1.3333333333333333,3,poisson,1.0,0.0,
12011251001,Biore淨嫩沐浴乳清新清爽型 靜岡綠茶,13,16,1.2307692307692308,10,poisson,0.8911,0.1656,
12011252001,Biore淨嫩沐浴乳浪漫保濕型,17,23,1.3529411764705883,11,poisson,0.7786,0.4645,
12011254001,淨嫩沐浴乳浪漫保濕補充包,27,55,2.037037037037037,15,normal,0.7964,0.8801,
12011255001,淨嫩沐浴乳清新清爽補充包 靜岡綠茶,22,44,1.9130434782608696,15,normal,0.5397,0.5639,
12011257001,莎啦莎啦沐浴乳玫瑰嫩白補充包,8,19,2.375,5,poisson,0.4383,0.0151,
12011262001,綠的抗菌沐浴乳-百里香精油加侖桶 百里香加侖桶,7,10,1.4285714285714286,7,poisson,0.585,0.0,
12011263001,依必朗香氛沐浴乳-清新小蒼蘭 沐浴乳小蒼蘭,11,21,1.9090909090909092,7,poisson,0.4943,0.1201,
12011264001,美琪抗菌沐浴乳(海洋) 美琪沐浴乳海洋,6,6,1.0,6,poisson,0.6732,0.0,
12011265001,澡享沐浴乳牡丹小蒼蘭,5,6,1.2,4,poisson,1.0,0.0,
12011267001,綠的抗菌沐浴乳-鳶尾花精萃 鳶尾花精萃,4,5,1.25,4,poisson,1.0,0.0,
12011268001,綠的抗菌沐浴露-洋梨小蒼蘭 洋梨小蒼蘭,16,19,1.1875,11,poisson,0.9316,0.3323,
12011273001,綠的抗菌沐浴乳-玫瑰木精油 玫瑰木精油,3,3,1.0,3,poisson,1.0,0.0,
12011274001,On The Body 快樂微風沐浴乳 快樂微風香水,1,1,1.0,1,poisson,,,sparse
12011275001,綠的抗菌沐浴乳玫瑰木補充包 玫瑰木補充包,17,19,1.1176470588235294,12,poisson,0.8784,0.3168,
12011276001,多芬清爽水嫩沐浴乳補充包 清爽水嫩,5,6,1.2,5,poisson,1.0,0.0,
12011277001,依必朗香氛沐浴乳-經典白麝香 沐浴乳白麝香,39,89,2.225,16,poisson,0.6117,0.2675,
12011281001,Mdmmd.琥珀香水安瓶精油沐浴乳-鎖水 深度清潔鎖水,1,2,2.0,1,poisson,,,sparse
12011282001,美琪抗菌沐浴乳(薰衣草) 美琪沐浴薰衣草,6,6,1.0,5,poisson,0.9133,0.0,
12011285001,澎澎MAN二合一洗髮沐浴露-海洋 海洋保濕,5,5,1.0,3,poisson,1.0,0.0,
12011287001,澎澎MAN二合一洗髮沐浴露-控油 控油酷涼,7,11,1.5714285714285714,5,poisson,0.6464,0.0,
12011291001,美琪抗菌沐浴乳(茶樹) 美琪沐浴乳茶樹,7,9,1.2857142857142858,7,poisson,0.585,0.0,
12011292001,美吾髮藍風鈴奢香沐浴露,1,1,1.0,1,poisson,,,sparse
12011293001,麗仕清爽香氛沐浴乳沁涼石榴 麗仕沐浴乳石榴,1,1,1.0,1,poisson,,,sparse
12011294001,沙威隆抗菌溫和沐浴乳清爽海洋 清爽海洋風,14,18,1.2857142857142858,10,poisson,0.9395,0.1066,
12011299001,莎啦莎啦小蒼蘭香氛沐浴乳補充包,21,33,1.5714285714285714,12,poisson,0.4213,0.3739,
12011300001,MARO終極秒感全效沐浴乳-酷涼 全效-酷涼,2,4,2.0,2,poisson,,,sparse
12011304001,麗仕清爽香氛沐浴乳綠茶白桃 麗仕沐浴乳白桃,7,7,1.0,6,poisson,0.9794,0.0,
12011305001,美琪抗菌沐浴乳(蠟菊) 美琪沐浴乳蠟菊,3,3,1.0,3,poisson,1.0,0.0,
12011308001,麗仕柔膚香氛沐浴乳水潤桃花 麗仕沐浴乳桃花,7,7,1.0,7,poisson,0.585,0.0,
12011310001,彎彎珍珠淨白沐浴乳2000ml 珍珠淨白,5,8,1.6,5,poisson,1.0,0.0,
12011311001,美吾髮白茶茉莉馨香沐浴露 白茶茉莉馨香,2,3,1.5,2,poisson,,,sparse
12011322001,莎啦莎啦沐浴乳櫻花彈力補充包,2,2,1.0,1,poisson,,,sparse
12011326001,元素碳男性沐浴乳-檀香制菌 檀香制菌,6,6,1.0,5,poisson,0.9133,0.0,
12011329001,雪芙蘭海洋活泉沐浴乳-珍珠 珍珠淨白,4,13,3.25,4,poisson,1.0,0.0,
12011330001,Farcent香水胺基酸沐浴露-雞蛋花 雞蛋花,3,3,1.0,3,poisson,1.0,0.0,
12011332001,澎澎茶淨化沐浴乳補充包-茶樹精油,9,16,1.7777777777777777,6,poisson,0.5459,0.0,
12011333001,綠的抗菌沐浴乳百里香補充包 百里香,21,26,1.238095238095238,16,normal,0.0172,0.0436,
12011334001,綠的抗菌沐浴乳洋甘菊補充包 洋甘菊,32,42,1.3125,13,poisson,0.8466,0.0,
12011335001,沙威隆沐浴乳-草本 沐浴乳草本,1,1,1.0,1,poisson,,,sparse
12011337001,澡享玫瑰風信子沐浴乳補充包 澡享風信子補充,5,6,1.2,3,poisson,1.0,0.0,
12011338001,美吾髮晨霧玫瑰奢香沐浴露,4,5,1.25,4,poisson,1.0,0.0,
12011339001,澡享沐浴乳雪松白麝香 雪松白麝香,3,3,1.0,2,poisson,,,sparse
12011340001,白雪維他命Ｅ＆果酸沐浴乳 奇異果萃取,3,5,1.6666666666666667,3,poisson,1.0,0.0,
12011342001,雪芙蘭美肌SPA沐浴乳-玫瑰嫩白 玫瑰嫩白,1,1,1.0,1,poisson,,,sparse
12011345001,牛乳石鹼牛乳精華沐浴乳-玫瑰 牛乳玫瑰沐浴乳,2,2,1.0,2,poisson,,,sparse
12011346001,牛乳石鹼植物性無添加沐浴乳 牛乳無添加,1,1,1.0,1,poisson,,,sparse
12011347001,沙威隆抗菌潔淨沐浴乳茶樹精油,10,26,2.6,9,poisson,0.632,0.0,
12011348001,沙威隆抗菌保濕沐浴乳蘆薈精華 天然蘆薈精華,11,17,1.5454545454545454,10,poisson,0.5152,0.0,
12011349001,沙威隆潔身液 沙威隆潔身液,13,18,1.3846153846153846,8,poisson,0.46,0.1109,
12011350001,雪芙蘭海洋活泉沐浴乳- 清爽 清爽海礦鹽,5,15,3.0,5,poisson,1.0,0.0,
12011351001,雪芙蘭海洋活泉沐浴乳- 海洋 海洋膠原保濕,6,6,1.0,6,poisson,0.6732,0.0,
12011354001,綠的抗菌沐浴乳綠茶補充包 綠茶,19,37,1.9473684210526316,13,poisson,0.8176,0.8102,
12011355001,澎澎香浴乳補充包-漾采緊緻 漾采緊緻,5,8,1.6,4,poisson,1.0,0.0,
12011357001,艾瑪花園蠟菊蘆薈抗乾敏沐浴膠,1,1,1.0,1,poisson,,,sparse
12011358001,艾瑪花園忍冬舒壓甜睡沐浴膠 忍冬舒壓沐浴膠,1,1,1.0,1,poisson,,,sparse
12011360001,超值玫瑰沐浴露,4,13,3.25,4,poisson,1.0,0.0,
12011362001,蜜妮高彈潤沐浴慕絲自然草本香 彈潤慕絲草本香,3,6,2.0,3,poisson,1.0,0.0,
12011364001,超值青蘋果沐浴露 超值青蘋果沐浴,11,42,3.5,8,poisson,0.6157,0.097,
12011366001,蒂沐蝶植萃淨化沐浴露-綠茶 綠茶,3,3,1.0,3,poisson,1.0,0.0,
12011367001,綠的抗菌沐浴乳鳶尾花補充包 鳶尾花補充包,15,17,1.1333333333333333,10,poisson,0.7562,0.4497,
12011373001,上山採藥冷泉玉露清新沐浴露 冷泉玉露沐浴露,5,6,1.2,5,poisson,1.0,0.0,
12011374001,Biore淨嫩沐浴乳熱情木槿花香 熱情木槿花香,9,10,1.1111111111111112,7,poisson,0.8884,0.0,
12011376001,牛乳石鹼牛乳精華沐浴乳-柚子 牛乳柚子沐浴乳,4,4,1.0,3,poisson,1.0,0.0,
12011383001,莎啦莎啦抗菌沐浴乳補充包撩心,15,16,1.0666666666666669,8,poisson,0.2353,0.0172,
12011385001,綠的男性抗菌沐浴露-活力奔放海洋 活力奔放海洋,2,2,1.0,2,poisson,,,sparse
12011386001,舒特膚全效潔膚乳 舒特膚潔膚乳,2,3,1.5,2,poisson,,,sparse
12011387001,愛迪達男用三效洗髮沐浴露卓越自信 卓越自信,1,1,1.0,1,poisson,,,sparse
12011388001,愛迪達男用三效洗髮沐浴露青春活力 青春活力,3,8,2.6666666666666665,3,poisson,1.0,0.0,
12011389001,愛迪達男用三效洗髮沐浴露極限挑戰,2,2,1.0,2,poisson,,,sparse
12011390001,愛迪達男用三效洗髮沐浴露品味透涼 品味透涼,3,3,1.0,3,poisson,1.0,0.0,
12011391001,愛迪達男用三效洗髮沐浴露典藏魅力 典藏魅力,3,3,1.0,3,poisson,1.0,0.0,
12011395001,巴黎美妝鈴蘭沐浴露,2,2,1.0,2,poisson,,,sparse
12011398001,Biore淨嫩沐浴乳熱情木槿花香補包 熱情木槿花香,9,13,1.4444444444444444,8,poisson,0.7504,0.0,
12011400001,快潔適小黃鴨抑菌沐浴乳 小黃鴨沐浴乳,26,56,2.1538461538461537,15,normal,0.7521,0.887,
12011402001,美吾髮檀香精油沐浴精 檀香精油沐浴,5,9,1.8,5,poisson,1.0,0.0,
12011403001,綠的抗菌沐浴露-橙花燕麥 綠的沐浴露橙花,8,9,1.125,5,poisson,0.4384,0.0,
12011405001,多芬日本植萃白茉莉沐浴乳 多芬植萃茉莉沐,1,2,2.0,1,poisson,,,sparse
12011409001,快潔適貓熊抑菌沐浴乳 貓熊抗菌沐浴乳,15,31,2.066666666666667,11,poisson,0.8994,0.5014,
12011412001,超值薄荷沐浴乳,51,134,2.627450980392157,16,poisson,0.1992,0.0,
12011416001,澎澎香浴乳煥膚亮白1200g 澎澎煥膚亮白瓶,4,6,1.5,4,poisson,1.0,0.0,
12011417001,水平衡香水沐浴乳-星光摩天輪 香水星光摩天輪,2,3,1.5,2,poisson,,,sparse
12011422001,多芬日本植萃粉玫瑰沐浴乳 多芬植萃玫瑰沐,2,4,2.0,2,poisson,,,sparse
12011426001,白雪乳霜沐浴乳-滋潤 乳霜沐浴乳滋潤,7,26,3.25,6,poisson,0.7627,0.0,
12011427001,白雪乳霜沐浴乳-清潤 乳霜沐浴乳清潤,8,34,4.25,8,poisson,0.4933,0.0,
12011433001,蒂沐蝶植萃保濕沐浴露-玫瑰 玫瑰,2,3,1.5,2,poisson,,,sparse
12011439001,美吾髮鼠尾草沐浴露 鼠尾草沁香,5,6,1.2,5,poisson,1.0,0.0,
12011442001,超微米完美泡泡沐浴乳-清新花香 清新花香,7,10,1.4285714285714286,6,poisson,0.9794,0.0,
12011451001,Biore淨嫩沐浴乳溫和保濕型 茉莉與鼠尾草,2,2,1.0,2,poisson,,,sparse
12011452001,On The Body SPA沐浴露-薰衣草 薰衣草,1,2,2.0,1,poisson,,,sparse
12011453001,On The Body SPA沐浴露-經典香 經典香,2,6,3.0,2,poisson,,,sparse
12011466001,Farcent香水胺基酸沐浴露-小蒼蘭 小蒼蘭,2,2,1.0,2,poisson,,,sparse
12011467001,潤波低脂牛奶清爽沐浴慕絲 清爽,3,3,1.0,3,poisson,1.0,0.0,
12011470001,Farcent香水胺基酸沐浴露-鼠尾草 療癒鼠尾草,1,1,1.0,1,poisson,,,sparse
12011473001,澡享甘橙花梨木沐浴乳補充包 甘橙花梨木,18,20,1.1111111111111112,13,poisson,0.6815,0.4943,
12011477001,多芬柔膚舒敏沐浴乳補充包 舒敏沐浴補充包,5,7,1.4,5,poisson,1.0,0.0,
12011479001,Farcent香水胺基酸沐浴露-真我星夜 真我星夜,1,1,1.0,1,poisson,,,sparse
12011482001,綠的男性抗菌沐浴露-極限能量大地 極限能量大地,2,2,1.0,2,poisson,,,sparse
12011484001,多芬桃悅水透清潤沐浴乳 桃悅水透,8,11,1.375,7,poisson,0.867,0.0,
12011487001,快潔適貓熊抑菌沐浴乳補充包 貓熊抑菌沐浴乳,1,8,8.0,1,poisson,,,sparse
12011488001,快潔適小黃鴨抑菌沐浴乳補充包 小黃鴨抑菌沐浴,1,2,2.0,1,poisson,,,sparse
12011489001,牛乳石鹼牛乳精華沐浴乳-清新皂香 清新皂香,3,3,1.0,3,poisson,1.0,0.0,
12011490001,多芬活力柚香清潤沐浴乳 活力柚香,11,15,1.3636363636363635,8,poisson,0.8112,0.0,
12011999001,MENS Biore 髮顏體潔淨露-清香 淨皂清香,2,2,1.0,2,poisson,,,sparse
12012001001,超值蘆薈身體乳液,2,2,1.0,2,poisson,,,sparse
12012003001,妮維雅極潤修護乳液 極潤修護潤膚乳,1,1,1.0,1,poisson,,,sparse
12012008001,曼秀雷敦淨白美肌潤膚乳液 淨白美肌潤,1,1,1.0,1,poisson,,,sparse
12012012001,凡士林香薰舒緩潤膚露,1,1,1.0,1,poisson,,,sparse
12012014001,艾惟諾燕麥高效舒緩護手霜,2,3,1.5,1,poisson,,,sparse
12012015001,凡士林蘆薈舒緩潤膚露,10,11,1.1,5,poisson,0.1838,0.0,
12012022001,凡士林深層修護潤膚露 凡士林全效滋養,5,6,1.2,5,poisson,1.0,0.0,
12012027001,雪芙蘭小蒼蘭滋養霜 小蒼滋養霜,4,13,3.25,3,poisson,1.0,0.0,
12012037001,超值綿羊油身體乳液,7,25,3.5714285714285716,6,poisson,0.9794,0.0,
12012043001,美國凡士林368g,15,16,1.0666666666666669,10,poisson,0.7562,0.3343,
12012045001,曼秀雷敦AD高效抗乾修復乳液 AD抗乾乳液,3,6,2.0,2,poisson,,,sparse
12012046001,妮維雅粉嫩嫩潤白水凝乳-玫瑰,1,1,1.0,1,poisson,,,sparse
12012048001,曼秀雷敦AD高效抗乾修復乳液-草本 AD草本乳液,1,1,1.0,1,poisson,,,sparse
12012054001,Mdmmd.紫香蘭安瓶精油身體乳-保濕 保濕緊膚,1,1,1.0,1,poisson,,,sparse
12012059001,妮維雅粉嫩嫩潤白水凝乳櫻花,1,1,1.0,1,poisson,,,sparse
12012069001,大地系列花梨木護手霜,2,4,2.0,2,poisson,,,sparse
12012072001,雪芙蘭滋養霜(清爽型) 清爽型,3,14,4.666666666666667,3,poisson,1.0,0.0,
12012086001,妮維雅淡斑亮白青春精華凝乳 淡斑亮白精華乳,1,2,2.0,1,poisson,,,sparse
12012098001,凡士林專業修護潤膚露 專業修護,3,4,1.3333333333333333,3,poisson,1.0,0.0,
12012108001,超值薰衣草身體乳液,6,19,3.1666666666666665,5,poisson,0.9133,0.0,
12012118001,舒特膚全效乳霜,1,1,1.0,1,poisson,,,sparse
12012119001,凡士林十效亮白修護潤膚露 十效亮白,1,1,1.0,1,poisson,,,sparse
12012120001,舒特膚全效潤膚乳 舒特膚潤膚乳,3,5,1.6666666666666667,2,poisson,,,sparse
12012143001,帕瑪氏除紋按摩霜-新配方 除紋按摩霜-新,1,1,1.0,1,poisson,,,sparse
12012145001,超值蘆薈綿羊油滋養霜 超值蘆薈滋養霜,5,36,7.2,3,poisson,1.0,0.0,
12012161001,艾翠斯修護護手霜 -小甘菊修護,2,2,1.0,1,poisson,,,sparse
12012164001,妮維雅美白潤膚乳液 嫩白潤膚乳液,6,9,1.5,4,poisson,0.5383,0.0,
12012165001,妮維雅美體緊膚乳液Q10 Plus,1,1,1.0,1,poisson,,,sparse
12012169001,妮維雅深層修護乳液 一般肌膚,7,10,1.4285714285714286,6,poisson,0.9794,0.0,
12012170001,妮維雅絲滑瑩亮乳液 乾性肌膚,2,2,1.0,2,poisson,,,sparse
12012171001,嬌生美體主張深層滋養乳液 嬌生美體滋養乳,1,1,1.0,1,poisson,,,sparse
12012173001,嬌生美體主張24小時水感乳液 嬌生美體水感乳,1,1,1.0,1,poisson,,,sparse
12012196001,雪芙蘭滋養霜,6,34,5.666666666666667,5,poisson,0.9133,0.0,
12012928001,家福薄荷沐浴露 家福薄荷沐浴露,2,2,1.0,2,poisson,,,sparse
12012929001,家福法國進口蘭花沐浴露,1,1,1.0,1,poisson,,,sparse
12012969001,difeel 護手霜-茉莉花 茉莉花,3,3,1.0,2,poisson,,,sparse
12012984001,妮維雅全方位潤膚霜 全方位潤膚霜,2,2,1.0,2,poisson,,,sparse
12012985001,妮維雅全方位潤膚霜-敏感肌適用 敏感肌適用,2,3,1.5,1,poisson,,,sparse
12013033001,我的心機．綠茶淨化身體去角質霜 我的心機綠茶,2,4,2.0,1,poisson,,,sparse
12013034001,我的心機．玫瑰亮白身體去角質霜 我的心機玫瑰亮,1,2,2.0,1,poisson,,,sparse
12013048001,E.M死海沐浴鹽-紓壓麝香 紓壓麝香,1,2,2.0,1,poisson,,,sparse
12013050001,E.M死海沐浴鹽香草廣藿香 香草廣藿香,1,2,2.0,1,poisson,,,sparse
12013052001,E.M死海沐浴鹽-無香天然 無香天然,1,2,2.0,1,poisson,,,sparse
12013055001,我的心機牛奶嫩白身體去角質 嫩白身體去角質,1,2,2.0,1,poisson,,,sparse
12014004001,我的心機去皮嫩膚黑足膜 去皮嫩膚黑足膜,4,8,2.0,4,poisson,1.0,0.0,
12014022001,我的心機大馬士革美白嫩膚足膜 美白嫩膚足膜,1,2,2.0,1,poisson,,,sparse
12014025001,VGT優雅經典系列沐浴球-灰 沐浴球-灰,1,1,1.0,1,poisson,,,sparse
12014028001,VGT喚醒系列沐浴巾-粉紅 沐浴巾-粉紅,5,6,1.2,4,poisson,1.0,0.0,
12014032001,VGT喚醒系列沐浴巾-白 沐浴巾-白,2,2,1.0,2,poisson,,,sparse
