item_code,item_name,abc_kmeans,distribution,mean_order_freq,std_order_freq,cv,cv_class,full_class
14104011001,可口奶滋--蜂蜜燕麥口味 奶滋--蜂蜜燕麥,B,poisson,1.5238,1.2344,0.8101,1,medium demand - volatile
14104012001,77蜜蘭諾杏仁鬆塔12入盒裝 蜜蘭諾杏仁千層,A,poisson,21.619,4.6496,0.2151,0,high demand - stable
14104013001,蜜蘭諾義式起司薄鬆塔 蜜蘭諾起司鬆塔,C,poisson,0.2381,0.488,2.0494,2,low demand - intermittent
14104016001,義美消化餅 義美消化餅,B,poisson,2.0,1.4142,0.7071,1,medium demand - volatile
14104017001,小林煎餅超值包,A,poisson,12.9524,3.5989,0.2779,0,high demand - stable
14104019001,77經典綜合箱541g 77綜合箱,A,poisson,5.4286,2.3299,0.4292,0,high demand - stable
14104028001,帕皮思比利時焦糖脆餅 帕皮思焦糖脆餅,C,poisson,0.0476,0.2182,4.5826,2,low demand - intermittent
14104029001,77蜜蘭諾綜合組合箱472.5g 蜜蘭諾組合箱,B,poisson,0.381,0.6172,1.6202,2,medium demand - intermittent
14104030001,家福綜合香鬆奶酥 綜合包,B,poisson,0.9048,0.9512,1.0513,2,medium demand - intermittent
14104042001,旺仔小饅頭經濟包,A,poisson,8.5238,2.9196,0.3425,0,high demand - stable
14104060001,77蜜蘭諾千層鬆塔 蜜蘭諾千層鬆塔,B,poisson,1.6667,1.291,0.7746,1,medium demand - volatile
14104067001,義美紅麴養生薄餅,A,poisson,13.7143,3.7033,0.27,0,high demand - stable
14104073001,台糖南瓜纖蔬養生薄餅,B,poisson,0.8571,0.9258,1.0801,2,medium demand - intermittent
14104079001,TTL酒粕養生薄餅,A,poisson,4.1429,2.0354,0.4913,0,high demand - stable
14104080001,義美十榖養生餅(量)-燕麥芝麻 十榖餅燕麥芝麻,B,poisson,0.619,0.7868,1.271,2,medium demand - intermittent
14104085001,奇比樂起司餅乾,A,poisson,4.2381,2.0587,0.4858,0,high demand - stable
14104086001,奇比樂奶焗香蔥餅乾 奇比樂奶焗香蔥,A,poisson,2.619,1.6183,0.6179,1,high demand - volatile
14104088001,米森有機餅 牛奶藜麥餅,B,poisson,0.3333,0.5774,1.7321,2,medium demand - intermittent
14104088002,米森有機餅 黑芝麻餅,C,poisson,0.1429,0.378,2.6458,2,low demand - intermittent
14104090001,茱蒂絲草莓燕麥餅 草莓燕麥餅,A,normal,2.1905,1.4013,0.6397,1,high demand - volatile
14104096001,掬水軒迷你口糧棒 70g/包,A,poisson,4.381,2.0931,0.4778,0,high demand - stable
14104097001,本格派黑糖鬆餅,B,poisson,1.3333,1.1547,0.866,1,medium demand - volatile
14104098001,雪之戀雪花餅 雪之戀雪花餅,B,poisson,1.0952,1.0465,0.9555,1,medium demand - volatile
14104101001,義美鮮乳薄餅量販盒,A,poisson,7.381,2.7168,0.3681,0,high demand - stable
14104102001,茱蒂絲十榖餅 茱蒂絲十榖餅,B,poisson,1.1905,1.0911,0.9165,1,medium demand - volatile
14104108001,比利時蓮花薄脆餅(家庭號),A,poisson,3.5714,1.8898,0.5292,1,high demand - volatile
14104109001,麥維他原味消化餅2入組500g 麥維他原味消化,B,normal,1.0952,1.0648,0.9722,1,medium demand - volatile
14104113001,盛香珍法國薄酥 -維也那咖啡 盛香珍法國薄酥,A,poisson,4.1429,2.0354,0.4913,0,high demand - stable
14104114001,樂天小熊餅草莓風味 樂天小熊餅草莓,B,poisson,1.8571,1.3628,0.7338,1,medium demand - volatile
14104117001,雪之戀珍珠波霸雪餅 雪之戀雪餅,C,poisson,0.1905,0.4364,2.2913,2,low demand - intermittent
14104118001,77蜜蘭諾千層鬆塔 蜜蘭諾千層鬆塔,A,poisson,22.1905,4.7107,0.2123,0,high demand - stable
14104126001,掬水軒營養口糧140g,A,poisson,4.3333,2.0817,0.4804,0,high demand - stable
14104129001,ㄋㄟㄋㄟ補給站牛奶餅,A,poisson,20.0,4.4721,0.2236,0,high demand - stable
14104136001,自然主意 拇指煎餅-海苔濃140g 拇指煎餅-海苔,B,poisson,0.619,0.7868,1.271,2,medium demand - intermittent
14104139001,本味誠現穀香燕麥餅200g,B,poisson,0.6667,0.8165,1.2247,2,medium demand - intermittent
14104146001,小林煎餅雞蛋煎餅 小林煎餅蛋煎,B,poisson,1.2857,1.1339,0.8819,1,medium demand - volatile
14104148001,韓國樂天大蒜麵包餅 樂天大蒜麵包餅,B,poisson,1.7143,1.3093,0.7638,1,medium demand - volatile
14104150001,健司天然酵母餅乾21入,A,poisson,3.9048,1.976,0.5061,1,high demand - volatile
14104151001,健司牛奶餅乾21入,A,poisson,2.5714,1.6036,0.6236,1,high demand - volatile
14104162001,樂天小熊-牛奶風味37g,B,poisson,1.4762,1.215,0.8231,1,medium demand - volatile
14104169001,盛香珍濃厚草莓法國酥 草莓法國酥,A,poisson,8.9524,2.9921,0.3342,0,high demand - stable
14104193001,蜜蜂工坊-蜂蜜檸檬餅 蜂蜜檸檬餅,B,normal,1.0476,1.1329,1.0814,2,medium demand - intermittent
14104200001,可口奶滋鐵觀音口味量販包 可口奶滋鐵觀音,B,poisson,1.381,1.1751,0.851,1,medium demand - volatile
14105008001,樂天PEPERO白巧克力棒 樂天PEPERO白巧,B,poisson,1.2857,1.1339,0.8819,1,medium demand - volatile
14105026001,LOTTE Pepero 巧克力棒分享盒 Pepero,B,poisson,1.7619,1.3274,0.7534,1,medium demand - volatile
14105102001,御之味蔬菜棒棒餅,A,poisson,8.2381,2.8702,0.3484,0,high demand - stable
14105129001,LOTTE Pepero 白巧克力棒分享盒 Pepero 白巧克力,A,poisson,3.6667,1.9149,0.5222,1,high demand - volatile
14105130001,LOTTE Pepero杏仁巧克力棒分享盒 杏仁巧克力,A,poisson,5.381,2.3197,0.4311,0,high demand - stable
14110002001,家福葡萄派,B,poisson,1.2381,1.1127,0.8987,1,medium demand - volatile
14110003001,LOTTE 黑巧克力派 LOTTE 黑巧克力,B,poisson,1.8571,1.3628,0.7338,1,medium demand - volatile
14110006001,LOTTE 蛋黃派-香甜草莓風味,A,poisson,6.0476,2.4592,0.4066,0,high demand - stable
14110007001,雪之戀銅鑼燒(紅豆奶香風味) 雪之戀銅鑼紅豆,C,poisson,0.1905,0.4364,2.2913,2,low demand - intermittent
14110009001,奧利奧 巧心蛋糕量販包 奧利奧巧心蛋糕,A,poisson,25.2857,5.0285,0.1989,0,high demand - stable
14110010001,家福杏仁派,B,poisson,1.2857,1.1339,0.8819,1,medium demand - volatile
14110011001,達人巧克力派 達人巧克力派,B,normal,1.1905,1.0057,0.8447,1,medium demand - volatile
14110015001,樂天蛋黃派,A,poisson,27.0952,5.2053,0.1921,0,high demand - stable
14110019001,家福奶油派 家福奶油派,B,poisson,1.9524,1.3973,0.7157,1,medium demand - volatile
14110024001,好麗友蛋黃派 好麗友蛋黃派,A,poisson,2.4286,1.5584,0.6417,1,high demand - volatile
14110028001,好麗友巧克力派 好麗友巧克力派,B,poisson,0.7619,0.8729,1.1456,2,medium demand - intermittent
14110029001,樂天黑巧克力派,A,poisson,7.5714,2.7516,0.3634,0,high demand - stable
14110051001,盛香珍葡萄派 盛香珍葡萄派,B,poisson,1.2857,1.1339,0.8819,1,medium demand - volatile
14110053001,盛香珍酥餅總匯量販盒 酥餅總匯量販盒,B,poisson,1.4762,1.215,0.8231,1,medium demand - volatile
14110054001,樂天巧克力派-6入 樂天巧克力派,A,poisson,11.9048,3.4503,0.2898,0,high demand - stable
14110056001,野川經典蛋黃派,A,poisson,3.0,1.7321,0.5774,1,high demand - volatile
14110067001,義美蔓越葡萄千層派 義美蔓越葡萄千,C,poisson,0.2381,0.488,2.0494,2,low demand - intermittent
14110074001,台灣鄉親牛奶牛舌餅,C,poisson,0.0952,0.3086,3.2404,2,low demand - intermittent
14110078001,法國好媽媽檸檬塔 好媽媽檸檬塔,B,poisson,0.619,0.7868,1.271,2,medium demand - intermittent
14110081001,盛香珍蝴蝶派 盛香珍蝴蝶派,A,poisson,6.3333,2.5166,0.3974,0,high demand - stable
14110084001,77蜜蘭諾楓糖葡萄鬆塔,A,poisson,10.7619,3.2805,0.3048,0,high demand - stable
14110086001,77蜜蘭諾-醇黑千層 蜜蘭諾-醇黑,A,poisson,5.381,2.3197,0.4311,0,high demand - stable
14110106001,Custard Cake-蛋黃派(卡士達口味蛋糕 野川蛋黃派,A,poisson,13.9524,3.7353,0.2677,0,high demand - stable
14110145001,家樂福雙餡麻糬-紅豆奶香風味 家福紅豆雙餡麻,B,poisson,0.8571,0.9258,1.0801,2,medium demand - intermittent
14110146001,家樂福雙餡麻糬-花生奶香風味,B,poisson,0.9524,0.9759,1.0247,2,medium demand - intermittent
14110154001,盛香珍法式奶油千層酥 *法式奶油千層,A,poisson,4.381,2.0931,0.4778,0,high demand - stable
14110163001,小林煎餅千層派 小林煎餅千層派,B,normal,1.4286,1.0942,0.7659,1,medium demand - volatile
14110179001,奧利奧紅絲絨蛋糕餅乾量販包 奧利奧紅絲絨餅,C,poisson,0.1429,0.378,2.6458,2,low demand - intermittent
14110270001,樂天海派箱 樂天海派箱,B,poisson,0.3333,0.5774,1.7321,2,medium demand - intermittent
14110271001,樂天派好運箱 樂天派好運箱,C,poisson,0.0952,0.3086,3.2404,2,low demand - intermittent
14111001001,家福沙琪瑪 家福沙琪瑪,A,poisson,10.4286,3.2293,0.3097,0,high demand - stable
14111002001,正福堂香港桃酥,A,poisson,4.0952,2.0237,0.4942,0,high demand - stable
14111004001,新東陽鳳梨酥 鳳梨酥,B,poisson,1.9048,1.3801,0.7246,1,medium demand - volatile
14111005001,原味巡禮雞蛋沙琪瑪 原味巡禮雞蛋沙,B,poisson,1.4762,1.215,0.8231,1,medium demand - volatile
14111006001,原味巡禮黑糖沙琪瑪 原味巡禮黑糖沙,B,poisson,1.7143,1.3093,0.7638,1,medium demand - volatile
14111007001,家福黑糖沙琪瑪 450g 家福黑糖沙琪瑪,C,poisson,0.2857,0.5345,1.8708,2,low demand - intermittent
14111008001,純黑糖沙琪瑪 黑糖沙其馬,A,poisson,2.9524,1.7182,0.582,1,high demand - volatile
14111009001,卡賀黑糖沙琪瑪(盒裝),A,poisson,4.2857,2.0702,0.483,0,high demand - stable
14111010001,家福蜂蜜蜜麻花,A,poisson,3.619,1.9024,0.5257,1,high demand - volatile
14111011001,卡賀沙琪瑪,A,poisson,3.4286,1.8516,0.5401,1,high demand - volatile
14111012001,皇族珍珠奶茶酥 皇族珍珠奶茶酥,B,poisson,0.381,0.6172,1.6202,2,medium demand - intermittent
14111015001,家福黑糖蜜麻花,B,poisson,2.0,1.4142,0.7071,1,medium demand - volatile
14111017001,活力家族葡萄芝麻沙琪瑪 葡萄芝麻沙琪瑪,B,poisson,0.9048,0.9512,1.0513,2,medium demand - intermittent
14111018001,台鳳牌鳳梨酥-全麥(蛋奶素),B,poisson,0.7143,0.8452,1.1832,2,medium demand - intermittent
14111020001,原味巡禮原味地瓜酥 原味巡禮原味地,A,poisson,4.3333,2.0817,0.4804,0,high demand - stable
14111021001,西塢堅果黑糖沙琪瑪,B,poisson,0.8095,0.8997,1.1114,2,medium demand - intermittent
14111023001,皇族巧克力花生Q餅 皇族巧克力花生,B,poisson,0.8095,0.8997,1.1114,2,medium demand - intermittent
14111024001,家福沙琪瑪500g 家福沙琪瑪,A,poisson,4.6667,2.1602,0.4629,0,high demand - stable
14111025001,TW雲林旭成純素菜脯酥270G,A,poisson,2.381,1.543,0.6481,1,high demand - volatile
14111028001,原味巡禮黑糖地瓜酥 原味巡禮黑糖地,B,poisson,0.8571,0.9258,1.0801,2,medium demand - intermittent
14111029001,葡萄芝麻沙琪瑪 葡萄芝麻,A,poisson,2.2857,1.5119,0.6614,1,high demand - volatile
14111030001,TW雲林旭成菜脯酥-海苔270G,B,poisson,1.1905,1.0911,0.9165,1,medium demand - volatile
14111031001,TW雲林旭成菜脯餅-芥末250G,A,poisson,2.4286,1.5584,0.6417,1,high demand - volatile
14111034001,原味巡禮淡水魚酥 原味巡禮淡水魚,B,poisson,1.6667,1.291,0.7746,1,medium demand - volatile
14111035001,卡賀黑糖沙琪瑪 (袋裝) 卡賀黑糖沙琪瑪,C,poisson,0.1905,0.4364,2.2913,2,low demand - intermittent
14111036001,家福黑糖沙琪瑪,A,poisson,7.0,2.6458,0.378,0,high demand - stable
14111037001,原味巡禮菜脯餅 原味巡禮菜脯餅,A,poisson,3.0,1.7321,0.5774,1,high demand - volatile
14111038001,原味巡禮豬耳朵 原味巡禮豬耳朵,A,poisson,2.6667,1.633,0.6124,1,high demand - volatile
14111039001,TW雲林旭成原味菜脯餅250G,A,poisson,6.619,2.5728,0.3887,0,high demand - stable
14111040001,原味巡禮小麻酥 原味巡禮小麻酥,B,poisson,0.381,0.6172,1.6202,2,medium demand - intermittent
14111041001,家福蜂蜜蜜麻花375g 家福蜂蜜麻花,B,poisson,1.0476,1.0235,0.977,1,medium demand - volatile
14111044001,良澔蔓越莓葡萄乾黑糖沙琪瑪 黑糖沙琪瑪,B,poisson,0.619,0.7868,1.271,2,medium demand - intermittent
14111045001,紅藜果仁黑糖沙琪瑪 紅藜果仁沙琪瑪,B,poisson,0.5714,0.7559,1.3229,2,medium demand - intermittent
14111048001,家福黑糖蜜麻花375g 家福黑糖麻花,C,poisson,0.0476,0.2182,4.5826,2,low demand - intermittent
14111050001,古道鳳梨酥 古道鳳梨酥,B,poisson,0.9524,0.9759,1.0247,2,medium demand - intermittent
14111053001,家樂福葡萄蔓越莓沙琪瑪,C,poisson,0.0952,0.3086,3.2404,2,low demand - intermittent
14111055001,日香家庭派對綜合包 日香派對綜合包,B,poisson,1.5238,1.2344,0.8101,1,medium demand - volatile
14111058001,崑崎鹹蛋黃麥芽餅-黑糖味,B,poisson,0.8095,0.8997,1.1114,2,medium demand - intermittent
14111059001,崑崎鹹蛋黃麥芽餅,B,poisson,0.5238,0.7237,1.3817,2,medium demand - intermittent
14111063001,良澔綜合堅果沙琪瑪 良澔綜合堅果沙,B,poisson,0.8095,0.8997,1.1114,2,medium demand - intermittent
14111067001,日香菜脯餅90g,B,poisson,0.619,0.7868,1.271,2,medium demand - intermittent
14111078001,大黑松小倆口元首鳳梨酥,C,poisson,0.0476,0.2182,4.5826,2,low demand - intermittent
14111079001,皇族棉大福(綜合口味) 皇族棉大福,C,poisson,0.2381,0.488,2.0494,2,low demand - intermittent
14111090001,原味巡禮芝麻巧果 原味巡禮芝麻巧,B,poisson,0.381,0.6172,1.6202,2,medium demand - intermittent
14111098001,綜合果仁黑糖沙琪瑪 果仁黑糖沙琪瑪,B,poisson,0.6667,0.8165,1.2247,2,medium demand - intermittent
14111099001,義美禧之美純鳳梨酥 義美鳳梨酥,B,poisson,0.381,0.6172,1.6202,2,medium demand - intermittent
14111100001,義美御之美純鳳梨酥 義美鳳梨酥,B,poisson,0.4762,0.6901,1.4491,2,medium demand - intermittent
14111102001,皇族杏仁餅 皇族杏仁餅,B,poisson,0.5238,0.7237,1.3817,2,medium demand - intermittent
14111107001,蔓越莓非籠飼雞蛋沙琪瑪 非籠飼沙琪瑪,C,poisson,0.2381,0.488,2.0494,2,low demand - intermittent
14111118001,日香白胡椒餅 日香白胡椒餅,A,poisson,6.7143,2.5912,0.3859,0,high demand - stable
14111119001,日香豌豆蒜香餅 日香豌豆蒜香餅,C,poisson,0.2857,0.5345,1.8708,2,low demand - intermittent
14111120001,家樂福堅果黑糖沙琪瑪 堅果黑糖沙琪瑪,B,poisson,0.9524,0.9759,1.0247,2,medium demand - intermittent
14111123001,福味手工麻花捲(黑糖撞奶口味) 黑糖撞奶麻花捲,A,poisson,3.619,1.9024,0.5257,1,high demand - volatile
14111132001,福味手工麻花捲(黑糖口味) 黑糖麻花捲,A,poisson,4.0,2.0,0.5,0,high demand - stable
14111134001,福味手工麻花捲(原味) 原味麻花捲,A,poisson,4.5714,2.1381,0.4677,0,high demand - stable
14111142001,西塢黑糖沙琪瑪,A,poisson,3.4286,1.8516,0.5401,1,high demand - volatile
14111143001,西塢原味沙琪瑪,A,poisson,3.3333,1.8257,0.5477,1,high demand - volatile
14111146001,芊宏麻花捲 麻花捲,C,poisson,0.2381,0.488,2.0494,2,low demand - intermittent
14111230001,皇族芝麻杏仁餅 芝麻杏仁餅,C,poisson,0.1429,0.378,2.6458,2,low demand - intermittent
14112007001,義美牛奶小泡芙(三入),A,poisson,31.1905,5.5848,0.1791,0,high demand - stable
14112009001,樂天小熊餅乾家庭號-牛奶風味,A,poisson,3.3333,1.8257,0.5477,1,high demand - volatile
14112013001,義美巧克力小泡芙 (三入),A,poisson,41.6667,6.455,0.1549,0,high demand - stable
14112014001,義美草莓小泡芙(三入) 義美草莓泡芙,A,poisson,24.5238,4.9522,0.2019,0,high demand - stable
14112016001,樂天小熊餅-巧克力風味(家庭號),A,poisson,14.0,3.7417,0.2673,0,high demand - stable
14112018001,義美小泡芙-檸檬風味 義美小泡芙-檸,A,poisson,11.2857,3.3594,0.2977,0,high demand - stable
14112021001,樂天小熊餅乾家庭號--草莓風味,A,poisson,5.2857,2.2991,0.435,0,high demand - stable
14112038001,樂天小熊餅超值美味組合 樂天小熊餅超值,B,poisson,2.1429,1.4639,0.6831,1,medium demand - volatile
14112040001,樂天小熊澎湃箱-巧克力風味 樂天小熊澎湃箱,A,poisson,5.7619,2.4004,0.4166,0,high demand - stable
14112041001,樂天小熊澎湃箱-綜合口味 樂天小熊澎湃箱,A,poisson,12.5714,3.5456,0.282,0,high demand - stable
14112053001,樂天小熊餅家庭號-香濃煉乳風味 樂天小熊餅煉乳,B,poisson,1.619,1.2724,0.7859,1,medium demand - volatile
14112054001,樂天小熊餅家庭號-濃黑巧克力風味,A,poisson,6.4286,2.5355,0.3944,0,high demand - stable
14113013001,家樂福香蔥脆餅100g 家樂福香蔥脆餅,B,normal,1.0,0.9258,0.9258,1,medium demand - volatile
14113066001,樂天巧克力派 樂天巧克力派,A,poisson,22.9524,4.7909,0.2087,0,high demand - stable
14120002001,韓國樂天BINCH 巧克力餅乾 樂天巧克力餅乾,B,poisson,1.6667,1.291,0.7746,1,medium demand - volatile
14120005001,奧利奧黑白巧克力餅乾量販包 奧利奧夾心餅乾,A,poisson,3.0,1.7321,0.5774,1,high demand - volatile
14120008001,奧利奧巧克力夾心量販包 奧利奧巧克力,B,poisson,0.5714,0.7559,1.3229,2,medium demand - intermittent
14120012001,奧利奧巧克力三明治餅乾原味香 巧克力三明治,A,poisson,15.2857,3.9097,0.2558,0,high demand - stable
14120014001,奧利奧雙倍夾心 (量販包) 奧利奧雙倍夾,B,poisson,1.0,1.0,1.0,1,medium demand - volatile
14120017001,茱蒂絲雷蒙德巧克力夾心餅 茱蒂絲雷蒙德巧,A,poisson,3.5238,1.8772,0.5327,1,high demand - volatile
14120019001,義美巧克力法蘭酥,A,poisson,10.0,3.1623,0.3162,0,high demand - stable
14120020001,奧利奧夾心餅乾隨手包-巧克力 奧利奧夾心餅乾,A,poisson,4.8095,2.1931,0.456,0,high demand - stable
14120024001,明治貓熊巧克力夾心餅家庭號 貓熊巧克力夾心,B,poisson,0.9524,0.9759,1.0247,2,medium demand - intermittent
14120044001,麗滋巧克力三明治餅乾兩條裝236g 麗滋巧克力,B,normal,1.2381,1.1508,0.9295,1,medium demand - volatile
14120045001,麗滋巧克力三明治餅乾隨手包243g 麗滋巧克力,A,poisson,2.9048,1.7043,0.5867,1,high demand - volatile
14120054001,迷你Oreo隨手包-巧克力 Oreo隨手包,A,poisson,2.8571,1.6903,0.5916,1,high demand - volatile
14120060001,奧利奧黑白巧克力口味隨手包 奧利奧餅乾,B,poisson,0.7143,0.8452,1.1832,2,medium demand - intermittent
14121004001,家福牛奶法國薄酥 家福牛奶薄酥,A,poisson,2.4286,1.5584,0.6417,1,high demand - volatile
14121006001,家福草莓法國薄酥 家福草莓薄酥,A,poisson,2.5714,1.6036,0.6236,1,high demand - volatile
14121007001,ACE五穀牛奶夾心餅乾 五穀牛奶夾心餅,A,poisson,2.8095,1.6762,0.5966,1,high demand - volatile
14121011001,優群蘇打牛軋餅-原味 優群蘇打牛軋餅,B,poisson,0.9048,0.9512,1.0513,2,medium demand - intermittent
14121014001,義美草莓法蘭酥,A,poisson,20.2857,4.504,0.222,0,high demand - stable
14121015001,ACE 起司夾心餅乾 ACE 起司,A,poisson,3.4762,1.8645,0.5363,1,high demand - volatile
14121017001,義美牛奶法蘭酥,A,poisson,11.0476,3.3238,0.3009,0,high demand - stable
14121019001,茱蒂絲雷蒙德夾心餅-檸檬味,A,poisson,19.8095,4.4508,0.2247,0,high demand - stable
14121020001,盛香珍濃厚芋頭牛奶巧克酥 *芋頭牛奶巧克,A,poisson,15.7619,3.9701,0.2519,0,high demand - stable
14121022001,奧利奧減甜香草夾心餅乾量販包399g 奧利奧減甜香草,A,poisson,3.381,1.8387,0.5439,1,high demand - volatile
14121025001,Yu-ki起司夾心餅 Yu-ki起司夾心餅,C,poisson,0.0476,0.2182,4.5826,2,low demand - intermittent
14121028001,奧利奧草莓夾心三明治量販包 奧利奧草莓夾心,B,poisson,0.4286,0.6547,1.5275,2,medium demand - intermittent
14121039001,金奇奧利奧香草夾心餅乾量販包399g 金奇奧利奧香草,B,poisson,0.9524,0.9759,1.0247,2,medium demand - intermittent
14121053001,義美蘇打餅夾心奶油口味 義美蘇打餅夾心,B,poisson,1.7619,1.3274,0.7534,1,medium demand - volatile
14121056001,向日葵餅乾桶-起士風味 向日葵起士餅乾,B,poisson,0.5714,0.7559,1.3229,2,medium demand - intermittent
14121057001,義美美味薄餅夾心-檸檬,A,poisson,9.8571,3.1396,0.3185,0,high demand - stable
14121059001,義美蘇打餅夾心檸檬口味,A,poisson,3.6667,1.9149,0.5222,1,high demand - volatile
14121061001,健司X十利 抹茶法蘭酥12入 抹茶法蘭酥,B,poisson,1.8571,1.3628,0.7338,1,medium demand - volatile
14121062001,茱蒂絲雷蒙德乳酪夾心餅,A,poisson,7.7143,2.7775,0.36,0,high demand - stable
14121063001,茱蒂絲純花生醬三明治餅乾,A,poisson,12.8571,3.5857,0.2789,0,high demand - stable
14121064001,茱蒂絲乳酪三明治餅乾 茱蒂絲乳酪三明,B,normal,1.7619,1.411,0.8008,1,medium demand - volatile
14121068001,盛香珍濃厚檸檬巧克酥 *濃厚檸檬巧克,A,poisson,14.6667,3.8297,0.2611,0,high demand - stable
14121074001,奧利奧夾心餅乾隨手包-原味 奧利奧夾心餅乾,A,poisson,13.1905,3.6319,0.2753,0,high demand - stable
14121075001,奧利奧夾心餅乾隨手包-草莓 奧利奧夾心餅乾,B,normal,1.8095,1.3316,0.7359,1,medium demand - volatile
14121090001,迷你Oreo隨手包-香草原味 Oreo隨手包,A,poisson,5.4762,2.3401,0.4273,0,high demand - stable
14121093001,金奇奧利奧香草夾心餅乾隨手包256.5g 金奇奧利奧香草,B,poisson,1.4762,1.215,0.8231,1,medium demand - volatile
14121094001,健司法式薄片40入 健司法式薄片,A,poisson,5.5714,2.3604,0.4237,0,high demand - stable
14121101001,法式薄燒夾心餅(牛奶風味) 牛奶薄燒夾心餅,B,poisson,1.8571,1.3628,0.7338,1,medium demand - volatile
14121104001,麗滋起士夾心餅乾 麗滋起士夾心餅,A,poisson,5.5714,2.3604,0.4237,0,high demand - stable
14121105001,麗滋歡樂分享包 麗滋歡樂分享包,B,normal,1.7143,1.0754,0.6273,1,medium demand - volatile
14121106001,盛香珍濃厚雙味巧克酥(花生+巧克力),A,poisson,23.9524,4.8941,0.2043,0,high demand - stable
14121112001,麗滋檸檬夾心餅乾 麗滋檸檬夾心餅,B,normal,2.0,1.4142,0.7071,1,medium demand - volatile
14121115001,盛香珍濃厚花生牛奶雙色巧克酥 花生牛奶巧克酥,A,poisson,7.3333,2.708,0.3693,0,high demand - stable
14121117001,向日葵餅乾桶-檸檬風味 向日葵檸檬餅乾,B,poisson,0.6667,0.8165,1.2247,2,medium demand - intermittent
14121119001,奧利奧花生醬巧克力口味夾心餅乾隨手 奧利奧夾心餅乾,A,poisson,2.6667,1.633,0.6124,1,high demand - volatile
14121129001,奧利奧減甜香草夾心餅乾隨手包256.5g 奧利奧減甜香草,B,poisson,1.4762,1.215,0.8231,1,medium demand - volatile
14121130001,優龍優格夾心餅乾 優格夾心,B,poisson,1.0476,1.0235,0.977,1,medium demand - volatile
14121131001,奧利奧花生醬巧克力夾心餅乾 奧利奧夾心餅乾,C,poisson,0.2381,0.488,2.0494,2,low demand - intermittent
14121132001,迷你Oreo隨手包-摩卡口味 迷你Oreo摩卡,B,poisson,0.9048,0.9512,1.0513,2,medium demand - intermittent
14121136001,麗滋起司餅乾隨手包243g 麗滋起司,A,poisson,8.5714,2.9277,0.3416,0,high demand - stable
14121143001,義美美味草莓薄餅夾心餅,A,poisson,6.3333,2.5166,0.3974,0,high demand - stable
14121164001,麗滋檸檬餅乾隨手包243g 麗滋檸檬,A,poisson,6.5714,2.5635,0.3901,0,high demand - stable
14121173001,義美法蘭酥(咖啡) 義美法蘭酥咖啡,A,poisson,4.7143,2.1712,0.4606,0,high demand - stable
14121179001,OREO 吉利慶中元 吉利慶中元,A,poisson,4.381,2.0931,0.4778,0,high demand - stable
14121269001,OREO  RITZ迷你經典箱 迷你經典箱,A,poisson,3.619,1.9024,0.5257,1,high demand - volatile
14130001001,家福檸檬風味夾心酥 家福檸檬夾心酥,A,poisson,9.4286,3.0706,0.3257,0,high demand - stable
14130007001,義美草莓夾心酥經濟包,A,poisson,19.8095,4.4508,0.2247,0,high demand - stable
14130009001,義美椰子夾心酥,A,poisson,7.7143,2.7775,0.36,0,high demand - stable
14130010001,77新貴派好事花生綜合箱 新貴派綜合箱,A,poisson,8.1905,2.8619,0.3494,0,high demand - stable
14130013001,義美夾心酥152克-檸檬,A,poisson,2.2857,1.5119,0.6614,1,high demand - volatile
14130015001,家福藍苺風味夾心酥 家福藍苺夾心酥,A,poisson,4.5714,2.1381,0.4677,0,high demand - stable
14130016001,77新貴派18片盒裝-藍莓 新貴派-藍莓,A,poisson,9.4286,3.0706,0.3257,0,high demand - stable
14130017001,77新貴派18片盒裝-草莓 新貴派-草莓,A,poisson,10.4286,3.2293,0.3097,0,high demand - stable
14130042001,77新貴派18片盒裝-清爽檸檬  252g 新貴派檸檬,A,poisson,7.1905,2.6815,0.3729,0,high demand - stable
14130044001,奧利奧捲心酥-草莓口味 奧利奧捲心草莓,B,poisson,0.5714,0.7559,1.3229,2,medium demand - intermittent
14130054001,義美清香檸檬夾心酥(檸檬風味)400g 清香檸檬夾心酥,A,poisson,6.4762,2.5448,0.393,0,high demand - stable
14131008001,77新貴派18片盒裝-濃郁抹茶  252g 新貴派抹茶,A,poisson,6.8571,2.6186,0.3819,0,high demand - stable
14131011001,77巧菲斯夾心酥(牛奶口味)10入,B,poisson,2.0952,1.4475,0.6908,1,medium demand - volatile
14131020001,家福花生夾心酥,A,poisson,8.8571,2.9761,0.336,0,high demand - stable
14131022001,義美夾心酥(黑可可) 義美夾心酥黑可,A,poisson,9.7143,3.1168,0.3208,0,high demand - stable
14131024001,Gery捲心酥(榛果巧克力味),B,poisson,1.381,1.1751,0.851,1,medium demand - volatile
14131025001,義美香芋夾心酥經濟包,A,poisson,12.1429,3.4847,0.287,0,high demand - stable
14131026001,新貴派大格酥經典巧克力口味324g,B,poisson,1.9048,1.3801,0.7246,1,medium demand - volatile
14131027001,義美牛奶夾心酥經濟包,A,poisson,14.9048,3.8607,0.259,0,high demand - stable
14131033001,77新貴派迷你巧克力,A,poisson,32.4286,5.6946,0.1756,0,high demand - stable
14131040001,家福香芋夾心酥 家福香芋夾心酥,A,poisson,3.5238,1.8772,0.5327,1,high demand - volatile
14131041001,義美巧克力夾心酥經濟包,A,poisson,23.5714,4.855,0.206,0,high demand - stable
