item_code,item_name,abc_kmeans,distribution,mean_order_freq,std_order_freq,cv,cv_class,full_class
11100005001,妙管家強效洗衣粉,B,poisson,1.4762,1.215,0.8231,1,medium demand - volatile
11100007001,妙管家活氧洗衣粉,C,poisson,0.2857,0.5345,1.8708,2,low demand - intermittent
11100008001,白蘭強效潔淨洗衣粉 白蘭潔淨洗衣粉,A,poisson,3.1429,1.7728,0.5641,1,high demand - volatile
11100010001,白蘭鮮豔護色洗衣粉,B,poisson,0.7143,0.8452,1.1832,2,medium demand - intermittent
11100011001,白蘭蘆薈親膚洗衣粉,B,normal,1.0952,1.0648,0.9722,1,medium demand - volatile
11100012001,潔倍極淨草本洗衣粉,B,poisson,0.5238,0.7237,1.3817,2,medium demand - intermittent
11100014001,妙管家強效洗衣粉,B,poisson,0.7143,0.8452,1.1832,2,medium demand - intermittent
11100015001,白蘭陽光馨香洗衣粉,B,poisson,0.8571,0.9258,1.0801,2,medium demand - intermittent
11100016001,潔倍護纖草本洗衣粉,B,poisson,0.3333,0.5774,1.7321,2,medium demand - intermittent
11100017001,白蘭含熊寶貝大自然馨香洗衣粉,B,poisson,0.9048,0.9512,1.0513,2,medium demand - intermittent
11100018001,加倍潔制菌潔白洗衣粉4.5kg,B,poisson,1.0952,1.0465,0.9555,1,medium demand - volatile
11100019001,加倍潔防蹣潔白洗衣粉4.5kg 尤加利+小蘇打,B,poisson,0.619,0.7868,1.271,2,medium demand - intermittent
11100021001,白蘭含熊寶貝純淨溫和洗衣粉 純淨溫和洗衣粉,C,poisson,0.2857,0.5345,1.8708,2,low demand - intermittent
11100103001,新奇無磷酵素洗衣粉 無磷酵素洗衣粉,C,poisson,0.2381,0.488,2.0494,2,low demand - intermittent
11100107001,藍寶抗菌防蹣洗衣粉 抗菌防蹣洗衣粉,C,poisson,0.2857,0.5345,1.8708,2,low demand - intermittent
11100108001,藍寶潔白除菌洗衣粉 潔白除菌洗衣粉,B,poisson,0.4286,0.6547,1.5275,2,medium demand - intermittent
11100110001,白象小蘇打洗衣粉-薰衣草 洗衣粉 薰衣草,C,poisson,0.0952,0.3086,3.2404,2,low demand - intermittent
11100111001,家福進口活氧洗衣粉,C,poisson,0.0476,0.2182,4.5826,2,low demand - intermittent
11100112001,加倍潔殺菌洗衣粉10KG,B,poisson,0.9048,0.9512,1.0513,2,medium demand - intermittent
11101002001,白蘭強效潔淨超濃縮洗衣粉 白蘭潔淨洗衣粉,C,poisson,0.0476,0.2182,4.5826,2,low demand - intermittent
11101009001,台塑防蹣抗菌濃縮洗衣粉補充包 台塑防蹣抗菌濃,C,poisson,0.0476,0.2182,4.5826,2,low demand - intermittent
11101013001,加倍潔尤加利防蹣潔白洗衣粉 加倍潔尤加利防,C,poisson,0.0476,0.2182,4.5826,2,low demand - intermittent
11101014001,清淨海環保洗衣粉 清淨海洗衣粉,A,poisson,3.5714,1.8898,0.5292,1,high demand - volatile
11101015001,橘子工坊淨味除臭洗衣粉補充包,C,poisson,0.0952,0.3086,3.2404,2,low demand - intermittent
11101018001,清淨海櫻花7+洗衣粉,C,poisson,0.0476,0.2182,4.5826,2,low demand - intermittent
11101021001,一匙靈亮彩超濃縮洗衣粉 亮彩超濃縮,C,poisson,0.2381,0.488,2.0494,2,low demand - intermittent
11101023001,加倍潔小蘇打制菌濃縮洗衣粉2KG補充制菌濃縮洗衣粉,C,poisson,0.1905,0.4364,2.2913,2,low demand - intermittent
11101028001,一匙靈制菌超濃縮洗衣粉補充包,A,poisson,3.381,1.8387,0.5439,1,high demand - volatile
11101029001,一匙靈亮彩超濃縮洗衣粉補充包 亮彩洗衣粉補,B,poisson,1.7143,1.3093,0.7638,1,medium demand - volatile
11101034001,藍寶超濃縮洗衣粉 3效濃縮洗衣粉,C,poisson,0.0952,0.3086,3.2404,2,low demand - intermittent
11101034002,藍寶超濃縮洗衣粉 衣留香洗衣粉,C,poisson,0.1429,0.378,2.6458,2,low demand - intermittent
11101036001,一匙靈制菌超濃縮洗衣粉,B,poisson,1.3333,1.1547,0.866,1,medium demand - volatile
11101038001,一匙靈淨柔超濃縮洗衣粉,B,poisson,0.8571,0.9258,1.0801,2,medium demand - intermittent
11101039001,一匙靈Attack抗菌EX超濃縮洗粉,B,poisson,0.7619,0.8729,1.1456,2,medium demand - intermittent
11101044001,橘子工坊天然制菌洗衣粉補充包,C,poisson,0.2857,0.5345,1.8708,2,low demand - intermittent
11101055001,一匙靈抗菌EX洗衣粉補充包,A,poisson,2.381,1.543,0.6481,1,high demand - volatile
11102002001,水晶肥皂新4入 水晶肥皂新4入,A,poisson,4.7619,2.1822,0.4583,0,high demand - stable
11102003001,家福薰衣草天然洗衣皂 薰衣草洗衣皂,B,poisson,0.4286,0.6547,1.5275,2,medium demand - intermittent
11102004001,家福檸檬天然洗衣皂 5個 檸檬洗衣皂,B,poisson,0.4286,0.6547,1.5275,2,medium demand - intermittent
11102007001,泡舒天然肥皂160g*5,B,poisson,0.5238,0.7237,1.3817,2,medium demand - intermittent
11102009001,水晶肥皂200g 8入,A,poisson,3.1429,1.7728,0.5641,1,high demand - volatile
11102010001,優品衣領袖口天然洗潔皂 優品天然洗潔皂,C,poisson,0.0476,0.2182,4.5826,2,low demand - intermittent
11102012001,水晶肥皂粉体,C,poisson,0.1905,0.4364,2.2913,2,low demand - intermittent
11102013001,皂福肥皂-三入裝 皂福肥皂三入裝,C,poisson,0.2381,0.488,2.0494,2,low demand - intermittent
11102014001,鷹王護手洗衣皂 鷹王護手洗衣皂,C,poisson,0.0952,0.3086,3.2404,2,low demand - intermittent
11102017001,家福洗衣皂 家福洗衣皂,C,poisson,0.2857,0.5345,1.8708,2,low demand - intermittent
11102023001,達利dalli親膚植物油抗敏洗衣皂(3入),C,poisson,0.1429,0.378,2.6458,2,low demand - intermittent
11102043001,水晶肥皂絲絮,C,poisson,0.1429,0.378,2.6458,2,low demand - intermittent
11103001001,白帥帥抗菌洗衣精,B,poisson,0.3333,0.5774,1.7321,2,medium demand - intermittent
11103001002,白帥帥抗菌洗衣精 白帥帥橘油抗菌,C,poisson,0.1905,0.4364,2.2913,2,low demand - intermittent
11103002001,家福藍色清新香氛洗衣精 家福藍色清新香,C,poisson,0.0952,0.3086,3.2404,2,low demand - intermittent
11103005001,白蘭含熊寶貝純淨溫和洗衣精補充包 純淨溫和補,B,poisson,0.6667,0.8165,1.2247,2,medium demand - intermittent
11103007001,一匙靈Attack抗菌EX濃縮洗衣精,A,poisson,3.2381,1.7995,0.5557,1,high demand - volatile
11103008001,藍寶衣留香洗衣精 衣留香洗衣精瓶,C,poisson,0.1429,0.378,2.6458,2,low demand - intermittent
11103011001,BioLead 經典香氛洗衣精 補 紅粉補充,C,poisson,0.0476,0.2182,4.5826,2,low demand - intermittent
11103011003,BioLead 經典香氛洗衣精 補 花園精靈,C,poisson,0.0476,0.2182,4.5826,2,low demand - intermittent
11103011004,BioLead 經典香氛洗衣精 補 天使之吻,C,poisson,0.0476,0.2182,4.5826,2,low demand - intermittent
11103014001,白鴿防霉洗衣精--薰衣草精油,B,poisson,0.7143,0.8452,1.1832,2,medium demand - intermittent
11103015001,白鴿防霉洗衣精補充包,A,poisson,3.8571,1.964,0.5092,1,high demand - volatile
11103018001,毛寶PM2.5洗衣精補充包 PM2.5 除霉防,B,poisson,0.8095,0.8997,1.1114,2,medium demand - intermittent
11103018002,毛寶PM2.5洗衣精補充包 PM2.5制臭,B,poisson,0.4286,0.6547,1.5275,2,medium demand - intermittent
11103019001,全效光鮮柔軟洗衣精溫柔花香,A,poisson,6.5714,2.5635,0.3901,0,high demand - stable
11103021001,一匙靈Attack抗菌EX洗衣精補充 Attack EX1.5kg,A,poisson,10.9524,3.3094,0.3022,0,high demand - stable
11103022001,妙管家有酵洗衣精補充包-抗菌,A,poisson,7.8571,2.8031,0.3568,0,high demand - stable
11103023001,妙管家濃縮有酵洗衣精-中性),B,poisson,0.8095,0.8997,1.1114,2,medium demand - intermittent
11103027001,水晶肥皂液体補充包,B,poisson,0.8095,0.8997,1.1114,2,medium demand - intermittent
11103029001,家福熱帶花香洗衣精,C,poisson,0.0476,0.2182,4.5826,2,low demand - intermittent
11103031001,橘子工坊天然制菌力濃縮洗衣精,B,poisson,0.7619,0.8729,1.1456,2,medium demand - intermittent
11103032003,BioLead 經典香氛洗衣精 瓶,C,poisson,0.0476,0.2182,4.5826,2,low demand - intermittent
11103035001,白鴿天然濃縮防蹣洗衣精,B,poisson,1.4762,1.215,0.8231,1,medium demand - volatile
11103039001,水晶肥皂抗菌洗衣用液體 水晶抗菌液態皂,C,poisson,0.0952,0.3086,3.2404,2,low demand - intermittent
11103040001,皂福無香精洗衣皂精 無香精洗衣皂精,C,poisson,0.1429,0.378,2.6458,2,low demand - intermittent
11103043001,白蘭含熊寶貝森林晨露洗衣精補充包 森林晨露補,B,poisson,0.381,0.6172,1.6202,2,medium demand - intermittent
11103044001,日本PG BOLD 新3D無痕療癒花香洗衣球(粉紅),C,poisson,0.0476,0.2182,4.5826,2,low demand - intermittent
11103045001,家福蘆薈濃縮洗衣精,C,poisson,0.0476,0.2182,4.5826,2,low demand - intermittent
11103046001,白帥帥抗菌洗衣精補充,B,poisson,1.0952,1.0465,0.9555,1,medium demand - volatile
11103046002,白帥帥抗菌洗衣精補充,B,poisson,0.9524,0.9759,1.0247,2,medium demand - intermittent
11103047001,白帥帥超淨亮抗菌洗衣精補充包,B,poisson,0.4762,0.6901,1.4491,2,medium demand - intermittent
11103048001,AH 2X小蘇打洗衣精-清新配方,C,poisson,0.0476,0.2182,4.5826,2,low demand - intermittent
11103049001,家福EXPERT 綠色柑橘高效洗衣精,C,poisson,0.1905,0.4364,2.2913,2,low demand - intermittent
11103050001,妙管家有酵洗衣精補充包-護色,A,poisson,5.4286,2.3299,0.4292,0,high demand - stable
11103051001,一匙靈極速淨EX洗衣精補充包,B,poisson,2.2381,1.496,0.6684,1,medium demand - volatile
11103052001,一匙靈幽谷鈴蘭洗衣精瓶裝 優雅花香瓶裝,C,poisson,0.2857,0.5345,1.8708,2,low demand - intermittent
11103054001,水晶肥皂液体補充包 (洗衣用),B,poisson,0.7619,0.8729,1.1456,2,medium demand - intermittent
11103054002,水晶肥皂液体補充包 (洗衣用) 薰衣馬鞭草補充,B,poisson,0.4286,0.6547,1.5275,2,medium demand - intermittent
11103054003,水晶肥皂液体補充包 (洗衣用),C,poisson,0.2381,0.488,2.0494,2,low demand - intermittent
11103058001,一匙靈幽谷鈴蘭洗衣精補充包,B,poisson,1.3333,1.1547,0.866,1,medium demand - volatile
11103062001,水晶肥皂抗菌洗衣用液體補充包 水晶抗菌液態Re,B,poisson,0.5238,0.7237,1.3817,2,medium demand - intermittent
11103063001,日本PG BOLD 新3D無痕清新皂香洗衣球(水藍),C,poisson,0.0476,0.2182,4.5826,2,low demand - intermittent
11103065001,毛寶低泡沫小蘇打洗衣液體皂 瓶裝,C,poisson,0.0952,0.3086,3.2404,2,low demand - intermittent
11103067001,白蘭含熊寶貝大自然馨香洗衣精瓶裝 大自然馨香瓶,B,poisson,0.5238,0.7237,1.3817,2,medium demand - intermittent
11103068001,一匙靈歡馨蝶舞紫羅蘭香洗衣精 一匙靈歡馨蝶舞,C,poisson,0.2857,0.5345,1.8708,2,low demand - intermittent
11103069001,白鴿抗菌洗衣精補充包,B,poisson,0.9048,0.9512,1.0513,2,medium demand - intermittent
11103070001,白鴿防蹣洗衣精補充包 天然尤加利,A,poisson,5.8095,2.4103,0.4149,0,high demand - stable
11103071001,Nac Nac 防蹣抗菌洗衣精組合包 Nac Nac 防蹣抗,C,poisson,0.0952,0.3086,3.2404,2,low demand - intermittent
11103073001,Nac Nac抗過敏洗衣精組合包,C,poisson,0.0952,0.3086,3.2404,2,low demand - intermittent
11103074001,毛寶小蘇打洗衣液體皂(補充包) 補充包,B,poisson,0.4286,0.6547,1.5275,2,medium demand - intermittent
11103076001,白帥帥超效能抗菌洗衣精補充包,B,poisson,1.3333,1.1547,0.866,1,medium demand - volatile
11103077001,Tide Plus超濃縮柔軟洗衣精AF,C,poisson,0.2857,0.5345,1.8708,2,low demand - intermittent
11103078001,白帥帥超效能抗菌洗衣精,C,poisson,0.1905,0.4364,2.2913,2,low demand - intermittent
11103079001,小綠人小蘇打抗菌洗衣精 洗衣精柑橘,C,poisson,0.0952,0.3086,3.2404,2,low demand - intermittent
11103079002,小綠人小蘇打抗菌洗衣精 洗衣精陽光,C,poisson,0.0476,0.2182,4.5826,2,low demand - intermittent
11103080001,妙管家濃縮有酵洗衣精-護色 濃縮護色洗衣精,B,poisson,1.1905,1.0911,0.9165,1,medium demand - volatile
11103082001,Nac Nac酵素洗衣精3包 酵素洗衣精3包,C,poisson,0.0476,0.2182,4.5826,2,low demand - intermittent
11103083001,一匙靈極速淨EX超濃縮洗衣精 極速淨EX洗衣,B,poisson,0.7143,0.8452,1.1832,2,medium demand - intermittent
11103084001,一匙靈歡馨蝶舞紫羅蘭香補充包,B,poisson,0.5714,0.7559,1.3229,2,medium demand - intermittent
11103085001,白帥帥小蘇打抗菌洗衣精補充包 白帥小蘇打補充,C,poisson,0.1905,0.4364,2.2913,2,low demand - intermittent
11103086002,毛寶天然植萃PM2.5洗衣精-補充包 PM2.2天然植萃,C,poisson,0.1429,0.378,2.6458,2,low demand - intermittent
11103088001,妙管家濃縮有酵洗衣精-抗菌,B,poisson,0.9048,0.9512,1.0513,2,medium demand - intermittent
11103089004,白帥帥馨香抗菌洗精 白帥帥薰衣草,C,poisson,0.1429,0.378,2.6458,2,low demand - intermittent
11103090001,妙管家有酵洗衣精補充包-中性,A,poisson,8.1429,2.8536,0.3504,0,high demand - stable
11103091001,家福熱帶花2合1衣物柔軟洗衣球,C,poisson,0.1429,0.378,2.6458,2,low demand - intermittent
11103092001,清淨海環保洗衣精補充包 清淨海洗衣補充,C,poisson,0.1429,0.378,2.6458,2,low demand - intermittent
11103094001,清淨海環保洗衣精,A,poisson,3.0,1.7321,0.5774,1,high demand - volatile
11103095001,全效強淨柔軟洗衣精,B,poisson,2.0952,1.4475,0.6908,1,medium demand - volatile
11103096001,全效強淨洗衣精 (補充包) 全效強淨洗衣精,B,poisson,2.0,1.4142,0.7071,1,medium demand - volatile
11103098001,全效抗菌洗衣精 (補充包),B,normal,2.0952,1.3768,0.6571,1,medium demand - volatile
11103099001,易洗樂抗菌防洗衣精,C,poisson,0.0952,0.3086,3.2404,2,low demand - intermittent
11103100001,白鴿天然棉花籽護纖抗菌洗衣精,C,poisson,0.2381,0.488,2.0494,2,low demand - intermittent
11103102001,白鴿抗菌洗衣精 白鴿天然肉桂防,C,poisson,0.2857,0.5345,1.8708,2,low demand - intermittent
11103102002,白鴿抗菌洗衣精,C,poisson,0.2857,0.5345,1.8708,2,low demand - intermittent
11103105001,橘子工坊濃縮洗衣精深層淨味,C,poisson,0.0952,0.3086,3.2404,2,low demand - intermittent
11103106001,白蘭強效除蹣過敏洗衣精補充包,B,poisson,0.9048,0.9512,1.0513,2,medium demand - intermittent
11103108001,加倍潔洗衣液體小蘇打(抗菌)補充 洗衣抗菌補充,C,poisson,0.1429,0.378,2.6458,2,low demand - intermittent
11103110001,白蘭蘆薈親膚洗衣補充包1.6kg,C,poisson,0.0476,0.2182,4.5826,2,low demand - intermittent
11103111001,白蘭陽光馨香超濃縮洗衣精補包,B,poisson,0.7143,0.8452,1.1832,2,medium demand - intermittent
11103112001,白蘭強效除蹣過敏洗衣精2.7KG 白蘭強效除蹣過,B,poisson,0.381,0.6172,1.6202,2,medium demand - intermittent
11103113001,白蘭洗衣精蘆薈親膚2.7KG 白蘭洗衣精蘆薈,C,poisson,0.1905,0.4364,2.2913,2,low demand - intermittent
11103114001,白鴿天然棉花籽護纖抗菌補充,B,poisson,1.7619,1.3274,0.7534,1,medium demand - volatile
11103115001,白蘭濃縮洗衣精陽光馨香2.7kg 白蘭濃縮洗衣精,C,poisson,0.2857,0.5345,1.8708,2,low demand - intermittent
11103116001,白鴿天然肉桂防蹣抗菌補充包 白鴿肉桂防蹣,B,poisson,1.0952,1.0465,0.9555,1,medium demand - volatile
11103118001,白蘭茶樹除菌洗衣補充包1.6kg 白蘭茶樹除菌洗,B,poisson,0.381,0.6172,1.6202,2,medium demand - intermittent
11103123001,毛寶小蘇打液體皂-抗菌,C,poisson,0.0476,0.2182,4.5826,2,low demand - intermittent
11103127001,Prosi小蒼蘭蜜絲(香水洗衣凝露)瓶裝 香水洗衣瓶裝,C,poisson,0.0952,0.3086,3.2404,2,low demand - intermittent
11103128001,一匙靈淨柔超濃縮洗衣精1.8kg補充包,C,poisson,0.0952,0.3086,3.2404,2,low demand - intermittent
11103130001,小綠人小蘇打抗菌洗衣精補充包,C,poisson,0.1429,0.378,2.6458,2,low demand - intermittent
11103130002,小綠人小蘇打抗菌洗衣精補充包,C,poisson,0.1905,0.4364,2.2913,2,low demand - intermittent
11103132001,毛寶小蘇打液體皂補充包-抗菌 小蘇打抗菌補充,B,poisson,0.4286,0.6547,1.5275,2,medium demand - intermittent
11103133001,橘子工坊天然制菌力洗衣精補充包,B,poisson,1.4762,1.215,0.8231,1,medium demand - volatile
11103134001,一匙靈制菌超濃縮洗衣精,A,poisson,3.9048,1.976,0.5061,1,high demand - volatile
11103135001,一匙靈亮彩超濃縮洗衣精,B,poisson,0.9524,0.9759,1.0247,2,medium demand - intermittent
11103136001,一匙靈制菌超濃縮洗衣精補充包 制菌補充包,A,poisson,13.5238,3.6775,0.2719,0,high demand - stable
11103137001,一匙靈亮彩超濃縮洗衣精補充包,A,poisson,3.8571,1.964,0.5092,1,high demand - volatile
11103139002,白雪愛天然洗衣精 萊姆洗衣精,C,poisson,0.0476,0.2182,4.5826,2,low demand - intermittent
11103142001,清淨海櫻花7+洗衣精,C,poisson,0.0476,0.2182,4.5826,2,low demand - intermittent
11103147001,橘子工坊天然低敏親膚洗衣精補充包,C,poisson,0.1429,0.378,2.6458,2,low demand - intermittent
11103148001,清淨海櫻花7+洗衣精補充包 清淨海櫻花7+洗,C,poisson,0.0952,0.3086,3.2404,2,low demand - intermittent
11103152001,一匙靈淨柔超濃縮洗衣精2.8kg瓶裝,C,poisson,0.3333,0.5774,1.7321,2,low demand - intermittent
11103153001,日本花王植萃香氛洗衣精780G 植萃香氛晨露玫,C,poisson,0.1429,0.378,2.6458,2,low demand - intermittent
11103155001,皂福洗衣皂精 皂福洗衣皂精,C,poisson,0.0952,0.3086,3.2404,2,low demand - intermittent
11103156001,皂福無香精洗衣皂精補充包,B,poisson,0.7143,0.8452,1.1832,2,medium demand - intermittent
11103157001,皂福洗衣皂精補充包,C,poisson,0.2381,0.488,2.0494,2,low demand - intermittent
11103158001,橘子工坊濃縮洗衣精補充包,B,poisson,0.7619,0.8729,1.1456,2,medium demand - intermittent
11103164001,ARIEL超濃縮抗菌抗洗衣精910G ARIEL抗,B,poisson,0.4762,0.6901,1.4491,2,medium demand - intermittent
11103176001,家福超值抗菌濃縮洗衣精 家福超值抗菌濃,B,poisson,2.1429,1.4639,0.6831,1,medium demand - volatile
11103179001,橘子工坊五合一洗衣金球24顆,B,poisson,0.6667,0.8165,1.2247,2,medium demand - intermittent
11103182001,德國Dalli機能衣物洗衣精-1.1L Dalli機能洗衣精,C,poisson,0.0952,0.3086,3.2404,2,low demand - intermittent
11103183001,快潔適抗菌防蹣洗衣精補充包 快潔適抗菌防蹣,C,poisson,0.0476,0.2182,4.5826,2,low demand - intermittent
11103187001,易洗樂抗菌防洗衣精補充包 易洗樂洗衣精補,C,poisson,0.0476,0.2182,4.5826,2,low demand - intermittent
11103188001,全植媽媽洗衣液體皂,C,poisson,0.1429,0.378,2.6458,2,low demand - intermittent
11103188002,全植媽媽洗衣液體皂 全植洗衣皂檀香,C,poisson,0.1429,0.378,2.6458,2,low demand - intermittent
11103190001,日本PG BOLD 新3D無痕清新花園香洗衣球,C,poisson,0.1905,0.4364,2.2913,2,low demand - intermittent
11103191001,台塑-防蹣抗菌濃縮洗衣精 台塑-防蹣抗菌,C,poisson,0.1905,0.4364,2.2913,2,low demand - intermittent
11103193001,新3D無痕療癒花香洗衣膠球3倍大補充包粉紅,C,poisson,0.1429,0.378,2.6458,2,low demand - intermittent
11103195001,全效光鮮柔軟洗衣精-補充包 全效光鮮柔軟洗,B,poisson,0.4286,0.6547,1.5275,2,medium demand - intermittent
11103196001,水晶肥皂洗衣用液體(清爽型) 水晶肥皂洗衣用,C,poisson,0.3333,0.5774,1.7321,2,low demand - intermittent
11103199001,新3D無痕清新皂香洗衣膠球3倍大補充包水藍,C,poisson,0.2381,0.488,2.0494,2,low demand - intermittent
11103200001,ARIEL超濃縮抗菌洗衣精優惠組-室內晾 ARIEL室,B,poisson,0.381,0.6172,1.6202,2,medium demand - intermittent
11103201001,ARIEL超濃縮抗菌洗衣精優惠組 ARIEL組,C,poisson,0.1905,0.4364,2.2913,2,low demand - intermittent
11103203001,新3D無痕清新花園香洗衣膠球3倍大補洗衣球補充包,C,poisson,0.0952,0.3086,3.2404,2,low demand - intermittent
11103206001,白蘭4X酵素極淨洗衣球除菌除補充包,C,poisson,0.0952,0.3086,3.2404,2,low demand - intermittent
11103211001,白蘭4X酵素極淨洗衣球除菌淨味補充包 除菌淨味,C,poisson,0.2381,0.488,2.0494,2,low demand - intermittent
11103212001,皂福無香精天然酵素肥皂精補,C,poisson,0.0476,0.2182,4.5826,2,low demand - intermittent
11103220001,一匙靈抗菌EX防成分PLUS洗衣精瓶裝 一匙靈防瓶,B,normal,1.2381,1.2688,1.0248,2,medium demand - intermittent
11103224001,白蘭含熊寶貝花漾清新洗衣精瓶裝,B,poisson,0.381,0.6172,1.6202,2,medium demand - intermittent
11103229001,Dalli神奇洗衣吸色紙 Dalli神奇洗衣,C,poisson,0.0476,0.2182,4.5826,2,low demand - intermittent
11103233001,茶樹莊園茶樹洗衣精組(正加補),C,poisson,0.2857,0.5345,1.8708,2,low demand - intermittent
11103237001,白蘭含熊馨香洗衣精補二入組 白蘭含熊補2入,B,poisson,0.9048,0.9512,1.0513,2,medium demand - intermittent
11103238001,家福Baby 親膚洗衣精 1.5L,C,poisson,0.0476,0.2182,4.5826,2,low demand - intermittent
11103241001,Hello Kitty藍風鈴洗衣精 KT藍風鈴衣瓶,C,poisson,0.0476,0.2182,4.5826,2,low demand - intermittent
11103244001,白蘭4X酵素極淨洗衣精瓶裝 白蘭除菌除蹣瓶,C,poisson,0.2857,0.5345,1.8708,2,low demand - intermittent
11103244002,白蘭4X酵素極淨洗衣精瓶裝 白蘭除菌淨味瓶,C,poisson,0.2857,0.5345,1.8708,2,low demand - intermittent
11103244003,白蘭4X酵素極淨洗衣精瓶裝 白蘭奈米除菌瓶,C,poisson,0.2381,0.488,2.0494,2,low demand - intermittent
11103246001,依必朗防霉抗菌洗衣精陽光補 必朗陽光洗衣補,B,poisson,0.3333,0.5774,1.7321,2,medium demand - intermittent
11103247001,依必朗防蹣抗菌洗衣精綠茶香氛 依必朗洗衣綠茶,C,poisson,0.1429,0.378,2.6458,2,low demand - intermittent
11103248001,依必朗防霉抗菌洗衣精陽光香氛,C,poisson,0.0952,0.3086,3.2404,2,low demand - intermittent
11103249001,鷹王洗衣膏4KG,C,poisson,0.0952,0.3086,3.2404,2,low demand - intermittent
11103252001,依必朗抗菌洗衣精海洋補,C,poisson,0.2381,0.488,2.0494,2,low demand - intermittent
11103253001,依必朗抗菌洗衣精薰衣補,C,poisson,0.1905,0.4364,2.2913,2,low demand - intermittent
11103254001,依必朗防蹣抗菌洗衣精綠茶補 必朗洗衣綠茶補,B,poisson,0.619,0.7868,1.271,2,medium demand - intermittent
11103256001,艾克博士酵素濃縮洗衣膏 艾克酵素洗衣膏,C,poisson,0.0952,0.3086,3.2404,2,low demand - intermittent
11103262001,白蘭含熊寶貝純淨溫和洗衣精瓶裝 純淨溫和瓶,B,poisson,0.4286,0.6547,1.5275,2,medium demand - intermittent
11103265001,全新汰漬2倍超濃縮洗衣精138oz,B,poisson,0.5714,0.7559,1.3229,2,medium demand - intermittent
11103267001,ARIEL抗菌洗衣精補充包1430G微香,B,poisson,0.3333,0.5774,1.7321,2,medium demand - intermittent
11103270001,白蘭4X酵素極淨洗衣精補充包 白蘭除菌除蹣補,B,poisson,0.7619,0.8729,1.1456,2,medium demand - intermittent
11103270002,白蘭4X酵素極淨洗衣精補充包,B,poisson,0.8571,0.9258,1.0801,2,medium demand - intermittent
11103270003,白蘭4X酵素極淨洗衣精補充包 白蘭奈米除菌補,B,poisson,1.0,1.0,1.0,1,medium demand - volatile
11103272001,Ariel抗菌洗衣膠囊32顆袋裝 Ariel洗衣膠囊32,B,poisson,0.6667,0.8165,1.2247,2,medium demand - intermittent
11103274001,水晶肥皂液體3.8kg-低敏型檸香 水晶肥皂液體,C,poisson,0.0476,0.2182,4.5826,2,low demand - intermittent
11103279001,ARIEL抗菌洗衣精補充包1520G,B,poisson,0.619,0.7868,1.271,2,medium demand - intermittent
11103280001,ARIEL抗菌洗衣精900G ARE洗衣精,B,poisson,0.4762,0.6901,1.4491,2,medium demand - intermittent
11103281001,ARIEL抗菌洗衣膠囊16顆微香355G,C,poisson,0.0952,0.3086,3.2404,2,low demand - intermittent
11103282001,ARIEL抗菌洗衣膠囊室內晾衣袋裝32顆,C,poisson,0.2381,0.488,2.0494,2,low demand - intermittent
11103283001,南僑水晶液体補充包1400g 防霉尤加利茶樹,C,poisson,0.2857,0.5345,1.8708,2,low demand - intermittent
11103283002,南僑水晶液体補充包1400g 補防蹣百里香,C,poisson,0.2381,0.488,2.0494,2,low demand - intermittent
11103284001,ARIEL抗菌洗衣精930G-微香型 ARE洗衣精,B,poisson,0.6667,0.8165,1.2247,2,medium demand - intermittent
11103289001,白蘭含熊寶貝大自然馨香洗衣精補充包 大自然馨香補,B,normal,1.0476,0.95,0.9068,1,medium demand - volatile
11103290001,橘子工坊高倍速淨濃縮洗衣精,C,poisson,0.0476,0.2182,4.5826,2,low demand - intermittent
11103291001,橘子工坊高倍速淨洗衣精補充包,B,poisson,0.5714,0.7559,1.3229,2,medium demand - intermittent
11103293001,獅王奈米樂抗菌洗衣精900g補充包,C,poisson,0.1905,0.4364,2.2913,2,low demand - intermittent
11103296001,藍寶小蘇打洗衣精補充包 小蘇打洗衣精包,C,poisson,0.0476,0.2182,4.5826,2,low demand - intermittent
11103297001,家福蘆薈洗衣精補充瓶 1.755L,C,poisson,0.0476,0.2182,4.5826,2,low demand - intermittent
11103298001,ARIEL抗菌洗衣精補充包室內晾衣1520G ARE洗衣精,B,poisson,0.4286,0.6547,1.5275,2,medium demand - intermittent
11103299001,ARIEL抗菌洗衣膠囊微香袋裝30顆 Ariel膠囊,C,poisson,0.1905,0.4364,2.2913,2,low demand - intermittent
11103301001,OP茶酚洗衣精-除臭防霉補充包 洗衣精補-除臭,C,poisson,0.0952,0.3086,3.2404,2,low demand - intermittent
11103301002,OP茶酚洗衣精-除臭防霉補充包 洗衣精補-防蹣,C,poisson,0.0952,0.3086,3.2404,2,low demand - intermittent
11103303001,AH小蘇打粉強效洗衣精,B,poisson,0.9048,0.9512,1.0513,2,medium demand - intermittent
11103304001,ARIEL抗菌洗衣精900G-室內晾衣型 ARE洗衣精,B,poisson,0.3333,0.5774,1.7321,2,medium demand - intermittent
11103312001,寶瀅強效淨垢護色洗衣凝露 1L 寶瀅護色凝露1,C,poisson,0.0476,0.2182,4.5826,2,low demand - intermittent
11103313001,一匙靈抗菌EX 3倍濃縮洗衣瓶,C,poisson,0.0952,0.3086,3.2404,2,low demand - intermittent
11103314001,一匙靈抗菌EX 3倍濃縮洗衣補 3倍濃縮洗衣補,B,poisson,0.3333,0.5774,1.7321,2,medium demand - intermittent
