sku_i,sku_j,cooc,n_i,n_j,jaccard
14805012001,14805016001,48,1441,304,0.02828520919269299
14102246001,14501045001,25,350,559,0.02828054298642534
14011003001,14132015001,32,743,421,0.028268551236749116
14505009001,14505013001,37,549,797,0.02826585179526356
10002018001,14840003001,42,816,712,0.02826379542395693
14010040001,14121074001,42,1258,270,0.02826379542395693
10021026001,10034025001,81,2552,395,0.028262386601535242
10013003001,10033025001,23,234,603,0.028255528255528257
14131033001,14131105001,23,658,179,0.028255528255528257
14102249001,14200069001,28,765,254,0.028254288597376387
14502011001,14502077001,33,715,486,0.028253424657534245
14000073001,14104118001,22,350,451,0.028241335044929396
14500000001,14504015001,38,1183,201,0.02823179791976226
10000026001,10030048001,27,506,478,0.02821316614420063
14000073001,14011032001,22,350,452,0.028205128205128206
10010035001,10035034001,21,416,350,0.028187919463087248
14112014001,14121019001,25,505,407,0.02818489289740699
14000006001,14011052001,25,448,464,0.02818489289740699
10033025001,14112013001,40,603,857,0.028169014084507043
14000032001,14020026001,37,470,881,0.02815829528158295
14821003001,14833009001,25,753,160,0.028153153153153154
14001042001,14011032001,25,461,452,0.028153153153153154
14010040001,14133003001,48,1258,495,0.0281524926686217
14102258001,14121014001,21,345,422,0.028150134048257374
14600005001,14832021001,26,269,681,0.02813852813852814
14011003001,14112054001,24,743,134,0.02813599062133646
14022019001,14133003001,22,309,495,0.028132992327365727
14112007001,14131041001,31,644,489,0.028130671506352088
10002021001,10010002001,32,477,693,0.028119507908611598
14011003001,14112016001,28,743,282,0.028084252758274825
10001006001,14112013001,39,571,857,0.028077753779697623
14002002001,14011052001,21,305,464,0.02807486631016043
14500010001,14500013001,24,341,538,0.028070175438596492
10033043001,14502011001,48,1043,715,0.028070175438596492
14502006001,14505013001,33,412,797,0.02806122448979592
14504006001,14821003001,28,273,753,0.028056112224448898
10032013001,14805012001,57,648,1441,0.028051181102362203
14810006001,14820045001,23,535,308,0.02804878048780488
14011034001,14101025001,23,360,483,0.02804878048780488
14011053001,14104012001,27,548,442,0.028037383177570093
14110084001,14131033001,24,222,658,0.028037383177570093
14102040001,14131033001,22,149,658,0.02802547770700637
14010040001,14011024001,41,1258,246,0.028024606971975393
14121063001,14131047001,23,261,583,0.028014616321559074
14832021001,14833024001,24,681,200,0.028004667444574097
14001045001,14121014001,21,349,422,0.028
14112007001,14502011001,37,644,715,0.02798789712556732
14000039001,14503003001,80,492,2447,0.027981811822315496
14611010001,14820014001,28,690,339,0.027972027972027972
14505016001,14805012001,57,654,1441,0.027968596663395486
14021010001,14112014001,29,561,505,0.027965284474445518
14104067001,14131041001,21,283,489,0.02796271637816245
14003029001,14104118001,22,358,451,0.02795425667090216
14104067001,14112013001,31,283,857,0.027953110910730387
14000039001,14100003001,27,492,501,0.027950310559006212
10021035001,10031013001,37,648,713,0.027945619335347432
10021008001,10035034001,30,754,350,0.027932960893854747
10001012001,10021026001,82,466,2552,0.027929155313351498
10033025001,14500013001,31,603,538,0.027927927927927927
14001042001,14503003001,79,461,2447,0.027925061859314246
14000057001,14003037001,27,791,203,0.027921406411582212
10032016001,10032049001,22,627,183,0.027918781725888325
14003029001,14131041001,23,358,489,0.027912621359223302
10014090001,10032047001,24,340,544,0.027906976744186046
14000057001,14501012001,37,791,572,0.02790346907993967
10033043001,14502014001,50,1043,799,0.027901785714285716
14113066001,14131041001,26,469,489,0.027896995708154508
10021026001,10032047001,84,2552,544,0.027888446215139442
14110084001,14133023001,21,222,552,0.027888446215139442
14011034001,14104118001,22,360,451,0.02788339670468948
10010035001,10034025001,22,416,395,0.02788339670468948
14011024001,14110015001,22,246,565,0.02788339670468948
14500000001,14820028001,41,1183,329,0.02787219578518015
10000998001,14501012001,33,645,572,0.02787162162162162
14011034001,14112013001,33,360,857,0.02787162162162162
14600005001,14611010001,26,269,690,0.027867095391211148
10031005001,14011028001,30,645,462,0.027855153203342618
14000039001,14001093001,20,492,246,0.027855153203342618
14000027001,14131033001,21,117,658,0.027851458885941646
14112014001,14121074001,21,505,270,0.027851458885941646
14011059001,14500037001,22,339,473,0.027848101265822784
14000039001,14023056001,65,492,1908,0.027837259100642397
14501045001,14505009001,30,559,549,0.027829313543599257
10002005001,14112013001,33,362,857,0.02782462057335582
10002018001,14831007001,44,816,810,0.02781289506953224
14000071001,14102249001,26,196,765,0.027807486631016044
14101025001,14133023001,28,483,552,0.027805362462760674
10000026001,10033025001,30,506,603,0.027803521779425393
10032013001,14501012001,33,648,572,0.02780117944397641
14000039001,14102249001,34,492,765,0.027800490596892886
10034019001,14102249001,35,529,765,0.02779984114376489
14120012001,14203017001,27,316,683,0.027777777777777776
14620907001,14840003001,26,250,712,0.027777777777777776
14100003001,14131025001,20,501,239,0.027777777777777776
14011003001,14133023001,35,743,552,0.027777777777777776
14023056001,14501022001,65,1908,498,0.027765912003417343
10033068001,10034042001,26,263,700,0.02774813233724653
14112007001,14120019001,23,644,208,0.027744270205066344
14000197001,14010247001,22,482,333,0.027742749054224466
14110054001,14133003001,20,246,495,0.027739251040221916
14133003001,14505016001,31,495,654,0.027728085867620753
14000073001,14502014001,31,350,799,0.027728085867620753
10021025001,10033037001,59,1666,521,0.027725563909774435
14011003001,14500042001,28,743,295,0.027722772277227723
10033025001,14131033001,34,603,658,0.027709861450692746
10010004001,10035035001,31,408,742,0.02770330652368186
14011053001,14110015001,30,548,565,0.027700831024930747
10010002001,14000057001,40,693,791,0.027700831024930747
14112013001,14505014001,35,857,442,0.027689873417721517
14501026001,14505016001,24,237,654,0.02768166089965398
14502006001,14503003001,77,412,2447,0.027677929547088427
14500042001,14501045001,23,295,559,0.027677496991576414
14102249001,14501012001,36,765,572,0.027671022290545733
14014020001,14131047001,21,197,583,0.02766798418972332
14110015001,14805012001,54,565,1441,0.027663934426229508
14104002001,14130007001,20,339,404,0.027662517289073305
14113066001,14203017001,31,469,683,0.027653880463871544
14503003001,14840003001,85,2447,712,0.027651268705270005
14001042001,14505016001,30,461,654,0.027649769585253458
14102250001,14130017001,24,677,215,0.027649769585253458
14500010001,14503003001,75,341,2447,0.027644673792849243
14014020001,14131033001,23,197,658,0.027644230769230768
14020026001,14133003001,37,881,495,0.027632561613144136
10021025001,10033025001,61,1666,603,0.0276268115942029
10032013001,14112016001,25,648,282,0.027624309392265192
14000196001,14010040001,43,342,1258,0.027617212588310854
14002002001,14010040001,42,305,1258,0.027613412228796843
14102250001,14501010001,37,677,700,0.027611940298507463
14010040001,14132229001,41,1258,268,0.027609427609427608
14503003001,14503013001,73,2447,271,0.0275992438563327
10032013001,14113066001,30,648,469,0.027598896044158234
14011003001,14502077001,33,743,486,0.027591973244147156
10001006001,14131033001,33,571,658,0.027591973244147156
10033043001,14501045001,43,1043,559,0.027581783194355357
14611010001,14820013001,27,690,316,0.027579162410623085
14501016001,14505013001,27,209,797,0.027579162410623085
14003029001,14011028001,22,358,462,0.02756892230576441
14000032001,14102246001,22,470,350,0.02756892230576441
14505899001,14821003001,31,403,753,0.027555555555555555
10002018001,10031013001,41,816,713,0.027553763440860215
14500000001,14505005001,39,1183,272,0.02754237288135593
10035035001,14011032001,32,742,452,0.027538726333907058
10032013001,14131033001,35,648,658,0.02753737214791503
14021010001,14112013001,38,561,857,0.02753623188405797
14011052001,14113066001,25,464,469,0.02753303964757709
14000073001,14131047001,25,350,583,0.02753303964757709
10020007001,10033064001,21,351,433,0.027522935779816515
10032006001,14500013001,33,694,538,0.027522935779816515
14011031001,14113066001,21,315,469,0.027522935779816515
14000032001,14100003001,26,470,501,0.027513227513227514
14003029001,14100003001,23,358,501,0.02751196172248804
14112013001,14840003001,42,857,712,0.0275049115913556
14501038001,14505013001,27,212,797,0.0274949083503055
14102258001,14133023001,24,345,552,0.027491408934707903
14805013001,14840006001,31,453,706,0.0274822695035461
14102249001,14805012001,59,765,1441,0.027480204937121566
10032047001,14370004001,23,544,316,0.027479091995221028
14102249001,14112016001,28,765,282,0.02747791952894995
14000071001,14133023001,20,196,552,0.027472527472527472
14121014001,14501010001,30,422,700,0.027472527472527472
14502011001,14502078001,25,715,220,0.027472527472527472
10001025001,10034019001,22,294,529,0.02746566791510612
14133023001,14203017001,33,552,683,0.02745424292845258
10032006001,10034004001,25,694,242,0.027442371020856202
14502014001,14505009001,36,799,549,0.027439024390243903
14011053001,14131075001,24,548,351,0.027428571428571427
14000057001,14000075001,26,791,183,0.027426160337552744
14011053001,14100003001,28,548,501,0.02742409402546523
14020026001,14023049001,30,881,243,0.027422303473491772
10031013001,14021010001,34,713,561,0.027419354838709678
14010040001,14120012001,42,1258,316,0.02741514360313316
14102258001,14104012001,21,345,442,0.02741514360313316
14121057001,14131033001,23,204,658,0.027413587604290822
14110009001,14500037001,26,502,473,0.0273972602739726
14011052001,14505009001,27,464,549,0.02738336713995943
14102250001,14121063001,25,677,261,0.027382256297918947
14133023001,14244003001,23,552,311,0.02738095238095238
14011031001,14011053001,23,315,548,0.02738095238095238
14203017001,14204071001,21,683,105,0.027379400260756193
14001045001,14133023001,24,349,552,0.027366020524515394
14001047001,14002002001,20,446,305,0.027359781121751026
14000197001,14503003001,78,482,2447,0.027358821466152226
14011053001,14120012001,23,548,316,0.027348394768133173
10000026001,10033004001,30,506,621,0.027347310847766638
10021035001,10035035001,37,648,742,0.027346637102734665
14110015001,14131092001,21,565,224,0.02734375
14112007001,14501063001,31,644,521,0.027336860670194002
10010002001,10011001001,24,693,209,0.02733485193621868
14500010001,14502077001,22,341,486,0.02732919254658385
10033043001,14502026001,37,1043,348,0.027326440177252585
10032013001,14011003001,37,648,743,0.027326440177252585
14000011001,14501063001,21,269,521,0.027308192457737322
14001042001,14104012001,24,461,442,0.027303754266211604
10033025001,14503003001,81,603,2447,0.027281913102054564
14021010001,14132229001,22,561,268,0.027261462205700124
10031013001,14112007001,36,713,644,0.02725208175624527
14131033001,14500037001,30,658,473,0.027247956403269755
14010040001,14133023001,48,1258,552,0.02724177071509648
14500010001,14502011001,28,341,715,0.027237354085603113
10002018001,14500000001,53,816,1183,0.02723535457348407
14000039001,14104118001,25,492,451,0.027233115468409588
14501014001,14502006001,23,456,412,0.027218934911242602
14011052001,14130007001,23,464,404,0.027218934911242602
14502009001,14502011001,51,1210,715,0.027214514407684097
14023056001,14112016001,58,1908,282,0.027204502814258912
14020026001,14023127001,29,881,214,0.027204502814258912
10032013001,14021010001,32,648,561,0.027187765505522515
14133922001,14501012001,24,335,572,0.027180067950169876
10032047001,10035035001,34,544,742,0.027156549520766772
14000006001,14121014001,23,448,422,0.02715466351829988
14101048001,14501063001,24,387,521,0.027149321266968326
10000011001,14000057001,49,1063,791,0.027146814404432132
14010011001,14110054001,20,511,246,0.027137042062415198
14000073001,14121019001,20,350,407,0.027137042062415198
14001093001,14010011001,20,246,511,0.027137042062415198
14121164001,14131033001,21,137,658,0.027131782945736434
14111039001,14131033001,21,137,658,0.027131782945736434
10021001001,10021026001,77,364,2552,0.02712222613596337
14113066001,14503003001,77,469,2447,0.02712222613596337
14023047001,14102250001,26,308,677,0.027111574556830033
14110015001,14502014001,36,565,799,0.02710843373493976
14023056001,14130007001,61,1908,404,0.027099067081297203
14501026001,14501045001,21,237,559,0.027096774193548386
10033004001,10033066001,21,621,175,0.027096774193548386
14112013001,14204059001,29,857,243,0.02707749766573296
14000017001,14104012001,21,355,442,0.027061855670103094
14102238001,14131047001,21,214,583,0.027061855670103094
14805012001,14830009001,45,1441,267,0.027059530968129887
14112007001,14121017001,23,644,229,0.027058823529411764
14000073001,14021010001,24,350,561,0.02705749718151071
14102250001,14500000001,49,677,1183,0.027056874654886803
10031910001,10033025001,25,346,603,0.027056277056277056
14010011001,14133023001,28,511,552,0.02705314009661836
10032006001,10034036001,26,694,294,0.02702702702702703
14010011001,14502041001,22,511,325,0.02702702702702703
14001093001,14011003001,26,246,743,0.02699896157840083
14104118001,14500013001,26,451,538,0.02699896157840083
14000197001,14113066001,25,482,469,0.026997840172786176
14000011001,14112007001,24,269,644,0.02699662542182227
10033025001,14023056001,66,603,1908,0.026993865030674847
14000017001,14000197001,22,355,482,0.026993865030674847
10035035001,14112013001,42,742,857,0.02697495183044316
14011032001,14500013001,26,452,538,0.026970954356846474
14113066001,14501063001,26,469,521,0.026970954356846474
10034019001,14023056001,64,529,1908,0.0269700800674252
10030013001,10032047001,23,332,544,0.026963657678780773
14021010001,14131033001,32,561,658,0.02695871946082561
14001045001,14104118001,21,349,451,0.026957637997432605
14131047001,14131105001,20,583,179,0.026954177897574125
10032013001,14133003001,30,648,495,0.026954177897574125
14505016001,14505041001,30,654,489,0.026954177897574125
10000026001,14021010001,28,506,561,0.026948989412897015
14001047001,14131047001,27,446,583,0.02694610778443114
14000033001,14000057001,24,124,791,0.026936026936026935
14104012001,14500037001,24,442,473,0.026936026936026935
14821003001,14831011001,24,753,162,0.026936026936026935
14133003001,14500000001,44,495,1183,0.02692778457772338
14000039001,14020026001,36,492,881,0.02692595362752431
10002005001,14840006001,28,362,706,0.026923076923076925
14830069001,14840006001,25,248,706,0.02691065662002153
14011053001,14501045001,29,548,559,0.026901669758812616
14000196001,14102249001,29,342,765,0.026901669758812616
10031005001,10033005001,23,645,233,0.026900584795321637
14112014001,14133922001,22,505,335,0.02689486552567237
14131033001,14132052001,21,658,144,0.026888604353393086
14132015001,14501012001,26,421,572,0.02688728024819028
14102246001,14104129001,20,350,414,0.026881720430107527
14131033001,14131121001,20,658,106,0.026881720430107527
14100003001,14104017001,20,501,263,0.026881720430107527
14112007001,14112040001,20,644,120,0.026881720430107527
10001006001,14503003001,79,571,2447,0.026879891119428376
14020026001,14500000001,54,881,1183,0.026865671641791045
14112014001,14131041001,26,505,489,0.026859504132231406
14021010001,14223003001,21,561,242,0.026854219948849106
14130007001,14133023001,25,404,552,0.02685284640171858
14131047001,14133922001,24,583,335,0.026845637583892617
14023056001,14101048001,60,1908,387,0.026845637583892617
14022019001,14503003001,72,309,2447,0.026825633383010434
14011032001,14112014001,25,452,505,0.02682403433476395
14000057001,14103009001,30,791,358,0.02680965147453083
14020026001,14132229001,30,881,268,0.02680965147453083
14112018001,14505016001,23,227,654,0.026806526806526808
14110015001,14120012001,23,565,316,0.026806526806526808
10010035001,10032010001,23,416,465,0.026806526806526808
10031013001,14011003001,38,713,743,0.02679830747531735
14011003001,14130017001,25,743,215,0.02679528403001072
14003029001,14102250001,27,358,677,0.026785714285714284
14112014001,14502014001,34,505,799,0.026771653543307086
14501014001,14831007001,33,456,810,0.0267639902676399
14021010001,14804007001,48,561,1281,0.026755852842809364
10001009001,14010210001,21,570,236,0.0267515923566879
14000057001,14111001001,26,791,207,0.026748971193415638
10033064001,14503003001,75,433,2447,0.026737967914438502
14000057001,14011024001,27,791,246,0.026732673267326732
10033025001,14010011001,29,603,511,0.026728110599078342
14011059001,14131047001,24,339,583,0.026726057906458798
10015010001,10034042001,24,222,700,0.026726057906458798
14520065001,14832021001,24,241,681,0.026726057906458798
10032013001,14112014001,30,648,505,0.026714158504007122
14521157001,14821003001,27,285,753,0.026706231454005934
10002001001,10034019001,22,317,529,0.02669902912621359
10032006001,10032019001,24,694,229,0.026696329254727477
14011059001,14113066001,21,339,469,0.026683608640406607
14000032001,14000039001,25,470,492,0.026680896478121666
14000057001,14105102001,25,791,171,0.026680896478121666
14011053001,14502014001,35,548,799,0.026676829268292682
10031013001,14505014001,30,713,442,0.02666666666666667
14102250001,14805012001,55,677,1441,0.02666020358700921
10000998001,14112013001,39,645,857,0.026657552973342446
14011003001,14104118001,31,743,451,0.026655202063628546
14011003001,14132031001,27,743,297,0.02665350444225074
14010034001,14112007001,25,319,644,0.026652452025586353
14000032001,14104002001,21,470,339,0.0266497461928934
14010011001,14502014001,34,511,799,0.02664576802507837
10010035001,10021025001,54,416,1666,0.026627218934911243
14113066001,14501012001,27,469,572,0.026627218934911243
14011028001,14110009001,25,462,502,0.026624068157614485
14102250001,14505899001,28,677,403,0.026615969581749048
14131033001,14500013001,31,658,538,0.026609442060085836
14131033001,14132229001,24,658,268,0.026607538802660754
14130007001,14502011001,29,404,715,0.026605504587155965
14011028001,14101048001,22,462,387,0.026602176541717048
10015010001,10032016001,22,222,627,0.026602176541717048
14101025001,14501045001,27,483,559,0.026600985221674877
10010002001,10032010001,30,693,465,0.026595744680851064
14501012001,14804007001,48,572,1281,0.026592797783933517
14001093001,14110015001,21,246,565,0.026582278481012658
10032006001,10033005001,24,694,233,0.026578073089700997
14203017001,14502009001,49,683,1210,0.026572668112798264
10001012001,10010002001,30,466,693,0.026572187776793623
14102258001,14112014001,22,345,505,0.026570048309178744
14502012001,14840006001,25,260,706,0.026567481402763018
14000057001,14104042001,25,791,175,0.026567481402763018
14020026001,14505009001,37,881,549,0.02656137832017229
14112007001,14222072001,20,644,129,0.02656042496679947
14121014001,14131075001,20,422,351,0.02656042496679947
10000011001,14102250001,45,1063,677,0.02654867256637168
14000039001,14133023001,27,492,552,0.02654867256637168
14011003001,14131027001,27,743,301,0.02654867256637168
14022032001,14112014001,20,269,505,0.026525198938992044
14001042001,14501010001,30,461,700,0.026525198938992044
10033025001,14505014001,27,603,442,0.026522593320235755
10031013001,14505013001,39,713,797,0.026512576478585997
14801002001,14821003001,25,215,753,0.026511134676564158
10021035001,14023056001,66,648,1908,0.02650602409638554
14113066001,14500013001,26,469,538,0.026503567787971458
10021026001,14112013001,88,2552,857,0.02649804275820536
14000006001,14000197001,24,448,482,0.026490066225165563
14010040001,14111039001,36,1258,137,0.026490066225165563
10033025001,10033037001,29,603,521,0.026484018264840183
14010040001,14130017001,38,1258,215,0.0264808362369338
14112014001,14131033001,30,505,658,0.0264783759929391
10031013001,14502014001,39,713,799,0.026476578411405296
14131022001,14131033001,22,195,658,0.026474127557160047
14102258001,14112013001,31,345,857,0.026473099914602904
14102250001,14200069001,24,677,254,0.026460859977949284
14001049001,14102250001,24,254,677,0.026460859977949284
14131033001,14200119001,20,658,118,0.026455026455026454
10030048001,10033015001,21,478,337,0.02644836272040302
14501004001,14502009001,37,226,1210,0.02644746247319514
14002002001,14011003001,27,305,743,0.02644466209598433
10021025001,14112013001,65,1666,857,0.02644426362896664
14011003001,14500013001,33,743,538,0.026442307692307692
10033064001,14505016001,28,433,654,0.02644003777148253
14110009001,14112013001,35,502,857,0.026435045317220542
14502111001,14832021001,24,251,681,0.02643171806167401
10032016001,14500013001,30,627,538,0.02643171806167401
10032006001,14023056001,67,694,1908,0.02642998027613412
14131041001,14502011001,31,489,715,0.026427962489343565
14011031001,14100003001,21,315,501,0.026415094339622643
10000998001,14000197001,29,645,482,0.026411657559198543
14500037001,14505016001,29,473,654,0.026411657559198543
14102258001,14505009001,23,345,549,0.02640642939150402
14131047001,14244003001,23,583,311,0.02640642939150402
14101048001,14112013001,32,387,857,0.026402640264026403
10035035001,14503003001,82,742,2447,0.026392018023817188
10032013001,14000057001,37,648,791,0.026390870185449358
14100003001,14120012001,21,501,316,0.026381909547738693
14121062001,14131033001,21,159,658,0.026381909547738693
14011003001,14110009001,32,743,502,0.026380873866446827
14501010001,14805012001,55,700,1441,0.026366251198465963
10000026001,14023056001,62,506,1908,0.026360544217687076
10000026001,14112013001,35,506,857,0.02635542168674699
14112007001,14505013001,37,644,797,0.026353276353276354
14023056001,14131075001,58,1908,351,0.026351658337119492
14112018001,14133023001,20,227,552,0.026350461133069828
10031001001,10031016001,21,654,164,0.026348808030112924
14101025001,14133922001,21,483,335,0.026348808030112924
14502012001,14821003001,26,260,753,0.02634245187436677
10031013001,14133003001,31,713,495,0.026338147833474938
14010031001,14131047001,22,275,583,0.02631578947368421
14810016001,14840006001,30,464,706,0.02631578947368421
10002018001,14505009001,35,816,549,0.02631578947368421
10033043001,14000057001,47,1043,791,0.02630106323447118
14203017001,14832018001,27,683,371,0.02629016553067186
14010040001,14804007001,65,1258,1281,0.026273241713823767
14010011001,14112014001,26,511,505,0.026262626262626262
14023047001,14133023001,22,308,552,0.026252983293556086
14112013001,14120012001,30,857,316,0.026246719160104987
14101048001,14133023001,24,387,552,0.02622950819672131
14000073001,14010011001,22,350,511,0.026221692491060787
14810006001,14831020001,21,535,287,0.026217228464419477
14023056001,14505899001,59,1908,403,0.026198934280639432
14102246001,14500037001,21,350,473,0.026184538653366583
14501022001,14506087001,21,498,325,0.026184538653366583
14020026001,14104129001,33,881,414,0.026148969889064975
14620907001,14810006001,20,250,535,0.026143790849673203
10032013001,14102249001,36,648,765,0.026143790849673203
14000032001,14011031001,20,470,315,0.026143790849673203
14104129001,14131041001,23,414,489,0.026136363636363635
14000057001,14112014001,33,791,505,0.026128266033254157
10010002001,10033025001,33,693,603,0.026128266033254157
14011031001,14505009001,22,315,549,0.026128266033254157
14021010001,14132015001,25,561,421,0.02612330198537095
14131047001,14223003001,21,583,242,0.026119402985074626
14000196001,14101025001,21,342,483,0.026119402985074626
14000071001,14010040001,37,196,1258,0.02611150317572336
14370004001,14840006001,26,316,706,0.02610441767068273
14011034001,14112014001,22,360,505,0.02609727164887307
14131047001,14204059001,21,583,243,0.02608695652173913
10034042001,14503003001,80,700,2447,0.026084121291164004
10000011001,14010040001,59,1063,1258,0.026083112290008842
14011052001,14102250001,29,464,677,0.026079136690647483
14102249001,14804007001,52,765,1281,0.026078234704112337
10021025001,14500013001,56,1666,538,0.0260707635009311
14001047001,14500013001,25,446,538,0.026068821689259645
14011028001,14503019001,24,462,483,0.026058631921824105
14003029001,14113066001,21,358,469,0.026054590570719603
10002018001,14502014001,41,816,799,0.026048284625158832
14021010001,14102258001,23,561,345,0.026047565118912798
14110015001,14500013001,28,565,538,0.026046511627906978
14104067001,14112014001,20,283,505,0.026041666666666668
10010002001,14131041001,30,693,489,0.026041666666666668
10013005001,10032016001,20,161,627,0.026041666666666668
14023056001,14810006001,62,1908,535,0.026039479210415793
14000011001,14102250001,24,269,677,0.026030368763557483
14611010001,14804007001,50,690,1281,0.026028110359187923
14011059001,14023056001,57,339,1908,0.026027397260273973
14121019001,14132015001,21,407,421,0.026022304832713755
14503003001,14820012001,74,2447,471,0.026019690576652602
14500026001,14502011001,23,192,715,0.026018099547511313
14000057001,14131022001,25,791,195,0.026014568158168574
14131033001,14502077001,29,658,486,0.02600896860986547
14001045001,14102250001,26,349,677,0.026
14133003001,14804007001,45,495,1281,0.025996533795493933
14121136001,14131033001,21,171,658,0.02599009900990099
14011024001,14131047001,21,246,583,0.02599009900990099
10001025001,10010002001,25,294,693,0.02598752598752599
10032013001,14011059001,25,648,339,0.02598752598752599
14130007001,14131047001,25,404,583,0.02598752598752599
10010002001,10034036001,25,693,294,0.02598752598752599
10001009001,10032006001,32,570,694,0.025974025974025976
14132031001,14501012001,22,297,572,0.025974025974025976
14502009001,14505041001,43,1210,489,0.025966183574879228
14510039001,14611010001,31,535,690,0.025963149078726967
14102249001,14104017001,26,765,263,0.02594810379241517
14000032001,14102250001,29,470,677,0.0259391771019678
14000042001,14000057001,25,198,791,0.025933609958506226
10002005001,14503003001,71,362,2447,0.025931336742147554
14000039001,14104002001,21,492,339,0.025925925925925925
14104012001,14503003001,73,442,2447,0.025923295454545456
14000057001,14121062001,24,791,159,0.02591792656587473
14000040001,14000057001,24,159,791,0.02591792656587473
10033043001,14100003001,39,1043,501,0.025913621262458473
14000057001,14821003001,39,791,753,0.025913621262458473
14505005001,14505013001,27,272,797,0.025911708253358926
14133023001,14502011001,32,552,715,0.025910931174089068
14011003001,14231003001,25,743,247,0.025906735751295335
14132031001,14505016001,24,297,654,0.025889967637540454
14021010001,14244003001,22,561,311,0.02588235294117647
14003041001,14011028001,20,331,462,0.0258732212160414
14833024001,14840003001,23,200,712,0.025871766029246346
10000026001,14112007001,29,506,644,0.025869759143621766
14000006001,14503003001,73,448,2447,0.0258681785967399
14022032001,14203017001,24,269,683,0.02586206896551724
10021035001,14503003001,78,648,2447,0.025853496851176664
14500037001,14505013001,32,473,797,0.025848142164781908
14010040001,14805012001,68,1258,1441,0.025845686050931203
14011032001,14503003001,73,452,2447,0.025831564048124558
10032013001,14011052001,28,648,464,0.025830258302583026
14370020001,14810006001,21,299,535,0.025830258302583026
10030007001,14023056001,60,475,1908,0.02582866982350409
14131033001,14133922001,25,658,335,0.025826446280991736
10000011001,10031005001,43,1063,645,0.025825825825825825
14101048001,14102249001,29,387,765,0.025823686553873553
14804007001,14820045001,40,1281,308,0.025823111684958037
14000039001,14121014001,23,492,422,0.025813692480359147
14011032001,14110009001,24,452,502,0.025806451612903226
10001009001,10015007001,20,570,225,0.025806451612903226
10001025001,10034042001,25,294,700,0.025799793601651185
10033004001,14501012001,30,621,572,0.025795356835769563
10032006001,14112013001,39,694,857,0.025793650793650792
14500000001,14501016001,35,1183,209,0.025792188651436992
14001047001,14113066001,23,446,469,0.0257847533632287
14011031001,14502014001,28,315,799,0.02578268876611418
14011053001,14102249001,33,548,765,0.02578125
14113066001,14805012001,48,469,1441,0.02577873254564984
14133023001,14505899001,24,552,403,0.02577873254564984
14502078001,14503003001,67,220,2447,0.02576923076923077
14023056001,14501011001,57,1908,361,0.025768535262206148
10011001001,10032016001,21,209,627,0.025766871165644172
14132015001,14505016001,27,421,654,0.025763358778625955
14113066001,14121019001,22,469,407,0.02576112412177986
10033025001,14000057001,35,603,791,0.025754231052244298
10002001001,10021026001,72,317,2552,0.025741866285305684
14011028001,14133922001,20,462,335,0.02574002574002574
14100003001,14501014001,24,501,456,0.02572347266881029
10033043001,14840003001,44,1043,712,0.02571595558153127
14203017001,14821003001,36,683,753,0.025714285714285714
10032013001,14505009001,30,648,549,0.02570694087403599
14023056001,14231003001,54,1908,247,0.02570204664445502
14821003001,14832012001,22,753,125,0.02570093457943925
14502011001,14804007001,50,715,1281,0.025693730729701953
14102250001,14501011001,26,677,361,0.025691699604743084
10000998001,14500037001,28,645,473,0.025688073394495414
10031013001,14102249001,37,713,765,0.025676613462873005
14023056001,14505041001,60,1908,489,0.025673940949935817
10030013001,10032016001,24,332,627,0.025668449197860963
14509001001,14831007001,26,229,810,0.02566633761105627
14600005001,14831007001,27,269,810,0.025665399239543727
10021035001,14010011001,29,648,511,0.02566371681415929
10034019001,14000057001,33,529,791,0.02564102564102564
14010031001,14110015001,21,275,565,0.02564102564102564
10030048001,10033043001,38,478,1043,0.02562373567093729
10031001001,14023056001,64,654,1908,0.025620496397117692
14131033001,14131047001,31,658,583,0.0256198347107438
14023056001,14505917001,55,1908,294,0.025617140195621797
14021010001,14805012001,50,561,1441,0.025614754098360656
10000026001,10002018001,33,506,816,0.02560124127230411
10031013001,10034019001,31,713,529,0.02559867877786953
14010040001,14102258001,40,1258,345,0.025591810620601407
14203017001,14805012001,53,683,1441,0.02559150169000483
14600023001,14840006001,24,256,706,0.0255863539445629
14501086001,14840006001,24,256,706,0.0255863539445629
10032013001,14502011001,34,648,715,0.025583145221971408
14001047001,14102250001,28,446,677,0.025570776255707764
10032016001,14112013001,37,627,857,0.025570145127850726
10032008001,10035035001,27,341,742,0.02556818181818182
14021010001,14104012001,25,561,442,0.02556237218813906
10001009001,10021008001,33,570,754,0.025561580170410533
14131075001,14501012001,23,351,572,0.025555555555555557
14011053001,14133922001,22,548,335,0.025551684088269456
14101025001,14503003001,73,483,2447,0.025551277563878195
14510050001,14832021001,27,403,681,0.02554399243140965
14020053001,14102258001,20,458,345,0.02554278416347382
10000998001,14020026001,38,645,881,0.025537634408602152
14101025001,14501063001,25,483,521,0.02553626149131767
14023047001,14112013001,29,308,857,0.025528169014084508
14102250001,14231003001,23,677,247,0.025527192008879023
14010034001,14110015001,22,319,565,0.025522041763341066
14010040001,14121017001,37,1258,229,0.025517241379310347
14505011001,14505013001,25,208,797,0.025510204081632654
14022019001,14112013001,29,309,857,0.025505716798592787
14503013001,14505016001,23,271,654,0.025498891352549888
14011032001,14500037001,23,452,473,0.025498891352549888
