tick,pod_id,sku,item_class,trigger
110,179,2001,B,v13_piggyback
310,105,1650,B,v13_piggyback
707,105,1650,B,v13_piggyback
722,120,1721,B,v13_piggyback
1164,208,2138,B,v13_piggyback
2139,74,1516,B,v13_piggyback
2467,74,1516,B,v13_piggyback
4939,155,1890,B,v13_piggyback
5430,428,880,A,v13_piggyback
6251,152,1876,B,v13_piggyback
7363,468,1081,A,v13_piggyback
7549,329,540,A,v13_piggyback
7759,320,2724,B,v13_piggyback
8014,210,2147,B,v13_piggyback
8426,152,1876,B,v13_piggyback
8448,336,2820,B,v13_piggyback
8690,40,1367,B,v13_piggyback
8933,61,1459,B,v13_piggyback
9283,476,1133,A,v13_piggyback
9577,162,1926,B,v13_piggyback
9847,276,2469,B,v13_piggyback
10053,359,2954,B,v13_piggyback
10060,308,481,A,v13_piggyback
10162,86,1564,B,v13_piggyback
10166,60,1454,B,v13_piggyback
10574,406,788,A,v13_fetch
10691,21,1290,B,v13_piggyback
10750,192,2061,B,v13_piggyback
11876,328,540,A,v13_piggyback
11921,318,506,A,v13_piggyback
12999,306,466,A,v13_piggyback
13623,359,630,A,v13_piggyback
13623,359,2954,B,v13_piggyback
13885,261,356,A,v13_piggyback
15026,379,699,A,v13_piggyback
15199,330,540,A,v13_fetch
15397,379,699,A,v13_piggyback
15743,321,515,A,v13_piggyback
16065,351,604,A,v13_piggyback
16116,21,1287,B,v13_piggyback
16210,341,568,A,v13_piggyback
16344,93,1594,B,v13_piggyback
16344,93,84,A,v13_piggyback
16912,362,635,A,v13_piggyback
17729,18,1283,B,v13_piggyback
17931,98,84,A,v13_piggyback
18075,175,186,A,v13_fetch
18135,406,788,A,v13_piggyback
18410,346,586,A,v13_piggyback
19601,105,1650,B,v13_piggyback
19831,303,466,A,v13_fetch
20169,128,1761,B,v13_piggyback
20286,95,84,A,v13_fetch
20316,416,819,A,v13_piggyback
21189,10,1251,B,v13_piggyback
21496,267,374,A,v13_piggyback
21496,267,379,A,v13_piggyback
21592,279,405,A,v13_fetch
21668,256,348,A,v13_piggyback
21885,335,553,A,v13_piggyback
22473,236,295,A,v13_piggyback
22928,336,553,A,v13_fetch
23028,97,1613,B,v13_piggyback
23028,97,84,A,v13_piggyback
23035,222,2209,B,v13_fetch
23035,222,268,A,v13_fetch
23074,318,504,A,v13_piggyback
23483,416,819,A,v13_fetch
23850,44,1385,B,v13_piggyback
23943,346,586,A,v13_piggyback
24169,303,466,A,v13_fetch
24451,304,466,A,v13_piggyback
24681,351,604,A,v13_piggyback
24681,351,608,A,v13_piggyback
24858,43,1380,B,v13_piggyback
25170,0,0,A,v13_fetch
25225,351,604,A,v13_piggyback
25225,351,608,A,v13_piggyback
25680,452,1007,A,v13_fetch
25953,303,466,A,v13_piggyback
26123,221,262,A,v13_fetch
26500,33,1342,B,v13_piggyback
27029,1,0,A,v13_piggyback
27096,50,35,A,v13_piggyback
27096,50,1411,B,v13_piggyback
27249,146,140,A,v13_fetch
27262,247,319,A,v13_fetch
27262,247,324,A,v13_fetch
27925,261,356,A,v13_piggyback
27939,255,2372,B,v13_piggyback
27939,255,348,A,v13_piggyback
28009,300,460,A,v13_piggyback
28154,394,755,A,v13_fetch
28184,7,0,A,v13_fetch
28184,7,2,A,v13_fetch
28184,7,1233,B,v13_fetch
28215,273,385,A,v13_fetch
28394,8,0,A,v13_fetch
28394,8,1240,B,v13_fetch
28528,433,904,A,v13_piggyback
28528,433,903,A,v13_piggyback
