tick,pod_id,sku,item_class,trigger
110,179,2001,B,v13_piggyback
310,105,1650,B,v13_piggyback
707,105,1650,B,v13_piggyback
1212,208,2138,B,v13_piggyback
3295,408,3242,B,v13_piggyback
3397,74,1516,B,v13_piggyback
4091,428,880,A,v13_piggyback
4403,468,1081,A,v13_piggyback
5142,155,1890,B,v13_piggyback
6068,60,1454,B,v13_piggyback
8515,40,1367,B,v13_piggyback
8736,200,2099,B,v13_piggyback
8836,336,2820,B,v13_piggyback
8841,210,2147,B,v13_piggyback
9159,276,2469,B,v13_piggyback
10262,61,1459,B,v13_piggyback
10283,261,356,A,v13_piggyback
10700,306,466,A,v13_piggyback
10706,331,540,A,v13_piggyback
10928,21,1290,B,v13_piggyback
11059,93,1594,B,v13_piggyback
11259,306,466,A,v13_piggyback
11794,476,1133,A,v13_piggyback
11855,306,466,A,v13_piggyback
12191,306,466,A,v13_piggyback
12307,362,635,A,v13_piggyback
12533,309,481,A,v13_piggyback
14134,380,699,A,v13_piggyback
14207,306,466,A,v13_piggyback
14563,359,630,A,v13_piggyback
14706,306,466,A,v13_piggyback
14743,99,84,A,v13_piggyback
14947,359,630,A,v13_piggyback
15416,21,1287,B,v13_piggyback
15691,261,356,A,v13_piggyback
15923,83,1547,B,v13_piggyback
16062,306,466,A,v13_piggyback
16130,238,295,A,v13_piggyback
16216,81,1547,B,v13_fetch
16395,341,568,A,v13_piggyback
16657,81,1547,B,v13_piggyback
16945,417,819,A,v13_piggyback
17109,81,1547,B,v13_piggyback
17143,179,2001,B,v13_piggyback
17193,155,1888,B,v13_piggyback
17218,416,819,A,v13_piggyback
17237,407,788,A,v13_piggyback
17389,380,699,A,v13_piggyback
17680,128,1759,B,v13_piggyback
17680,128,1761,B,v13_piggyback
18754,278,2480,B,v13_piggyback
18906,407,788,A,v13_piggyback
18935,345,586,A,v13_piggyback
19048,162,1926,B,v13_fetch
19226,267,374,A,v13_piggyback
19313,222,2209,B,v13_piggyback
19476,351,604,A,v13_piggyback
19564,105,1650,B,v13_piggyback
19798,18,1283,B,v13_piggyback
19874,473,1115,A,v13_piggyback
19913,128,1761,B,v13_piggyback
20039,341,568,A,v13_piggyback
20101,321,515,A,v13_piggyback
20153,273,385,A,v13_piggyback
20214,345,586,A,v13_piggyback
20317,351,604,A,v13_piggyback
20317,351,608,A,v13_piggyback
20396,341,568,A,v13_piggyback
20405,192,2061,B,v13_piggyback
20713,435,914,A,v13_piggyback
20776,99,84,A,v13_piggyback
20801,24,1300,B,v13_fetch
21065,351,604,A,v13_piggyback
21131,318,2710,B,v13_piggyback
21131,318,506,A,v13_piggyback
21323,92,84,A,v13_fetch
21702,255,2372,B,v13_fetch
22047,306,466,A,v13_piggyback
22267,370,3016,B,v13_piggyback
22364,155,1888,B,v13_piggyback
22375,277,2476,B,v13_fetch
22455,338,2832,B,v13_piggyback
22551,328,539,A,v13_fetch
22936,308,482,A,v13_piggyback
22955,302,460,A,v13_piggyback
22955,247,324,A,v13_piggyback
23176,337,553,A,v13_piggyback
23269,331,540,A,v13_piggyback
23408,155,1890,B,v13_fetch
23487,97,1613,B,v13_piggyback
23487,97,84,A,v13_piggyback
23819,337,553,A,v13_piggyback
23874,165,174,A,v13_fetch
24077,434,903,A,v13_piggyback
24279,44,1385,B,v13_piggyback
24492,345,586,A,v13_piggyback
24569,10,0,A,v13_piggyback
24569,10,1251,B,v13_piggyback
24763,241,312,A,v13_piggyback
25217,452,1007,A,v13_piggyback
25311,256,348,A,v13_piggyback
25311,256,349,A,v13_piggyback
25624,7,0,A,v13_piggyback
25624,7,1233,B,v13_piggyback
25852,306,476,A,v13_piggyback
25900,395,755,A,v13_fetch
25900,395,757,A,v13_fetch
26067,439,935,A,v13_fetch
26067,439,941,A,v13_fetch
26514,382,709,A,v13_fetch
26754,236,295,A,v13_fetch
26795,17,0,A,v13_piggyback
26899,8,0,A,v13_piggyback
26899,8,1240,B,v13_piggyback
27008,328,539,A,v13_piggyback
27008,328,540,A,v13_piggyback
27023,452,1006,A,v13_piggyback
27213,339,565,A,v13_fetch
27506,424,855,A,v13_piggyback
27667,359,630,A,v13_fetch
27667,359,2954,B,v13_fetch
27868,140,135,A,v13_piggyback
27868,140,1813,B,v13_piggyback
27901,212,249,A,v13_fetch
28103,424,3332,B,v13_piggyback
28137,104,92,A,v13_piggyback
28137,104,1645,B,v13_piggyback
28158,66,55,A,v13_fetch
28362,106,98,A,v13_piggyback
28362,106,99,A,v13_piggyback
28432,260,355,A,v13_piggyback
28432,260,359,A,v13_piggyback
28435,139,135,A,v13_piggyback
28539,282,405,A,v13_fetch
28539,282,2503,B,v13_fetch
