tick,pod_id,sku,item_class,trigger
498,122,1730,B,v13_piggyback
1153,150,1863,B,v13_piggyback
1519,141,1820,B,v13_piggyback
1790,321,513,A,v13_piggyback
2199,30,1328,B,v13_piggyback
2582,150,1863,B,v13_piggyback
2859,235,2270,B,v13_piggyback
2860,4,1228,B,v13_piggyback
2934,30,1328,B,v13_piggyback
3036,486,1197,A,v13_piggyback
3633,251,2349,B,v13_piggyback
3792,76,1527,B,v13_piggyback
3933,164,1933,B,v13_piggyback
4100,478,1143,A,v13_piggyback
4216,52,1417,B,v13_piggyback
4804,253,2362,B,v13_piggyback
4912,486,1197,A,v13_piggyback
5570,128,1761,B,v13_piggyback
5585,363,644,A,v13_piggyback
5622,486,1197,A,v13_piggyback
5644,141,1820,B,v13_piggyback
5713,409,3243,B,v13_piggyback
5940,122,1730,B,v13_piggyback
6235,482,3696,B,v13_piggyback
6471,486,1197,A,v13_piggyback
6912,486,1197,A,v13_fetch
7589,310,2666,B,v13_piggyback
7960,246,324,A,v13_piggyback
8213,55,1432,B,v13_piggyback
9309,255,2372,B,v13_piggyback
9331,177,1990,B,v13_piggyback
9816,53,1424,B,v13_piggyback
9826,105,1648,B,v13_piggyback
10403,474,1123,A,v13_piggyback
10505,475,1123,A,v13_piggyback
10741,428,880,A,v13_piggyback
10986,61,1457,B,v13_piggyback
11061,103,1642,B,v13_piggyback
11888,265,375,A,v13_piggyback
12241,11,1250,B,v13_piggyback
12908,78,1531,B,v13_piggyback
12981,108,1663,B,v13_piggyback
13041,58,1445,B,v13_piggyback
13143,105,1648,B,v13_piggyback
13183,178,190,A,v13_piggyback
13183,178,1996,B,v13_piggyback
13343,276,384,A,v13_fetch
14791,315,499,A,v13_piggyback
16672,275,384,A,v13_piggyback
16819,265,2420,B,v13_piggyback
17141,303,466,A,v13_piggyback
17400,138,135,A,v13_fetch
17639,237,299,A,v13_piggyback
19963,250,331,A,v13_piggyback
19963,250,332,A,v13_piggyback
20941,248,332,A,v13_fetch
21303,233,288,A,v13_fetch
21312,286,395,A,v13_fetch
21318,359,624,A,v13_fetch
21444,238,2287,B,v13_fetch
21503,150,1863,B,v13_fetch
21515,240,308,A,v13_piggyback
21523,385,715,A,v13_piggyback
21523,385,718,A,v13_piggyback
21583,178,190,A,v13_fetch
21592,346,586,A,v13_fetch
21690,138,135,A,v13_fetch
21728,58,1445,B,v13_fetch
21852,297,457,A,v13_piggyback
21892,78,1531,B,v13_fetch
21920,285,395,A,v13_fetch
21957,137,135,A,v13_fetch
21963,293,436,A,v13_piggyback
22064,349,2894,B,v13_fetch
22072,436,920,A,v13_fetch
22089,120,1721,B,v13_fetch
22102,243,311,A,v13_fetch
22324,363,624,A,v13_fetch
22568,357,624,A,v13_fetch
22594,266,2420,B,v13_fetch
22595,426,864,A,v13_fetch
22609,471,1105,A,v13_fetch
22890,433,896,A,v13_fetch
22925,270,385,A,v13_fetch
22989,304,466,A,v13_fetch
22999,153,1881,B,v13_fetch
23061,369,665,A,v13_fetch
23082,253,2362,B,v13_fetch
23088,350,2898,B,v13_fetch
23220,303,466,A,v13_fetch
23490,447,974,A,v13_fetch
23503,415,3281,B,v13_fetch
23532,308,475,A,v13_fetch
23769,2,0,A,v13_fetch
23781,16,0,A,v13_fetch
23954,274,384,A,v13_fetch
24042,22,1293,B,v13_piggyback
24097,0,0,A,v13_fetch
24102,362,624,A,v13_piggyback
24108,227,272,A,v13_fetch
24162,78,1531,B,v13_piggyback
24261,230,281,A,v13_piggyback
24406,306,466,A,v13_fetch
24406,306,475,A,v13_fetch
24487,316,499,A,v13_fetch
24501,78,1531,B,v13_piggyback
24600,48,1403,B,v13_piggyback
24645,476,1133,A,v13_piggyback
24684,1,0,A,v13_fetch
24820,78,1531,B,v13_piggyback
25446,3,0,A,v13_fetch
25493,11,1250,B,v13_piggyback
25710,70,55,A,v13_fetch
25738,303,466,A,v13_fetch
25749,269,382,A,v13_fetch
25927,251,2349,B,v13_piggyback
26112,4,0,A,v13_piggyback
26270,78,1531,B,v13_fetch
26501,482,1171,A,v13_piggyback
26523,150,1863,B,v13_piggyback
26530,36,1355,B,v13_piggyback
26540,78,1531,B,v13_piggyback
26753,260,355,A,v13_piggyback
26960,175,186,A,v13_fetch
26987,177,1990,B,v13_piggyback
27115,330,540,A,v13_fetch
27229,0,0,A,v13_piggyback
27423,178,186,A,v13_piggyback
27461,60,1454,B,v13_piggyback
27613,78,1531,B,v13_fetch
27654,303,466,A,v13_piggyback
27770,139,135,A,v13_fetch
27844,78,1531,B,v13_piggyback
27873,145,1839,B,v13_fetch
27884,82,1548,B,v13_fetch
27961,86,1564,B,v13_piggyback
28083,90,1579,B,v13_piggyback
28103,344,548,A,v13_piggyback
28109,89,1579,B,v13_piggyback
28403,91,1579,B,v13_piggyback
