tick,pod_id,sku,item_class,trigger
110,179,2001,B,v13_piggyback
310,105,1650,B,v13_piggyback
708,105,1650,B,v13_piggyback
2367,208,2138,B,v13_piggyback
3651,408,3242,B,v13_piggyback
4185,468,1081,A,v13_piggyback
4471,74,1516,B,v13_piggyback
5307,152,1876,B,v13_piggyback
5505,155,1890,B,v13_piggyback
6867,60,1454,B,v13_piggyback
8844,40,1367,B,v13_piggyback
8896,336,2820,B,v13_piggyback
8939,308,481,A,v13_piggyback
8979,61,1459,B,v13_piggyback
9282,276,2469,B,v13_piggyback
10304,350,604,A,v13_piggyback
10416,428,880,A,v13_piggyback
10549,406,788,A,v13_piggyback
10723,306,466,A,v13_piggyback
10964,300,457,A,v13_piggyback
11200,306,466,A,v13_piggyback
11559,318,506,A,v13_piggyback
11797,476,1133,A,v13_piggyback
11988,333,2798,B,v13_piggyback
12257,24,1300,B,v13_piggyback
12356,262,2406,B,v13_piggyback
12449,200,2099,B,v13_piggyback
12975,350,604,A,v13_piggyback
13303,359,630,A,v13_piggyback
13372,261,356,A,v13_piggyback
13585,380,699,A,v13_piggyback
13654,306,466,A,v13_piggyback
14087,306,466,A,v13_piggyback
14602,97,84,A,v13_piggyback
14692,474,1123,A,v13_piggyback
14736,255,2372,B,v13_piggyback
14935,306,466,A,v13_piggyback
14947,94,84,A,v13_piggyback
15276,360,635,A,v13_piggyback
15478,178,1996,B,v13_piggyback
15502,210,2147,B,v13_piggyback
15818,306,466,A,v13_piggyback
15861,342,548,A,v13_piggyback
15878,10,1251,B,v13_piggyback
15886,162,1926,B,v13_fetch
15892,339,548,A,v13_piggyback
15898,175,1984,B,v13_fetch
16505,20,1287,B,v13_piggyback
16554,307,466,A,v13_piggyback
16622,278,2480,B,v13_piggyback
16776,336,548,A,v13_piggyback
16821,185,2021,B,v13_fetch
16864,36,1353,B,v13_piggyback
16993,93,1594,B,v13_piggyback
17131,342,548,A,v13_piggyback
17211,416,819,A,v13_piggyback
17237,321,515,A,v13_piggyback
17439,359,630,A,v13_piggyback
17523,407,788,A,v13_fetch
17528,417,819,A,v13_piggyback
17752,340,548,A,v13_piggyback
17752,340,568,A,v13_piggyback
17758,370,3016,B,v13_piggyback
17824,350,604,A,v13_piggyback
18103,438,935,A,v13_piggyback
18148,179,2001,B,v13_piggyback
18254,302,466,A,v13_fetch
18335,359,2954,B,v13_piggyback
18443,128,1761,B,v13_piggyback
18742,380,699,A,v13_piggyback
18818,268,374,A,v13_piggyback
19205,346,586,A,v13_fetch
19438,18,1283,B,v13_piggyback
19688,128,1761,B,v13_piggyback
19723,272,385,A,v13_piggyback
19963,473,1115,A,v13_piggyback
20082,346,586,A,v13_piggyback
20442,92,84,A,v13_piggyback
20706,282,405,A,v13_piggyback
20706,282,2503,B,v13_piggyback
21093,155,1888,B,v13_piggyback
21605,351,608,A,v13_piggyback
21901,330,539,A,v13_piggyback
21974,277,2476,B,v13_piggyback
21986,73,55,A,v13_piggyback
22429,351,604,A,v13_piggyback
22562,394,755,A,v13_piggyback
22883,340,568,A,v13_piggyback
23163,341,548,A,v13_piggyback
23163,341,568,A,v13_piggyback
23211,155,1890,B,v13_piggyback
23599,434,903,A,v13_piggyback
23829,272,385,A,v13_piggyback
23829,192,2061,B,v13_piggyback
23914,442,957,A,v13_fetch
24027,241,312,A,v13_fetch
24093,482,1170,A,v13_fetch
24311,304,466,A,v13_piggyback
24351,101,84,A,v13_piggyback
24676,396,757,A,v13_piggyback
24705,247,324,A,v13_piggyback
25049,423,3329,B,v13_piggyback
25049,423,855,A,v13_piggyback
25108,424,3332,B,v13_piggyback
25231,302,460,A,v13_fetch
25231,302,466,A,v13_fetch
25249,452,1004,A,v13_piggyback
25310,359,630,A,v13_piggyback
25380,8,0,A,v13_piggyback
25380,8,2,A,v13_piggyback
25380,8,1240,B,v13_piggyback
26111,326,531,A,v13_piggyback
26298,305,476,A,v13_fetch
26439,346,586,A,v13_piggyback
26838,12,0,A,v13_piggyback
26838,12,2,A,v13_piggyback
27073,330,539,A,v13_piggyback
27158,367,647,A,v13_piggyback
27360,140,135,A,v13_fetch
27360,140,1813,B,v13_fetch
27373,96,1606,B,v13_piggyback
27528,367,647,A,v13_piggyback
27821,259,355,A,v13_piggyback
27821,259,356,A,v13_piggyback
27856,396,757,A,v13_piggyback
28071,320,2724,B,v13_piggyback
28071,320,504,A,v13_piggyback
28101,222,2209,B,v13_piggyback
28101,222,265,A,v13_piggyback
28272,284,417,A,v13_fetch
28317,104,1645,B,v13_piggyback
28677,117,106,A,v13_piggyback
28771,17,0,A,v13_piggyback
28771,17,2,A,v13_piggyback
