tick,energy,job_queue_len,stop_and_go,turning
0.15,0.0,2,0,0
0.3,0.078291,1,0,1
0.45,0.078291,0,0,1
0.6,0.078291,0,0,1
0.75,0.0,0,0,0
0.9,0.0,0,0,0
1.05,0.0,0,0,0
1.2,0.0,2,0,0
1.35,0.078291,1,0,1
1.5,0.257745,0,0,1
1.65,0.003503,0,0,0
1.8,0.005839,0,0,0
1.95,0.008174,0,0,0
2.1,0.014013,0,0,0
2.25,0.022187,2,0,0
2.4,0.110988,1,0,1
2.55,0.12033,0,0,1
2.7,0.127336,0,0,1
2.85,0.053716,0,0,0
3.0,0.053716,0,0,0
3.15,0.052549,0,0,0
3.3,0.050213,2,0,0
3.45,0.117994,1,1,1
3.6,0.367564,0,1,2
3.75,0.179936,0,1,2
3.9,1.607846,0,1,0
4.05,0.0888,0,0,1
4.2,0.014013,2,0,0
4.35,0.277596,1,0,1
4.5,0.275261,0,1,1
4.65,0.106317,0,0,1
4.8,0.040871,0,0,0
4.95,0.050213,0,0,0
5.1,0.054884,0,0,0
5.25,0.063059,2,0,0
5.4,0.154194,1,0,1
5.55,0.341823,0,1,1
5.7,0.714277,0,1,3
5.85,0.178717,0,0,1
6.0,0.109768,0,0,0
6.15,0.119111,2,0,0
6.3,0.202072,1,0,1
6.45,0.205575,1,0,1
6.6,0.131956,1,0,0
6.75,0.138962,1,0,0
6.9,0.123782,1,2,0
7.05,0.269853,1,1,2
7.2,0.19273,4,0,1
7.35,0.107433,4,0,0
7.5,0.118104,4,1,0
7.65,0.216742,4,0,1
7.8,0.136613,4,2,0
7.95,1.619383,4,0,0
8.1,0.163296,4,1,0
8.25,0.90617,7,0,0
8.4,0.181484,7,0,0
8.55,0.180316,7,1,0
8.7,0.263278,7,0,1
8.85,0.156479,7,1,0
9.0,0.452978,7,1,1
9.15,0.715504,10,1,0
9.3,0.248782,10,0,1
9.45,0.172827,10,1,0
9.6,0.24995,10,1,1
9.75,0.427585,10,0,2
9.9,0.191627,10,1,0
10.05,0.457757,10,0,2
10.2,0.201763,13,1,0
10.35,0.285706,13,0,1
10.5,0.200408,13,1,0
10.65,0.270712,13,0,1
10.8,0.200756,13,0,0
10.95,0.356857,13,0,1
11.1,0.178652,13,2,0
11.25,1.101393,13,1,1
11.4,0.264942,13,0,1
11.55,0.203746,13,0,0
11.7,0.211415,13,1,0
11.85,0.321562,13,0,1
