pod_id,item_id,qty,order_id,processed_time,task_type,trigger,opp_score
200,140,1,-69,66,1,,
200,92,11,-56,66,1,,
125,40,8,-93,75,1,,
125,131,11,-18,75,1,,
213,10,5,-47,76,1,,
213,206,3,-14,76,1,,
213,143,12,-12,76,1,,
297,782,6,-33,103,1,,
297,102,10,-33,103,1,,
153,7,6,-54,107,1,,
153,7,8,-50,107,1,,
153,7,8,-38,107,1,,
153,7,9,-69,107,1,,
316,676,7,-85,107,1,,
316,20,9,-47,107,1,,
316,58,8,-14,107,1,,
309,308,6,-69,129,1,,
309,19,10,-38,129,1,,
42,123,10,-33,130,1,,
42,72,11,-18,130,1,,
275,526,5,-98,144,1,,
275,16,3,-14,144,1,,
275,100,11,-14,144,1,,
275,405,8,-12,144,1,,
263,403,6,-54,148,1,,
263,662,6,-54,148,1,,
61,125,1,-93,157,1,,
61,872,10,-33,157,1,,
61,1,8,-34,157,1,,
45,1,4,-69,171,1,,
45,124,12,-56,171,1,,
359,24,8,-47,177,1,,
359,324,10,-47,177,1,,
359,61,6,-12,177,1,,
139,134,7,-69,190,1,,
139,41,2,-94,190,1,,
139,41,3,-91,190,1,,
57,1,8,-12,205,1,,
57,75,12,-12,205,1,,
95,38,10,-69,206,1,,
140,134,5,-69,222,1,,
140,41,5,-91,222,1,,
94,3,5,-93,225,1,,
94,3,5,-64,225,1,,
94,3,5,-33,225,1,,
94,3,6,-22,225,1,,
94,3,7,-77,225,1,,
94,3,8,-18,225,1,,
94,3,10,-17,225,1,,
94,889,7,-18,225,1,,
229,2098,1,-85,234,1,,
229,288,11,-47,234,1,,
229,649,8,-14,234,1,,
314,675,4,-54,238,1,,
314,310,6,-56,238,1,,
183,45,6,-33,249,1,,
183,139,10,-18,249,1,,
105,39,9,-54,254,1,,
237,756,12,-47,261,1,,
237,653,7,-14,261,1,,
225,953,8,-93,271,1,,
225,145,7,-33,271,1,,
264,15,4,-14,286,1,,
264,15,6,-12,286,1,,
264,294,8,-12,286,1,,
154,84,8,-81,287,1,,
9,343,8,-18,291,1,,
9,117,5,-34,291,1,,
322,680,8,-50,302,1,,
131,611,12,-14,305,1,,
91,264,3,-64,311,1,,
91,2,10,-64,311,1,,
204,638,8,-69,313,1,,
218,948,8,-85,324,1,,
218,285,4,-14,324,1,,
3,1050,12,-18,329,1,,
297,218,9,-56,335,1,,
123,1830,10,-85,340,1,,
321,312,2,-93,348,1,,
321,680,4,-77,348,1,,
321,223,3,-33,348,1,,
321,159,3,-18,348,1,,
290,532,2,-65,359,1,,
290,155,10,-12,359,1,,
367,327,11,-18,366,1,,
231,289,7,-81,368,1,,
205,281,11,-14,376,1,,
341,546,8,-33,384,1,,
341,160,4,-34,384,1,,
227,2098,1,-85,395,1,,
227,1398,5,-47,395,1,,
227,207,6,-25,395,1,,
274,16,10,-33,401,1,,
31,1593,7,-54,401,1,,
240,148,7,-81,412,1,,
47,1634,9,-47,415,1,,
138,615,4,-93,417,1,,
138,82,6,-17,417,1,,
0,0,6,-38,421,1,,
110,479,4,-87,430,1,,
110,1799,5,-12,430,1,,
37,175,6,-38,431,1,,
382,64,10,-93,433,1,,
201,280,6,-28,440,1,,
