tick,total_energy,job_queue_len,stop_and_go,total_turning
0.15,0.0,4,0,0
0.3,16.539789658360114,3,0,1
0.45,33.07957931672023,2,0,2
0.6,49.61936897508034,1,0,3
0.75,50.39786897508034,0,0,3
0.9,68.49465863344045,0,0,4
1.05,70.83015863344045,0,0,4
1.2,73.94415863344045,4,0,4
1.35,125.52325246377293,3,0,5
1.5,146.73404212213305,2,0,6
1.65,167.16633178049315,1,0,7
1.8,186.82012143885328,0,0,8
1.95,207.2524110972134,0,0,9
2.1,208.0309110972134,0,1,9
2.25,226.9062007555735,3,1,10
2.4,232.35570075557354,2,1,10
2.55,257.45899041393363,1,1,11
2.7,286.4547800722937,0,1,12
2.85,319.34306973065384,0,1,13
3.0,339.5840697306539,0,1,13
3.15,363.71756973065385,0,1,13
3.3,389.4080697306538,3,1,13
3.45,465.1206635609862,2,1,14
3.6,545.5042573913187,1,1,15
3.75,589.2915470496788,0,3,16
3.9,699.6407201967313,0,3,19
4.05,733.8947201967312,0,3,19
4.2,769.7057201967311,4,3,19
4.35,824.3920098550914,3,3,20
4.5,883.7492995134513,3,3,21
4.65,932.7947995134515,3,3,21
4.8,985.7327995134515,3,3,21
4.95,1035.5567995134516,3,5,21
5.1,1121.5743788301718,3,5,23
5.25,1171.3983788301716,8,6,23
5.4,1238.540668488532,8,6,24
5.55,1290.7001684885317,8,6,24
5.7,1341.3026684885317,8,7,24
5.85,1406.8879581468918,8,8,25
6.0,1470.9162478052522,8,9,26
6.15,1536.501537463612,13,9,27
6.3,1584.7685374636123,13,10,27
6.45,1651.1323271219721,13,10,28
6.6,1700.1778271219725,13,10,28
6.75,1753.8943271219723,13,10,28
6.9,1803.7183271219728,13,12,28
7.05,1892.8499064386926,13,12,30
7.2,1950.4589064386926,18,12,30
7.35,2007.2894064386924,18,13,30
7.5,2697.0834464386926,18,14,30
7.65,3333.462806438693,18,15,30
7.8,3409.1685960970535,18,15,31
7.95,3470.6700960970525,18,15,31
8.1,3530.614596097053,18,17,31
8.25,3620.524675413773,23,19,33
8.4,4392.8866050721335,23,20,34
8.55,4472.484894730494,23,20,35
8.7,4537.878894730494,23,20,35
8.85,4607.165394730494,23,20,35
9.0,4681.901394730494,23,20,35
9.15,4758.972894730495,28,20,35
9.3,5040.276127343983,28,20,36
9.45,5123.538967778982,28,20,36
9.6,5212.214648648983,28,20,36
9.75,5301.632169953984,28,20,36
9.9,5391.791531693983,28,20,36
10.05,5485.8067338689825,28,21,36
10.2,6400.08244416898,33,23,36
10.35,6513.063771382342,33,23,37
10.5,6612.312136192343,33,23,37
10.65,6719.743509127343,33,24,37
10.8,6833.433637235704,33,25,38
10.95,6999.512943314131,33,25,39
11.1,7095.1062817641305,33,26,39
11.25,7205.2477421824915,34,26,40
11.4,7297.727080632489,34,27,40
11.55,7387.445870290851,34,28,41
11.7,7530.569355082141,34,29,42
11.85,7610.946144740501,34,30,43
12.0,8833.88903418779,34,31,44
12.15,9509.675334187792,35,31,44
12.3,9568.841334187791,35,31,44
12.45,9624.114834187792,35,32,44
12.6,10163.40085015279,35,32,44
12.75,10221.311822517791,35,34,44
12.9,11073.484780941155,35,34,45
13.05,11148.009566106153,35,34,45
13.2,11228.895007671154,35,34,45
13.35,11315.36260563615,35,34,45
13.5,11400.50189576115,35,35,45
13.65,11486.648378046151,35,36,45
13.8,11696.976955480977,35,36,47
13.95,11781.090595210979,35,38,47
14.1,12593.673526477214,35,38,48
14.25,12691.333673437211,35,38,48
14.4,12794.599160527216,35,39,48
14.55,12917.674277405575,35,39,49
14.7,13035.217337720578,35,39,49
14.85,13161.138140150579,35,39,49
15.0,13270.309974395574,35,41,49
15.15,14003.563474419003,35,41,50
15.3,14106.888602394001,35,44,50
15.45,14311.541762955132,35,45,53
15.6,14434.545296758497,35,46,54
15.75,14550.269567516856,35,47,55
15.9,14922.832154630294,35,48,57
16.05,15044.303514798654,35,49,58
16.2,15230.709088563228,35,50,59
16.35,15356.403204001585,35,50,60
16.5,15469.234284076587,35,50,60
16.65,15561.551009446586,35,51,60
16.8,15747.227534592235,35,51,61
16.95,15892.76119143051,35,53,62
17.1,16642.472522356977,35,53,63
17.25,16733.030834206973,35,53,63
17.4,16826.607756451976,35,53,63
17.55,16925.538789091977,35,53,63
17.7,17030.954859076974,35,54,63
17.85,17157.838756065335,35,55,64
18.0,17303.955215293696,35,55,65
18.15,17426.131370443698,35,56,65
18.3,17629.342169354935,35,57,66
18.45,17788.836434863297,35,57,67
18.6,17948.65800848829,35,58,67
18.75,18913.833364828293,35,59,67
18.9,19814.22787388313,35,59,68
19.05,20000.721488093128,35,59,68
19.2,20179.142290853124,35,60,68
19.35,20378.259337058123,35,60,68
19.5,20569.477325228127,35,61,68
19.65,20831.51626542254,35,61,69
19.8,21041.204025962536,35,61,69
19.95,21250.699450292537,35,62,69
20.1,21503.803605070956,35,63,70
20.25,21764.657626874232,35,63,71
20.4,21971.63839499923,35,64,71
20.55,22822.92742695923,35,65,71
20.7,23169.67977115287,35,65,73
20.85,23363.92570393287,35,66,73
21.0,23651.723771637437,35,66,74
21.15,23867.305563462436,35,67,74
21.3,24642.181265027444,35,67,74
21.45,24882.940688837443,35,67,74
21.6,25117.79293249744,35,67,74
21.75,25365.03847576744,35,67,74
21.9,25599.36319225744,35,68,74
22.05,25901.455236379294,35,69,75
22.2,26183.550504309125,35,69,76
22.35,26488.14973357623,35,69,77
22.5,26715.885311701226,35,70,77
22.65,27019.43196872465,35,70,78
22.8,27270.317497734653,35,70,78
22.95,27521.588859129657,35,71,78
23.1,27809.436179048018,35,72,79
23.25,28863.06961562302,35,74,79
23.4,30068.575915174482,35,74,80
23.55,30338.146152619476,35,74,80
23.7,30624.272368099482,35,74,80
23.85,30908.002524064486,35,75,80
24.0,31266.08560343991,35,75,81
24.15,31557.212132204906,35,75,81
24.3,31812.755924954905,35,77,81
24.45,32132.89266194432,35,78,82
24.6,32454.432536153217,35,78,83
24.75,32716.884294158222,35,79,83
24.9,33047.344443976646,35,79,84
25.05,33400.012582251526,35,79,85
25.2,33759.99012434244,35,79,86
25.35,34039.40620698744,35,79,86
25.5,34306.51112177243,35,80,86
25.65,34649.356973924536,35,80,87
25.8,34929.090560009536,35,80,87
25.95,35214.18962258953,35,80,87
26.1,35485.48593466454,35,81,87
26.25,35829.359746816386,35,82,88
26.4,36177.37538195122,35,82,89
26.55,36477.44655653123,35,82,89
26.7,36791.27509506622,35,82,89
26.85,37116.066711936226,35,82,89
27.0,37464.22431344122,35,82,89
27.15,37840.32468551123,35,83,89
27.3,38768.49239144622,35,84,89
27.45,39187.13549636458,35,84,90
27.6,39598.781485569576,35,84,90
27.75,40011.18999216957,35,85,90
27.9,40510.21882298415,35,85,91
28.05,40943.470078944156,35,85,91
28.2,41364.02533113915,35,86,91
28.35,41857.95055835903,35,87,92
28.5,42360.22356047996,35,87,93
28.65,42797.39339618995,35,87,93
28.8,43230.93575665495,35,87,93
28.95,43665.728364764946,35,87,93
29.1,44166.29571996835,35,87,94
29.25,44612.200551443355,35,87,94
29.4,45061.50270242335,35,87,94
29.55,45497.28192693835,35,88,94
29.7,45944.81075276171,35,88,95
29.85,46375.56660482172,35,88,95
30.0,46791.83584862171,35,89,95
30.15,47263.376877065624,35,90,96
30.3,47742.388565341054,35,90,97
30.45,48163.217592631045,35,90,97
30.6,48584.84674665104,35,91,97
30.75,49969.896337851045,35,91,97
30.9,50388.40691429104,35,92,97
31.05,50876.363217652884,35,94,98
31.2,51416.379602056004,35,94,100
31.35,51833.555697151,35,94,100
31.5,52264.98791001101,35,94,100
31.65,52698.03672483101,35,94,100
31.8,53125.945298776016,35,94,100
31.95,53559.34509253601,35,94,100
32.1,53989.36876534603,35,94,100
32.25,54397.445339836006,35,96,100
32.4,54931.59734271282,35,96,102
32.55,55357.54622974783,35,96,102
32.7,55791.68938201782,35,96,102
32.85,56238.12659850283,35,96,102
33.0,56704.54415761783,35,96,102
33.15,57188.68794375283,35,96,102
33.3,57677.72722593284,35,97,102
33.45,58172.66282040283,35,97,102
33.6,58669.03857759282,35,97,102
33.75,59179.785616052824,35,97,102
33.9,59677.29161511283,35,98,102
34.05,60280.42220389931,35,98,103
34.2,60793.273123039326,35,98,103
34.35,61315.11158334433,35,98,103
34.5,61848.39692859434,35,98,103
34.65,62384.67253126933,35,98,103
34.8,62918.403388714316,35,98,103
34.95,63410.98258045934,35,100,103
35.1,64019.6409655604,35,102,105
35.25,64543.80659877251,35,102,106
35.4,64990.58645646251,35,102,106
35.55,65428.5224451625,35,102,106
35.7,65853.1801510225,35,102,106
35.85,66284.21420784251,35,103,106
36.0,67504.70857338251,35,104,106
36.15,67973.99847843207,35,104,107
36.3,68354.51020518209,35,105,107
36.45,68710.48945846707,35,107,107
36.6,69203.19160919175,35,107,109
36.75,69551.27371176676,35,108,109
36.9,69908.32552007177,35,108,109
37.05,70278.66194820678,35,108,109
37.2,70646.50852314677,35,109,109
37.35,71023.81873092677,35,109,109
37.5,71393.98918286177,35,110,109
37.65,71785.53343793176,35,110,109
37.8,72199.14251609177,35,110,109
37.95,72643.07872347676,35,110,109
38.1,73117.34206008677,35,110,109
38.25,73608.55113075675,35,110,109
38.4,74136.39664497676,35,110,109
38.55,74682.93477719177,35,110,109
38.7,75240.07818914176,35,110,109
38.85,75793.56111744676,35,110,109
39.0,76366.25489562677,35,110,109
39.15,76913.11215834678,35,111,109
39.3,77548.96448271442,35,111,110
39.45,78089.05805958442,35,111,110
39.6,78605.14988200943,35,111,110
39.75,79113.17779123942,35,112,110
39.9,79571.06776255943,35,114,110
40.05,80186.73049921246,35,114,112
40.2,80577.10363337745,35,117,112
40.35,81047.7352966089,35,119,113
40.5,81427.47036840391,35,119,113
40.65,81802.42522443393,35,119,113
40.8,82187.59575987392,35,119,113
40.95,82567.64341498891,35,119,113
41.1,82961.79777814892,35,119,113
41.25,83353.3700903589,35,120,113
41.4,83803.05672523232,35,120,114
41.55,84194.83048988732,35,120,114
41.7,84591.4500433623,35,120,114
41.85,84997.9919841573,35,120,114
42.0,85384.65808037731,35,122,114
42.15,85903.806749574,35,122,116
42.3,86291.94771404401,35,122,116
42.45,86689.82579061901,35,122,116
42.6,87103.26336522901,35,122,116
42.75,87497.815160424,35,123,116
42.9,87882.246471189,35,124,116
43.05,88342.40208888466,35,125,117
43.2,88770.8581300559,35,126,118
43.35,89100.9427139309,35,127,118
43.5,89415.51512478589,35,128,118
43.65,89820.1968461324,35,129,119
43.8,90104.52108323241,35,130,119
43.95,90366.7968846674,35,131,119
44.1,90641.57766153739,35,131,119
44.25,90921.78787646242,35,131,119
44.4,91188.7480758824,35,132,119
44.55,91464.54282564741,35,132,119
44.7,91734.1070297174,35,133,119
44.85,92065.14716900006,35,134,120
45.0,92320.25059544005,35,134,120
45.15,92596.50262832009,35,134,120
45.3,92899.27912154008,35,134,120
45.45,93213.95802341009,35,134,120
45.6,93540.53933393008,35,134,120
45.75,93886.84507856007,35,134,120
45.9,94251.80193935009,35,134,120
46.05,94612.55096093008,35,134,120
46.2,94965.02430953008,35,135,120
46.35,95382.3123971983,35,136,121
46.5,95791.9575142277,35,137,122
46.65,96138.20403836272,35,137,122
46.8,96496.99321733271,35,137,122
46.95,96861.80563523268,35,137,122
47.1,97247.27307500271,35,137,122
47.25,97626.57062201269,35,138,122
47.4,98012.2038433577,35,138,122
47.55,98395.1407533077,35,139,122
47.7,98793.09171305271,35,139,122
47.85,99187.8835120127,35,139,122
48.0,99594.6582865877,35,139,122
48.15,99970.50770918271,35,141,122
48.3,100404.08956492611,35,141,123
48.45,100782.97661667112,35,141,123
48.6,101185.30805578614,35,141,123
48.75,101577.39728421115,35,141,123
48.9,101967.06632740614,35,141,123
49.05,102358.46787564112,35,141,123
49.2,102717.11682340613,35,143,123
49.35,103092.29662701114,35,143,123
49.5,103455.88925218614,35,144,123
49.65,103886.00665374004,35,144,124
49.8,104233.92812841004,35,145,124
49.95,104585.12503284005,35,145,124
50.1,104949.77497000502,35,145,124
50.25,105311.84756614504,35,146,124
50.4,105741.0972958833,35,146,125
50.55,106103.11720314332,35,146,125
50.7,106484.51396761833,35,146,125
50.85,106828.0303389633,35,148,125
51.0,107237.0726533454,35,149,126
51.15,107569.36230733042,35,149,126
51.3,107896.17933208041,37,149,126
51.45,108236.58655348042,37,149,126
51.6,108594.23899789044,37,149,126
51.75,108972.68512280544,37,149,126
51.9,109335.14734262542,37,151,126
52.05,109863.33643333653,37,151,128
52.2,110236.01782024652,37,151,128
52.35,110595.18559933653,37,152,128
52.5,110960.18974621652,37,152,128
52.65,111319.35258961652,37,153,128
52.8,111738.82788592776,37,154,129
52.95,112186.34209500231,37,154,130
53.1,112555.64665252736,37,154,130
53.25,112889.52016476233,37,156,130
53.4,113293.61648411675,37,156,131
53.55,113635.03797424174,37,156,131
53.7,113929.27429132175,37,159,131
53.85,114298.4426122366,37,159,132
54.0,114620.34431254657,37,159,132
54.15,114956.81479957658,37,159,132
54.3,115302.26350912661,37,159,132
54.45,115604.71963402657,37,160,132
54.6,115913.55594789157,37,160,132
54.75,116248.6148353666,37,160,132
54.9,116584.22666025157,37,161,132
55.05,116919.4099987366,37,161,132
55.2,117269.0642431366,37,161,132
55.35,117538.72394580158,37,164,132
55.5,117895.8073701815,37,164,133
55.65,118180.91483277646,37,164,133
55.8,118463.20730943646,37,165,133
55.95,118762.96952072147,37,165,133
56.1,119050.61845884645,37,166,133
56.25,119348.41507440645,37,166,133
56.4,119644.25180064647,37,167,133
56.55,120007.22717849989,37,167,134
56.7,120314.25344872489,37,167,134
56.85,120562.8280471949,37,169,134
57.0,120869.9217182633,37,169,135
57.15,121101.78788504328,37,170,135
57.3,121409.50233807457,37,170,136
57.45,121650.75458352457,37,170,136
57.6,121876.64182359457,37,171,136
57.75,122168.89789389644,37,172,137
57.9,122438.20304442603,37,173,138
58.05,122630.67683094602,37,173,138
58.2,122824.95922088102,37,173,138
58.35,123017.56625546102,37,174,138
58.5,123202.88793912603,37,175,138
58.65,123458.10438553992,37,175,139
58.8,123647.61143311992,37,176,139
58.95,123838.69682716992,37,176,139
59.1,124034.9092353799,37,176,139
59.25,124250.94515739492,37,177,139
59.4,124458.63156570493,37,178,139
59.55,124767.14579970259,37,178,140
59.7,125015.8484302826,37,178,140
59.85,125253.59878032259,37,180,140
60.0,125501.69428989258,37,180,140
60.15,125768.79794350758,37,180,140
60.3,126028.92244582759,37,181,140
60.45,126299.5152508076,37,181,140
60.6,126575.78607667757,37,181,140
60.75,126838.73612917759,37,181,140
60.9,127106.6171072576,37,181,140
61.05,127296.8419474076,37,184,140
61.2,127561.55907825216,37,184,141
61.35,127747.86508953215,37,184,141
61.5,127908.26064342217,37,186,141
