tick,total_energy,job_queue_len,stop_and_go,total_turning
0.15,552.26528,4,0,0
0.3,552.26528,3,0,0
0.45,568.80506965836,2,0,1
0.6,585.3448593167201,1,0,2
0.75,601.8846489750802,0,0,3
0.9,618.4244386334403,0,0,4
1.05,618.4244386334403,0,0,4
1.2,618.4244386334403,4,0,4
1.35,666.1110324637727,3,0,5
1.5,682.6508221221329,2,0,6
1.65,699.190611780493,1,0,7
1.8,715.730401438853,0,0,8
1.95,914.3223466313968,0,0,10
2.1,914.3223466313968,0,0,10
2.25,915.1008466313968,4,0,10
2.4,1412.1886962897572,3,0,11
2.55,1416.859696289757,2,0,11
2.7,1472.3312901200893,1,0,12
2.85,1499.7700797784496,0,0,13
3.0,1530.3228694368097,0,0,14
3.15,1547.4498694368099,0,0,14
3.3,1568.4693694368098,4,0,14
3.45,1609.1426590951698,3,0,15
3.6,1653.7084487535303,2,0,16
3.75,1687.18394875353,1,0,16
3.9,1736.42073841189,0,1,17
4.05,1805.3113177286104,0,1,19
4.2,2009.828524381818,5,1,20
4.35,2052.646024381818,5,1,20
4.5,2099.356024381818,5,1,20
4.65,2150.7370243818177,5,1,20
4.8,2206.010524381818,5,1,20
4.95,2263.6195243818174,5,1,20
5.1,2322.007024381818,5,1,20
5.25,2382.5880882618176,10,2,20
5.4,2464.2380056801776,10,2,21
5.55,2526.0921973201775,10,3,21
5.7,2605.901242498538,10,3,22
5.85,2669.807061898538,10,5,22
6.0,2761.201024495258,10,8,24
6.15,2866.162712870338,15,9,27
6.3,2931.9587580486987,15,11,28
6.45,3998.268047107059,15,11,29
6.6,4041.8640471070594,15,12,29
6.75,4145.489671289987,15,13,30
6.9,4189.085671289987,15,13,30
7.05,4231.1246712899865,15,14,30
7.2,4293.595960948348,20,14,31
7.35,4340.305960948347,20,14,31
7.5,4390.4723919583475,20,14,31
7.65,4444.0952539783475,20,14,31
7.8,4503.510047008347,20,14,31
7.95,4570.273771048347,20,14,31
8.1,4642.8294260983475,20,14,31
8.25,4819.363406990203,25,15,32
8.4,4912.351351698563,25,15,33
8.55,4988.315139618563,25,16,33
8.7,5779.963962428564,25,16,33
8.85,5851.160154068563,25,18,33
9.0,6576.956710442771,25,18,34
9.15,6653.31852984277,30,19,34
9.3,7318.3169131227705,30,21,34
9.45,8180.746269941131,30,23,35
9.6,8871.57289063949,30,24,36
9.75,9691.837305559491,30,24,36
9.9,9766.71094435949,30,24,36
10.05,9844.758979189492,30,25,36
10.2,9939.40719970785,35,26,37
10.35,10039.56531625621,35,26,38
10.5,10129.944386266212,35,26,38
10.65,10226.305699396211,35,27,38
10.8,10349.44144585457,35,28,39
10.95,10477.241543922932,35,28,40
11.1,10655.432862576372,35,29,41
11.25,11621.010459407418,35,29,42
11.4,11731.241910002418,35,30,42
11.55,12177.95073516974,35,30,44
11.7,12301.436194974742,35,30,44
11.85,12411.26395439474,35,31,44
12.0,12608.601698570494,35,31,45
12.15,12721.493089040494,35,32,45
12.3,12900.079717428865,35,32,46
12.45,13008.186960708868,35,33,46
12.6,13134.447567242229,35,34,47
12.75,13249.526305800591,35,35,48
12.9,13419.318859848503,35,35,49
13.05,13533.2727315485,35,35,49
13.2,13659.527526048503,35,35,49
13.35,13792.694139378504,35,37,49
13.5,14441.249751538502,35,37,49
13.65,14602.253002528503,35,37,49
13.8,14774.532919438503,35,37,49
13.95,14941.272656668501,35,38,49
14.1,15123.700473416864,35,40,50
14.25,15995.623325625222,35,41,51
14.4,16203.700745468663,35,43,52
14.55,16510.48709776232,35,43,54
14.7,16669.01156582732,35,44,54
14.85,17470.09095085232,35,44,54
15.0,17651.077572837316,35,44,54
15.15,17843.295271782317,35,44,54
15.3,18041.25082712732,35,45,54
15.45,18256.74253093232,35,45,54
15.6,18458.250537477317,35,46,54
15.75,18762.476556214177,35,46,55
15.9,18963.70579747917,35,47,55
16.05,19267.198669934824,35,47,57
16.2,19462.872153734825,35,48,57
16.35,19745.95430028327,35,48,58
16.5,19963.11562968327,35,48,58
16.65,20378.487269254856,35,49,59
16.8,20663.598657970037,35,49,60
16.95,20893.721623120033,35,51,60
17.1,22518.766871070038,35,51,60
17.25,22756.50661794004,35,51,60
17.4,23004.069851490036,35,52,60
17.55,23841.315449200036,35,53,60
17.7,24150.54314049347,35,53,61
17.85,24395.804186058474,35,53,61
18.0,24649.201872288475,35,53,61
18.15,24905.852723178476,35,53,61
18.3,25171.112600748478,35,53,61
18.45,25446.550353768478,35,53,61
18.6,25713.37747639848,35,54,61
18.75,26069.278164214524,35,54,62
18.9,26345.19527860952,35,55,62
19.05,26631.570170344527,35,55,62
19.2,26904.251122519523,35,57,62
19.35,27354.046018853278,35,57,65
19.5,27657.59387322828,35,57,65
19.65,27975.018061928284,35,57,65
19.8,28272.505433933282,35,58,65
19.95,28636.369271027485,35,59,66
20.1,28968.790846260843,35,59,67
20.25,29249.55048756085,35,61,67
20.4,29682.554387832897,35,61,69
20.55,29957.8658136579,35,62,69
20.7,30342.55803613976,35,62,70
20.85,30623.07097857476,35,62,70
21.0,30898.369535794758,35,62,70
21.15,31188.102175879758,35,62,70
21.3,31465.379726809755,35,63,70
21.45,31808.046439924277,35,64,71
21.6,32152.765950525034,35,65,72
21.75,32499.203225722966,35,65,73
21.9,32793.373027762966,35,66,73
22.05,33097.78383045633,35,66,74
22.2,33386.435663421325,35,66,74
22.35,33696.93575634633,35,66,74
22.5,33986.21960675132,35,68,74
22.65,34428.88559510672,35,68,76
22.8,34741.00110667172,35,68,76
22.95,35072.23565960672,35,68,76
23.1,35414.886043121725,35,68,76
23.25,35769.56040584672,35,68,76
23.4,36135.89602127672,35,68,76
23.55,36508.51981475672,35,69,76
23.7,36973.31922344776,35,69,77
23.85,37361.14958198777,35,69,77
24.0,37751.98227248777,35,69,77
24.15,38145.33288110777,35,69,77
24.3,38539.87772429777,35,69,77
24.45,38947.76635331778,35,69,77
24.6,39362.36238263777,35,70,77
24.75,39781.97774399778,35,70,77
24.9,40202.287683057766,35,70,77
25.05,40576.716428787775,35,72,77
25.2,41117.69340115046,35,72,79
25.35,41461.08283807047,35,73,79
25.5,41800.86935363547,35,74,79
25.65,42164.182408313834,35,74,80
25.8,42498.61774842883,35,76,80
25.95,42889.9515552261,35,76,81
26.1,43224.9174119511,35,76,81
26.25,43542.68913862111,35,77,81
26.4,43943.62098129685,35,77,82
26.55,44240.95705182686,35,78,82
26.7,44537.47516019186,35,78,82
26.85,44842.63809845186,35,78,82
27.0,45155.22471929185,35,78,82
27.15,45481.46302271185,35,78,82
27.3,45810.39361268185,35,78,82
27.45,46152.257781261855,35,78,82
27.6,46505.61021206186,35,78,82
27.75,46857.64557656186,35,79,82
27.9,47225.614531701875,35,79,82
28.05,47607.899681451876,35,79,82
28.2,48017.55016496187,35,79,82
28.35,48443.48292926187,35,79,82
28.5,48874.14483972687,35,79,82
28.65,49309.17053073687,35,79,82
28.8,49768.49291870187,35,79,82
28.95,50224.32879441686,35,79,82
29.1,50692.28716073186,35,79,82
29.25,51161.44745319686,35,79,82
29.4,51624.29643059187,35,80,82
29.55,52101.37177590522,35,81,83
29.7,52553.74031046359,35,81,84
29.85,52975.06529674858,35,82,84
30.0,53475.413873053374,35,82,85
30.15,53871.32858819837,35,84,85
30.3,54942.64031673355,35,84,86
30.45,55306.841004903545,35,86,86
30.6,55824.33955634804,35,86,88
30.75,56142.404699668026,35,87,88
30.9,56455.16125148803,35,87,88
31.05,56773.666807828035,35,87,88
31.2,57081.66881102803,35,87,88
31.35,57386.03163812803,35,87,88
31.5,57695.032643668026,35,87,88
31.65,57978.33875846802,35,88,88
31.8,58264.27322161302,35,89,88
31.95,59159.43937988301,35,89,88
32.1,59530.76098852755,35,89,89
32.25,59837.21030461755,35,89,89
32.4,60164.33237680755,35,89,89
32.55,60503.18633500754,35,89,89
32.7,60844.35756073755,35,90,89
32.85,61252.63742856481,35,91,90
33.0,61608.889413754834,35,91,90
