tick,energy,job_queue_len,stop_and_go,turning
0.15,0.0,2,0,0
0.3,26.096857,1,0,1
0.45,85.914862,0,0,1
0.6,26.096857,0,0,1
0.75,0.0,0,0,0
0.9,0.0,0,0,0
1.05,0.0,0,0,0
1.2,0.0,2,0,0
1.35,26.096857,1,0,1
1.5,26.096857,0,0,1
1.65,26.096857,0,0,1
1.8,0.0,0,0,0
1.95,0.0,0,0,0
2.1,1.16775,0,0,0
2.25,1.94625,2,0,0
2.4,29.989357,1,0,1
2.55,31.546357,0,0,1
2.7,8.17425,0,0,0
2.85,9.73125,0,0,0
3.0,10.50975,0,0,0
3.15,13.2345,0,0,0
3.3,16.73775,2,0,0
3.45,18.684,1,1,0
3.6,135.366718,0,0,2
3.75,114.330112,0,0,1
3.9,32.30775,0,0,0
4.05,35.42175,0,0,0
4.2,38.1465,2,0,0
4.35,68.525107,1,0,1
4.5,70.860607,0,0,1
4.65,128.732362,0,1,1
4.8,71.249857,0,0,1
4.95,45.9315,0,0,0
5.1,45.9315,0,0,0
5.25,44.3745,2,0,0
5.4,69.692857,1,1,1
5.55,94.621963,0,1,2
5.7,91.118713,0,1,2
5.85,64.243357,0,0,1
6.0,35.42175,0,1,0
6.15,63.464857,2,0,1
6.3,124.450612,1,0,1
6.45,66.189607,1,0,1
6.6,43.596,1,0,0
6.75,44.3745,1,0,0
6.9,45.54225,1,0,0
7.05,47.09925,1,0,0
7.2,47.4885,4,0,0
7.35,47.09925,4,1,0
7.5,730.77621,4,0,0
7.65,50.99175,4,1,0
7.8,81.759607,4,0,1
7.95,61.5015,4,0,0
8.1,59.9445,4,2,0
8.25,85.262857,7,1,1
8.4,646.404,7,2,0
8.55,112.138213,7,0,2
8.7,59.55525,7,1,0
8.85,84.484357,7,1,1
9.0,708.7982,7,0,0
9.15,58.77675,10,1,0
9.3,112.527463,10,0,2
9.45,56.052,10,1,0
9.6,57.609,10,0,0
9.75,58.77675,10,0,0
9.9,55.2735,10,1,0
10.05,83.316607,10,0,1
10.2,145.470112,13,0,1
10.35,61.89075,13,0,0
10.5,61.89075,13,0,0
10.65,62.28,13,0,0
10.8,145.080862,13,1,1
10.95,55.2735,13,2,0
11.1,109.186445,13,2,2
11.25,113.057349,13,1,2
11.4,92.777647,13,0,1
11.55,70.551695,13,1,0
11.7,99.740956,13,1,1
11.85,102.854956,13,0,1
12.0,67.437695,13,1,0
12.15,61.598945,13,1,0
12.3,63.155945,13,0,0
12.45,47.4885,13,1,0
12.6,65.411107,13,1,1
12.75,37.75725,13,0,0
12.9,35.811,13,1,0
13.05,763.20661,13,1,0
13.2,58.015357,13,2,1
13.35,734.895037,13,0,1
13.5,43.220763,13,0,0
13.65,50.625855,13,0,0
13.8,58.420197,13,0,0
13.95,66.993039,13,0,0
14.1,78.26858,13,1,0
14.25,114.341486,13,0,1
14.4,96.816568,13,0,0
14.55,104.824772,13,0,0
14.7,111.275976,13,1,0
14.85,155.231804,13,1,2
15.0,128.479303,13,1,1
15.15,878.310182,13,1,1
15.3,107.010255,13,0,0
15.45,96.155812,13,1,0
15.6,126.902073,13,0,1
15.75,100.026717,13,0,0
15.9,93.041812,13,1,0
16.05,89.927812,13,1,0
16.2,117.192419,13,0,1
16.35,77.882658,13,3,0
16.5,796.262417,13,0,2
16.65,78.352467,13,1,0
16.8,112.806646,13,0,1
16.95,115.342143,13,0,1
17.1,83.995783,13,2,0
17.25,85.363529,13,1,0
17.4,105.489886,13,2,1
17.55,642.870469,13,0,1
17.7,91.409753,13,0,0
17.85,97.891895,13,0,0
18.0,89.794895,13,1,0
18.15,122.373893,13,0,1
18.3,127.289693,13,0,1
18.45,110.512119,13,0,0
18.6,120.828825,13,0,0
18.75,134.081919,13,0,0
18.9,136.386396,13,2,0
19.05,713.242813,13,0,0
19.2,150.376601,13,0,0
19.35,241.570767,13,1,1
19.5,952.520918,13,0,0
19.65,163.760052,13,0,0
19.8,154.031254,13,1,0
19.95,187.551887,13,0,1
20.1,153.237889,13,1,0
20.25,183.686654,13,0,1
20.4,152.1871,13,2,0
20.55,208.352814,13,1,2
20.7,158.206447,13,1,0
20.85,209.812315,13,0,2
21.0,149.901565,13,1,0
21.15,175.219921,13,0,1
21.3,150.752983,13,0,0
21.45,127.785193,13,2,0
21.6,181.401062,13,0,2
21.75,132.697489,13,1,0
21.9,133.093956,13,1,0
22.05,606.084549,13,0,0
22.2,108.425615,13,2,0
22.35,172.669068,13,0,2
22.5,130.574173,13,0,0
22.65,133.834597,13,1,0
22.8,177.510988,13,0,1
22.95,168.604416,13,0,0
23.1,185.40545,13,0,0
23.25,200.308829,13,0,0
23.4,212.105922,13,1,0
23.55,940.670295,13,0,0
23.7,223.970464,13,0,0
23.85,255.838108,13,0,1
24.0,205.334498,13,2,0
24.15,272.472943,13,0,2
24.3,231.64698,13,0,0
24.45,239.10466,13,0,0
24.6,250.116912,13,1,0
24.75,284.552126,13,0,1
24.9,266.100661,13,0,0
25.05,273.726684,13,0,0
25.2,280.508042,13,0,0
25.35,309.950969,13,0,1
25.5,283.745527,13,0,0
25.65,272.345944,13,2,0
25.8,324.144787,13,1,2
25.95,304.577536,13,0,1
26.1,278.900214,13,0,0
26.25,268.546802,13,1,0
26.4,296.334218,13,0,1
26.55,265.754136,13,0,0
26.7,254.88134,13,1,0
26.85,286.123412,13,0,1
27.0,254.86533,13,1,0
27.15,288.449959,13,0,1
27.3,262.950368,13,1,0
27.45,769.370016,13,1,0
27.6,274.489804,13,1,1
27.75,967.127658,13,0,0
27.9,246.736276,13,0,0
28.05,216.033365,13,1,0
