tick,pod_id,sku,item_class,trigger
110,179,2001,B,v13_piggyback
310,105,1650,B,v13_piggyback
708,105,1650,B,v13_piggyback
723,120,1721,B,v13_piggyback
1643,208,2138,B,v13_piggyback
1904,74,1516,B,v13_piggyback
2524,74,1516,B,v13_piggyback
5213,468,1081,A,v13_piggyback
5497,155,1890,B,v13_piggyback
5702,27,1317,B,v13_piggyback
7285,61,1459,B,v13_piggyback
7414,20,1287,B,v13_piggyback
7499,408,3242,B,v13_fetch
7662,343,579,A,v13_piggyback
7807,21,1287,B,v13_fetch
7938,210,2147,B,v13_piggyback
8264,336,2820,B,v13_piggyback
8281,200,2099,B,v13_piggyback
8293,419,841,A,v13_piggyback
10011,303,466,A,v13_piggyback
10072,192,2061,B,v13_piggyback
10833,152,1876,B,v13_piggyback
10842,476,1133,A,v13_piggyback
10872,306,466,A,v13_piggyback
11452,98,84,A,v13_piggyback
13274,50,1411,B,v13_piggyback
14078,260,356,A,v13_piggyback
14154,10,1251,B,v13_piggyback
14561,262,2406,B,v13_piggyback
15251,178,1996,B,v13_piggyback
15895,433,903,A,v13_piggyback
16052,308,481,A,v13_fetch
16052,255,2372,B,v13_fetch
16712,259,356,A,v13_fetch
16817,128,1761,B,v13_piggyback
16984,213,2161,B,v13_piggyback
17075,416,819,A,v13_piggyback
17120,428,880,A,v13_piggyback
17300,94,84,A,v13_fetch
17492,96,84,A,v13_piggyback
17570,265,374,A,v13_piggyback
17853,92,84,A,v13_piggyback
17968,330,540,A,v13_piggyback
18344,97,84,A,v13_piggyback
18618,175,1984,B,v13_fetch
18629,164,1933,B,v13_piggyback
18908,341,568,A,v13_piggyback
19200,43,1380,B,v13_piggyback
19214,350,604,A,v13_piggyback
19504,111,99,A,v13_piggyback
19642,379,699,A,v13_piggyback
19652,355,616,A,v13_fetch
20141,105,1650,B,v13_piggyback
20320,417,819,A,v13_fetch
20362,351,604,A,v13_fetch
21061,267,379,A,v13_piggyback
21337,72,55,A,v13_piggyback
21783,238,2289,B,v13_piggyback
22125,411,806,A,v13_piggyback
22618,346,586,A,v13_piggyback
22729,192,2061,B,v13_piggyback
22793,100,84,A,v13_fetch
22838,197,219,A,v13_piggyback
23263,55,1432,B,v13_piggyback
23272,321,515,A,v13_piggyback
23964,157,161,A,v13_fetch
24135,318,504,A,v13_piggyback
24210,286,2525,B,v13_piggyback
24253,103,1642,B,v13_piggyback
24483,363,624,A,v13_piggyback
24539,235,2272,B,v13_fetch
24547,361,635,A,v13_fetch
24752,8,1240,B,v13_piggyback
24767,443,957,A,v13_piggyback
24774,450,993,A,v13_piggyback
24894,261,355,A,v13_piggyback
24976,86,1564,B,v13_fetch
24980,60,1454,B,v13_fetch
25033,306,466,A,v13_fetch
25033,306,476,A,v13_fetch
25090,163,1926,B,v13_piggyback
25216,270,385,A,v13_piggyback
25479,393,749,A,v13_piggyback
25819,256,348,A,v13_fetch
25839,70,55,A,v13_fetch
25849,325,531,A,v13_piggyback
25976,366,647,A,v13_fetch
25998,18,1283,B,v13_piggyback
26203,278,2480,B,v13_piggyback
26416,320,2724,B,v13_fetch
26869,83,1547,B,v13_piggyback
27122,0,0,A,v13_piggyback
27481,244,314,A,v13_fetch
27732,128,1761,B,v13_piggyback
28183,138,135,A,v13_piggyback
28258,203,227,A,v13_fetch
28275,300,460,A,v13_fetch
28287,289,428,A,v13_fetch
28410,335,553,A,v13_fetch
28443,304,466,A,v13_fetch
28521,105,1648,B,v13_fetch
28639,336,553,A,v13_piggyback
