item_code,item_id,n_slots,s_total,rop_global,rop_per_slot
14021055001,1038,1,12,1,1
31533005001,1039,1,36,2,2
14121119001,1040,1,36,1,1
15023003001,1041,1,192,13,13
15023017001,1042,2,336,33,17
14001003001,1043,1,18,1,1
14120045001,1044,1,24,1,1
14223018001,1045,1,24,1,1
10020015001,1046,1,120,11,11
10021015001,1047,4,192,16,4
14851063001,1048,4,24,2,1
14830045001,1049,1,144,3,3
11021071001,1050,1,36,1,1
31466156001,1051,1,60,1,1
14104086001,1052,1,18,1,1
14011004001,1053,1,12,1,1
14102026001,1054,1,48,2,2
14502020001,1055,1,120,44,44
14001033001,1056,1,12,1,1
14832052001,1057,1,120,3,3
10303002001,1058,2,192,15,8
10021034001,1059,3,108,9,3
10032014001,1060,3,144,13,5
14111038001,1061,1,24,1,1
12201005001,1062,4,148,13,4
14700026001,1063,1,48,1,1
14510123001,1064,2,26,2,1
10041039001,1065,2,96,7,4
14000050001,1066,2,16,1,1
14502080001,1067,1,90,24,24
10000013001,1068,1,120,73,73
14805899001,1069,2,192,16,8
14023149001,1070,1,12,1,1
14104151001,1071,2,16,1,1
14353011001,1072,2,48,3,2
12103027001,1073,1,144,23,23
12201898001,1074,3,114,43,15
14612088001,1075,1,36,2,2
31567031001,1076,1,60,10,10
14242133001,1077,2,16,1,1
11100001001,1078,5,20,2,1
14242131001,1079,1,50,1,1
14204132001,1080,1,40,2,2
14023115001,1081,2,12,1,1
11070007001,1082,1,48,3,3
14020976001,1083,2,12,1,1
14010199001,1084,2,12,1,1
65106030001,1085,1,36,1,1
14000061001,1086,1,20,1,1
14121006001,1087,1,10,4,4
10000027001,1088,4,96,7,2
14204086001,1089,1,40,2,2
14312999001,1090,1,48,1,1
14133905001,1091,2,24,1,1
14244053001,1092,1,60,2,2
14506066001,1093,1,108,1,1
14001145001,1094,1,12,7,7
14244028001,1095,1,36,1,1
14200087001,1096,1,48,1,1
12212035001,1097,1,8,1,1
14243044001,1098,1,60,1,1
14121004001,1099,1,10,3,3
12011412001,1100,2,24,2,1
14506049001,1101,1,96,1,1
14014013001,1102,1,12,7,7
14620999001,1103,1,48,2,2
10040027001,1104,5,300,27,6
12010234001,1105,1,8,1,1
14506099001,1106,1,20,1,1
14230432001,1107,1,60,1,1
14243046001,1108,1,60,2,2
12201049001,1109,5,185,15,3
10031012001,1110,2,96,7,4
14830026001,1111,1,192,3,3
14370003001,1112,1,40,2,2
11050012001,1113,1,24,1,1
14506100001,1114,1,48,23,23
14010029001,1115,1,12,1,1
14506142001,1116,1,32,3,3
10041006001,1117,3,144,11,4
14522051001,1118,1,96,2,2
14110024001,1119,2,16,1,1
14633900001,1120,1,36,6,6
14022012001,1121,2,12,1,1
14111031001,1122,1,12,1,1
14851007001,1123,2,6,5,3
10001043001,1124,4,96,7,2
14201021001,1125,1,20,1,1
14010062001,1126,1,24,2,2
14102115001,1127,1,12,1,1
14243042001,1128,1,72,1,1
15024014001,1129,1,168,11,11
14001104001,1130,1,12,1,1
12123086001,1131,2,48,3,2
12200017001,1132,3,123,9,3
14361026001,1133,1,12,1,1
14243043001,1134,1,12,1,1
14102182001,1135,2,12,1,1
14505008001,1136,1,120,21,21
14822063001,1137,1,144,8,8
10040002001,1138,4,192,17,5
14023034001,1139,2,12,1,1
14001073001,1140,1,12,1,1
14360022001,1141,1,12,1,1
10020020001,1142,1,120,7,7
14111029001,1143,1,10,1,1
14841001001,1144,1,168,23,23
14831008001,1145,1,168,3,3
14204065001,1146,1,40,1,1
14010055001,1147,1,24,1,1
14311135001,1148,3,21,2,1
14220002001,1149,1,32,1,1
14002013001,1150,1,12,1,1
10021010001,1151,2,96,8,4
14103057001,1152,1,15,1,1
14616001001,1153,1,24,7,7
14022086001,1154,1,12,1,1
12105009001,1155,1,18,1,1
10022011001,1156,1,30,2,2
14501002001,1157,1,90,6,6
14601031001,1158,1,48,1,1
12221003001,1159,1,33,7,7
12001049001,1160,1,24,1,1
14111025001,1161,1,12,1,1
14023307001,1162,1,20,5,5
10030005001,1163,3,36,3,1
14130013001,1164,1,60,1,1
14204131001,1165,1,40,12,12
14610004001,1166,1,36,2,2
12123077001,1167,1,24,1,1
14011027001,1168,1,12,1,1
11101055001,1169,2,24,1,1
14240005001,1170,1,12,1,1
14361010001,1171,1,12,1,1
10033001001,1172,4,192,13,4
14222070001,1173,1,40,1,1
14506060001,1174,1,12,1,1
14010068001,1175,1,20,1,1
14510098001,1176,2,26,1,1
14620894001,1177,2,48,2,1
14841003001,1178,1,72,1,1
14104090001,1179,1,24,1,1
14615082001,1180,1,24,2,2
14202021001,1181,1,36,1,1
14222042001,1182,1,10,1,1
14832054001,1183,1,120,3,3
14503048001,1184,1,36,1,1
14315016001,1185,1,16,1,1
11103317001,1186,2,24,11,6
11071898001,1187,1,24,1,1
10041034001,1188,2,96,8,4
12122052001,1189,1,32,2,2
14822049001,1190,1,48,1,1
14242151001,1191,1,24,1,1
14610001001,1192,1,48,10,10
14315017001,1193,1,16,1,1
14500012001,1194,1,24,6,6
14303933001,1195,1,12,1,1
14830073001,1196,1,168,6,6
10040048001,1197,4,64,62,16
14223080001,1198,1,20,1,1
14510127001,1199,1,13,4,4
12011075001,1200,1,12,1,1
14223176001,1201,1,60,4,4
10015008001,1202,2,24,2,1
14633935001,1203,1,216,1,1
14506005001,1204,1,24,4,4
31567018001,1205,1,72,10,10
14112038001,1206,1,20,1,1
14502003001,1207,1,90,7,7
10012907001,1208,1,192,8,8
11111019001,1209,2,16,1,1
14522050001,1210,1,96,2,2
31500015001,1211,1,45,6,6
14506143001,1212,1,48,10,10
14023126001,1213,1,32,9,9
14503024001,1214,1,36,1,1
14616054001,1215,1,24,1,1
14505911001,1216,3,108,7,3
12103008001,1217,1,24,1,1
14522049001,1218,1,96,2,2
14601030001,1219,1,36,1,1
10040009001,1220,5,60,5,1
14303048001,1221,1,12,1,1
14851072001,1222,3,18,1,1
14600011001,1223,1,96,1,1
14510101001,1224,1,13,1,1
10041003001,1225,4,96,8,2
14361082001,1226,1,12,1,1
14013002001,1227,1,12,1,1
14010194001,1228,1,12,1,1
10030030001,1229,2,48,4,2
14506159001,1230,1,12,1,1
14131011001,1231,1,20,1,1
10016014001,1232,2,192,104,52
11103098001,1233,3,18,1,1
10023027001,1234,2,8,1,1
30001907001,1235,1,96,1,1
14330011001,1236,2,12,1,1
14840022001,1237,1,168,26,26
14506008001,1238,1,48,14,14
31567052001,1239,1,36,1,1
14001028001,1240,1,10,1,1
14204021001,1241,1,40,1,1
14506887001,1242,1,90,3,3
12106001001,1243,1,336,4,4
14833052001,1244,1,216,3,3
14631018001,1245,1,96,2,2
14833013001,1246,1,24,3,3
12011113001,1247,1,24,1,1
14633039001,1248,1,144,3,3
14220140001,1249,1,48,1,1
11103051001,1250,2,24,2,1
14132071001,1251,1,20,1,1
14620114001,1252,1,24,1,1
14505048001,1253,1,120,10,10
14630022001,1254,1,36,4,4
11050076001,1255,1,8,4,4
10002942001,1256,1,96,8,8
14501052001,1257,1,90,7,7
14244933001,1258,1,24,1,1
14505059001,1259,1,120,50,50
14505148001,1260,1,18,3,3
14203083001,1261,1,20,1,1
14303934001,1262,1,24,1,1
14331028001,1263,2,12,1,1
14104016001,1264,1,12,1,1
14224003001,1265,1,30,3,3
15021060001,1266,1,216,7,7
11110085001,1267,2,24,1,1
11074015001,1268,1,72,1,1
14204055001,1269,1,40,1,1
11103096001,1270,3,18,2,1
14311043001,1271,2,20,2,1
14226149001,1272,1,30,4,4
14613009001,1273,1,24,1,1
14226009001,1274,1,30,4,4
15022009001,1275,1,120,5,5
14110019001,1276,1,20,1,1
10033026001,1277,4,48,4,1
14132116001,1278,1,20,1,1
10032001001,1279,4,96,8,2
11022051001,1280,2,24,2,1
15022015001,1281,1,120,6,6
30052113001,1282,1,60,6,6
14022041001,1283,1,6,1,1
11073902001,1284,1,48,1,1
14811004001,1285,1,72,2,2
14210077001,1286,1,60,1,1
14804014001,1287,2,8,1,1
10034016001,1288,3,72,6,2
14001019001,1289,1,10,1,1
14511011001,1290,1,13,1,1
10011021001,1291,1,192,37,37
14226007001,1292,1,30,1,1
14510265001,1293,1,13,1,1
14311022001,1294,2,24,2,1
11050040002,1295,2,12,1,1
14244050001,1296,1,42,1,1
15023004001,1297,1,168,64,64
14833020001,1298,1,168,5,5
14121112001,1299,1,24,1,1
14000015001,1300,1,5,4,4
14203032001,1301,1,12,3,3
14203062001,1302,1,40,1,1
14002003001,1303,1,12,4,4
14510148001,1304,1,13,1,1
14010289001,1305,1,12,1,1
14330019001,1306,1,6,5,5
14111004001,1307,1,48,1,1
10040016001,1308,2,80,60,30
14822112001,1309,1,96,2,2
14200047001,1310,1,40,1,1
10020043001,1311,1,120,29,29
14805056001,1312,1,96,4,4
10002917001,1313,2,24,2,1
10034007001,1314,1,48,3,3
14243040001,1315,1,84,1,1
12201001001,1316,2,76,50,25
14615038001,1317,1,6,4,4
14244027001,1318,1,60,1,1
12122050001,1319,1,48,1,1
14131026001,1320,1,12,1,1
14242009001,1321,1,50,4,4
14204126001,1322,1,20,1,1
12120063001,1323,1,41,9,9
14600898001,1324,1,72,1,1
14851071001,1325,2,12,1,1
14521178001,1326,1,120,1,1
11051013001,1327,1,24,1,1
14022033001,1328,1,6,1,1
10033017001,1329,2,48,29,15
14133028001,1330,1,24,1,1
14833035001,1331,1,192,9,9
11022014001,1332,1,48,5,5
12011277001,1333,1,12,1,1
14213004001,1334,1,24,1,1
14121061001,1335,1,10,1,1
14110003001,1336,1,32,1,1
14833072001,1337,1,32,2,2
11074003001,1338,1,72,1,1
14501899001,1339,1,48,2,2
14311027001,1340,1,8,4,4
12123076001,1341,1,24,10,10
14510159001,1342,1,13,1,1
10041135001,1343,1,48,4,4
12011114001,1344,1,24,1,1
10035003001,1345,3,36,3,1
14121101001,1346,1,72,1,1
14000119001,1347,1,12,3,3
10052035001,1348,1,24,1,1
14506089001,1349,1,64,9,9
12201051001,1350,2,66,6,3
14521181001,1351,1,120,1,1
12102086001,1352,1,24,1,1
11010007001,1353,2,12,7,4
10020036001,1354,2,96,7,4
14243129001,1355,1,12,7,7
12201124001,1356,3,99,7,3
12201896001,1357,2,66,5,3
12200001001,1358,3,30,2,1
14506352001,1359,1,100,12,12
14242037001,1360,1,20,1,1
12201042001,1361,2,74,32,16
14104114001,1362,1,48,1,1
14244898001,1363,1,120,2,2
14811008001,1364,1,72,1,1
14603004001,1365,1,60,4,4
14311058001,1366,1,9,5,5
14023035001,1367,1,12,1,1
15021005001,1368,1,120,5,5
14121075001,1369,1,36,1,1
14001010001,1370,2,36,3,2
14615108001,1371,1,48,1,1
11050033001,1372,1,8,3,3
12212900001,1373,1,240,3,3
14805010001,1374,1,96,3,3
14001062001,1375,1,24,2,2
14121053001,1376,1,20,1,1
14011041001,1377,1,20,1,1
14804016001,1378,1,96,5,5
14506164001,1379,1,12,1,1
14102087001,1380,1,12,1,1
14022093001,1381,1,24,1,1
14506286001,1382,1,8,1,1
10034033001,1383,2,96,6,3
14204162001,1384,1,32,12,12
14013001001,1385,1,12,1,1
14204036001,1386,1,72,12,12
14506109001,1387,1,12,3,3
14000100001,1388,1,12,1,1
11010042001,1389,2,16,1,1
14020960001,1390,1,6,1,1
14200011001,1391,1,40,5,5
31424002001,1392,1,60,5,5
14610011001,1393,4,24,2,1
14603005001,1394,1,60,1,1
14105026001,1395,1,18,3,3
11022007001,1396,1,24,1,1
10100132001,1397,1,96,17,17
14121064001,1398,1,24,1,1
12010041001,1399,1,120,1,1
11111013001,1400,1,12,1,1
14340006001,1401,1,60,1,1
14203004001,1402,1,20,1,1
11110006001,1403,2,12,6,3
14102010001,1404,1,24,1,1
14833066001,1405,1,144,23,23
12020473001,1406,1,108,1,1
14010293001,1407,1,24,1,1
31500014001,1408,1,45,6,6
14010219001,1409,1,20,6,6
12106028001,1410,1,144,1,1
14020030001,1411,1,12,1,1
14111006001,1412,1,24,1,1
14820029001,1413,1,72,1,1
33551902001,1414,2,24,11,6
11111025001,1415,1,12,1,1
14503004001,1416,1,60,2,2
12202002001,1417,2,8,4,2
11050011001,1418,1,36,3,3
14121105001,1419,1,24,1,1
14210120001,1420,1,60,1,1
14242155001,1421,1,40,1,1
14621005001,1422,1,36,5,5
14613908001,1423,2,12,1,1
14132075001,1424,1,12,1,1
14242056001,1425,1,20,1,1
14361036001,1426,1,12,6,6
10010019001,1427,1,126,29,29
14000066001,1428,1,8,3,3
14620110001,1429,1,60,1,1
14615041001,1430,1,50,1,1
14001039001,1431,1,24,5,5
11103095001,1432,2,8,6,3
14223032001,1433,1,48,1,1
14011023001,1434,1,12,1,1
14104148001,1435,1,40,1,1
11040030001,1436,1,24,1,1
14841002001,1437,1,168,10,10
14014026001,1438,1,12,7,7
12020243001,1439,1,72,5,5
14243166001,1440,1,24,1,1
11101029001,1441,2,24,1,1
10020024001,1442,1,144,6,6
10014898001,1443,1,48,24,24
14512007001,1444,1,6,3,3
14613007001,1445,1,12,9,9
14601001001,1446,1,48,3,3
11103114001,1447,1,12,1,1
14833042001,1448,1,240,14,14
14120002001,1449,1,32,1,1
12212015001,1450,1,48,5,5
14600025001,1451,1,96,1,1
12010023002,1452,1,216,4,4
14204044001,1453,1,40,1,1
14001076001,1454,1,12,11,11
11103176001,1455,2,8,4,2
14104060001,1456,1,24,1,1
14112053001,1457,1,10,1,1
11111050001,1458,2,6,5,3
14103106001,1459,1,6,3,3
14508017001,1460,1,24,7,7
14801003001,1461,1,60,1,1
11021041001,1462,1,36,5,5
12201083001,1463,3,111,8,3
10020034001,1464,1,144,5,5
14621045001,1465,1,24,1,1
14001035001,1466,1,36,7,7
12010020001,1467,1,24,1,1
14202017001,1468,1,48,1,1
10020042001,1469,2,96,38,19
12120053001,1470,1,36,15,15
12122013001,1471,1,94,26,26
10010043001,1472,1,336,5,5
14506174001,1473,1,80,16,16
14521166001,1474,1,72,1,1
11032218001,1475,1,12,6,6
11032037001,1476,1,24,2,2
10034046001,1477,2,32,17,9
14202009001,1478,1,20,1,1
14810002001,1479,1,72,2,2
14021091001,1480,1,26,1,1
14021036001,1481,1,12,1,1
14202041001,1482,1,36,4,4
14002027001,1483,1,24,3,3
14601999001,1484,1,24,1,1
14315003001,1485,1,24,1,1
12212910001,1486,1,61,9,9
14505139001,1487,1,120,2,2
12121005001,1488,1,91,2,2
14811006001,1489,1,72,3,3
14830007001,1490,1,144,3,3
12104003001,1491,1,288,9,9
14001086001,1492,1,12,3,3
14244049001,1493,1,12,1,1
14506096001,1494,1,20,3,3
14241030001,1495,1,40,1,1
14601047001,1496,1,24,1,1
11072001001,1497,1,24,10,10
14505003001,1498,1,40,11,11
14000055001,1499,1,12,5,5
14000117001,1500,1,12,3,3
14805006001,1501,1,96,24,24
14204078001,1502,1,36,5,5
11032220001,1503,1,24,1,1
14241031001,1504,1,60,4,4
14204010001,1505,1,120,36,36
14370025001,1506,1,24,1,1
10023106001,1507,1,12,1,1
14010186001,1508,1,16,1,1
12000059001,1509,2,24,2,1
12100011001,1510,1,96,7,7
31420009001,1511,1,60,5,5
14800004001,1512,1,36,1,1
14822008001,1513,1,96,5,5
14615002001,1514,1,36,3,3
14002053001,1515,1,24,1,1
14610008001,1516,1,12,9,9
11032218002,1517,1,12,1,1
14011015001,1518,1,12,1,1
12123019001,1519,1,127,20,20
14506375001,1520,1,8,1,1
14104011001,1521,1,12,1,1
14220078001,1522,1,40,3,3
10030019001,1523,2,96,39,20
14242134001,1524,1,8,1,1
14600021001,1525,1,72,1,1
12122020001,1526,1,48,4,4
14511036001,1527,1,13,1,1
14203048001,1528,1,30,3,3
12011334001,1529,1,12,3,3
10052011001,1530,1,24,5,5
14850034001,1531,4,4,1,1
12121003001,1532,1,163,2,2
14602023001,1533,1,300,1,1
14353005001,1534,2,24,1,1
41300016002,1535,2,4,3,2
14200018001,1536,1,40,1,1
14220005001,1537,1,36,1,1
31567025001,1538,1,60,11,11
14630027001,1539,1,60,6,6
12102008001,1540,1,24,1,1
14613024001,1541,1,12,1,1
12010002001,1542,1,24,1,1
14220071001,1543,1,72,1,1
14506103001,1544,1,72,4,4
10020008001,1545,1,48,4,4
30000056001,1546,1,96,3,3
11100005001,1547,3,6,1,1
11050060001,1548,2,8,1,1
11103369001,1549,1,8,5,5
10021042001,1550,2,96,46,23
12120025001,1551,1,73,2,2
12000060001,1552,2,24,1,1
11103133001,1553,1,21,1,1
12102152001,1554,1,36,1,1
12121034001,1555,1,16,5,5
12121050001,1556,1,48,1,1
14510196001,1557,1,13,4,4
14104162001,1558,1,48,3,3
11103035001,1559,1,8,1,1
12105034001,1560,1,12,3,3
14244045001,1561,1,24,1,1
14200033001,1562,1,40,6,6
14601003001,1563,1,60,9,9
14023501001,1564,3,15,13,5
14506314001,1565,1,80,4,4
14521179001,1566,1,120,1,1
14244929001,1567,1,36,5,5
14010292001,1568,1,24,1,1
14244919001,1569,1,36,4,4
14360026001,1570,1,20,3,3
12100013001,1571,1,96,1,1
14121129001,1572,1,36,1,1
12327057001,1573,1,5,5,5
11042008001,1574,1,30,1,1
14131074001,1575,1,48,5,5
14023012001,1576,1,6,1,1
14121093001,1577,1,36,3,3
31500025002,1578,1,30,1,1
14850093001,1579,4,4,1,1
14632223001,1580,1,36,3,3
10052017001,1581,1,24,5,5
14133027001,1582,1,24,1,1
14133007001,1583,1,24,1,1
11071916001,1584,1,312,4,4
14201013001,1585,1,20,1,1
14312112001,1586,1,18,5,5
14010145001,1587,1,16,4,4
12102080001,1588,1,24,3,3
14613016001,1589,2,12,1,1
12201123001,1590,2,78,35,18
31501903001,1591,1,30,1,1
14222897001,1592,1,72,3,3
10022008001,1593,1,120,78,78
14110163001,1594,1,12,1,1
11110089001,1595,1,12,1,1
14506004001,1596,1,18,1,1
31709974001,1597,1,60,4,4
14010050001,1598,3,135,10,4
11110060001,1599,1,30,1,1
14021109001,1600,1,60,1,1
14506126001,1601,1,48,2,2
12020232001,1602,1,108,3,3
14202013001,1603,1,30,3,3
14506281001,1604,1,72,13,13
11050065002,1605,1,24,1,1
11050046001,1606,1,4,4,4
14833086001,1607,1,32,4,4
15021047001,1608,1,144,50,50
14023044001,1609,1,20,5,5
31568019001,1610,1,60,3,3
14833056001,1611,1,168,24,24
31602045001,1612,1,192,5,5
14001058001,1613,1,10,1,1
10033012001,1614,1,48,28,28
14001084001,1615,1,12,3,3
14611899001,1616,1,12,3,3
14241020001,1617,1,24,1,1
14001085001,1618,1,12,1,1
14616019001,1619,1,6,3,3
14023257001,1620,1,28,4,4
14023212001,1621,1,60,1,1
12010037001,1622,1,288,19,19
31500025001,1623,1,30,4,4
14600030001,1624,1,72,6,6
14502031001,1625,1,96,10,10
10014080001,1626,1,72,3,3
14002021001,1627,1,36,3,3
14021035001,1628,1,45,1,1
14505058001,1629,1,48,6,6
30450023001,1630,1,24,5,5
14104200001,1631,1,12,3,3
12201048001,1632,3,111,8,3
11071001001,1633,1,36,1,1
12122016001,1634,1,72,5,5
14361162001,1635,1,12,7,7
12103030001,1636,1,192,2,2
10010042001,1637,1,336,31,31
14111005001,1638,1,24,4,4
14222053001,1639,1,24,3,3
14361104001,1640,1,12,1,1
14010200001,1641,1,20,1,1
14361128001,1642,1,12,1,1
10020016001,1643,1,48,36,36
14501017001,1644,2,32,17,9
14311231001,1645,1,18,1,1
10014086001,1646,2,96,47,24
14211055001,1647,1,60,3,3
14332008001,1648,1,6,5,5
14616013001,1649,1,36,8,8
14331044001,1650,1,6,1,1
14370054001,1651,1,24,7,7
14203056001,1652,1,40,1,1
14370029001,1653,1,40,3,3
14361007001,1654,1,12,9,9
14361027001,1655,1,12,5,5
14204025001,1656,1,40,4,4
14361065001,1657,1,12,4,4
14361160001,1658,1,12,1,1
10020025001,1659,1,144,30,30
12102142001,1660,1,72,4,4
14242004001,1661,1,30,7,7
14104097001,1662,1,36,5,5
14227005001,1663,1,6,3,3
14131024001,1664,1,48,4,4
14102048001,1665,1,36,3,3
14512899001,1666,1,6,3,3
11050019002,1667,1,24,4,4
11061023001,1668,1,30,3,3
14833034001,1669,1,60,6,6
14242149001,1670,1,24,3,3
10030017001,1671,2,48,24,12
12120038001,1672,1,96,14,14
14110053001,1673,1,10,4,4
14243061001,1674,1,60,1,1
12001080001,1675,1,18,4,4
14810030001,1676,1,72,11,11
31420006001,1677,1,60,5,5
14833060001,1678,1,108,3,3
14210051001,1679,1,60,5,5
14222019001,1680,1,48,1,1
10040050001,1681,2,48,34,17
14611020001,1682,1,24,3,3
14223178001,1683,1,60,3,3
14222087001,1684,1,36,3,3
12011085001,1685,1,12,5,5
14370072001,1686,1,60,6,6
14240017001,1687,1,24,5,5
14503010001,1688,1,90,40,40
14832057001,1689,1,216,11,11
12000317001,1690,1,24,3,3
12011067001,1691,1,36,1,1
12011254001,1692,1,24,4,4
14244056001,1693,1,12,3,3
14820023001,1694,1,72,6,6
11040039001,1695,1,24,3,3
14361112001,1696,1,12,6,6
11062025001,1697,1,20,4,4
31532100001,1698,1,72,4,4
14110051001,1699,1,20,1,1
10024014001,1700,1,48,25,25
14700078001,1701,1,48,1,1
14510118001,1702,1,13,3,3
12210005001,1703,1,33,13,13
11071902001,1704,1,36,5,5
14510068001,1705,1,13,3,3
10041008001,1706,1,48,33,33
14620051001,1707,1,24,3,3
14509016001,1708,1,40,4,4
12101004001,1709,1,192,6,6
14615101001,1710,1,48,7,7
14509036001,1711,1,12,3,3
10014029001,1712,1,48,37,37
10014074001,1713,1,96,6,6
14022107001,1714,1,12,3,3
14620903001,1715,1,24,3,3
11101036001,1716,1,12,1,1
14021015001,1717,1,12,4,4
14010151001,1718,1,16,6,6
14000051001,1719,1,12,5,5
14610010001,1720,1,48,10,10
41301008001,1721,2,4,3,2
12121023001,1722,1,48,2,2
14020977001,1723,1,60,3,3
11104005002,1724,1,24,1,1
14501938001,1725,1,36,8,8
14330018001,1726,1,6,4,4
14120044001,1727,1,24,3,3
12011056001,1728,1,24,6,6
11032027001,1729,1,24,1,1
14011043001,1730,1,6,4,4
14621038001,1731,1,48,5,5
11050031001,1732,1,24,3,3
12123075001,1733,1,24,5,5
14002038001,1734,1,24,3,3
14223023001,1735,1,48,4,4
14110002001,1736,1,20,3,3
14110010001,1737,1,20,4,4
14242036001,1738,1,12,3,3
12010080001,1739,1,288,17,17
11050029001,1740,1,24,3,3
14521180001,1741,1,120,1,1
14000220001,1742,1,12,4,4
11070029001,1743,1,48,4,4
14022020001,1744,1,12,1,1
41300016001,1745,2,4,3,2
14506190001,1746,1,24,4,4
14202023001,1747,1,30,3,3
14361041001,1748,1,12,1,1
14200091001,1749,1,48,3,3
14833075001,1750,1,36,13,13
11070045001,1751,1,24,1,1
14200046001,1752,1,40,3,3
11041027001,1753,1,48,1,1
14020937001,1754,1,28,3,3
10034012001,1755,1,48,19,19
12011400001,1756,1,12,5,5
12000011001,1757,1,24,1,1
14244011001,1758,1,60,3,3
11103058001,1759,1,12,7,7
14010102001,1760,1,12,5,5
14332016001,1761,1,6,1,1
10030021001,1762,1,48,35,35
14616017001,1763,1,24,3,3
12106097001,1764,1,24,3,3
12120093001,1765,1,118,5,5
14102067001,1766,1,10,4,4
11103076001,1767,1,12,1,1
14102008001,1768,1,24,1,1
14102007001,1769,1,20,4,4
14832056001,1770,1,216,10,10
14300008001,1771,1,36,3,3
12123897001,1772,1,24,7,7
14241004001,1773,1,40,3,3
14521159001,1774,1,96,6,6
12123085001,1775,2,48,3,2
14244026001,1776,1,12,3,3
14023502001,1777,2,8,5,3
31500022004,1778,1,60,3,3
12122003001,1779,1,69,6,6
10000001001,1780,1,24,18,18
12010059001,1781,1,144,12,12
14500081001,1782,1,48,8,8
14203080001,1783,1,24,3,3
12020344001,1784,1,84,6,6
14506225001,1785,1,48,8,8
14361044001,1786,1,12,4,4
14200049001,1787,1,40,5,5
14200012001,1788,1,48,5,5
14620084001,1789,1,24,7,7
14001029001,1790,1,10,3,3
14332014001,1791,1,6,3,3
14506044001,1792,1,16,3,3
12212069001,1793,2,16,14,7
12100027001,1794,1,48,10,10
30045077001,1795,1,100,7,7
12102106001,1796,1,96,4,4
11051044001,1797,1,4,3,3
10020019001,1798,1,144,22,22
10034023001,1799,1,48,37,37
12201030001,1800,2,74,41,21
14311020001,1801,1,12,5,5
10014126001,1802,1,96,38,38
14105008001,1803,1,120,8,8
10014117001,1804,1,48,26,26
14110011001,1805,1,16,4,4
11061070001,1806,1,20,4,4
33551908001,1807,1,16,1,1
31533037002,1808,1,40,4,4
10000023001,1809,1,24,11,11
11070024001,1810,1,36,6,6
14602026001,1811,1,300,3,3
14361907001,1812,1,15,1,1
14020019001,1813,1,6,3,3
14352080001,1814,1,20,5,5
14620119001,1815,1,60,1,1
14002040001,1816,1,24,3,3
14001027001,1817,1,10,4,4
11032021001,1818,1,24,5,5
14370076001,1819,1,1000,7,7
10023002001,1820,1,4,3,3
12002023001,1821,1,24,1,1
14303001001,1822,1,12,3,3
14501926001,1823,1,90,12,12
31603002001,1824,1,84,5,5
12123015001,1825,1,24,8,8
14022001001,1826,1,12,3,3
14611013001,1827,1,12,5,5
14602002001,1828,1,174,3,3
14833058001,1829,1,60,5,5
14023210001,1830,1,13,3,3
14510246001,1831,1,13,1,1
14102025001,1832,1,10,3,3
14104102001,1833,1,24,5,5
14833040001,1834,1,36,3,3
14101081001,1835,1,24,3,3
14510190001,1836,1,13,5,5
10023080001,1837,1,30,6,6
14111030001,1838,1,12,4,4
14506018001,1839,1,20,1,1
14210079001,1840,1,60,4,4
12020165001,1841,1,84,3,3
14522065001,1842,1,96,1,1
14510010001,1843,1,13,3,3
14741039001,1844,1,48,5,5
14203064001,1845,1,40,3,3
14131044001,1846,1,30,3,3
14243020001,1847,1,42,3,3
14022027001,1848,1,45,7,7
14353052001,1849,1,12,3,3
35751019001,1850,1,24,9,9
12010120001,1851,1,84,4,4
12212011001,1852,1,32,4,4
12010198001,1853,1,72,1,1
14200133001,1854,1,12,3,3
10035036001,1855,1,48,21,21
14104109001,1856,1,24,3,3
11050059001,1857,1,12,4,4
14500017001,1858,1,72,6,6
14506141001,1859,1,12,3,3
12020485001,1860,1,144,1,1
11103346001,1861,1,12,3,3
31567019001,1862,1,48,5,5
12200002001,1863,1,10,10,10
12212019001,1864,1,9,6,6
14001118001,1865,1,40,11,11
14353010001,1866,1,24,7,7
14001103001,1867,1,12,6,6
10010012001,1868,1,48,35,35
11050045001,1869,1,8,3,3
14351056001,1870,1,16,5,5
14210005001,1871,1,48,3,3
14000131001,1872,1,12,3,3
15021059001,1873,1,120,28,28
14506400001,1874,1,16,3,3
14001037001,1875,1,24,4,4
12221008001,1876,1,33,30,30
14224002001,1877,1,30,5,5
14740024001,1878,1,24,3,3
12010042001,1879,1,120,9,9
14510030001,1880,1,13,4,4
14331022001,1881,1,6,1,1
11111007001,1882,1,8,3,3
11100018001,1883,1,4,3,3
14243041001,1884,1,72,7,7
14633934001,1885,1,216,4,4
14603012001,1886,1,60,6,6
14805001001,1887,1,96,28,28
11040026001,1888,1,4,4,4
31455003001,1889,1,48,1,1
11103220001,1890,1,6,4,4
14242042001,1891,1,12,3,3
14832033001,1892,1,120,23,23
12121091001,1893,1,24,6,6
12121089001,1894,1,48,2,2
10023035001,1895,1,48,31,31
14523031001,1896,1,36,4,4
14600007001,1897,1,48,6,6
12120006001,1898,1,24,6,6
11040046001,1899,1,12,4,4
14243133001,1900,1,36,3,3
14600899001,1901,1,84,3,3
11103116001,1902,1,12,4,4
14805023001,1903,1,96,13,13
31501901003,1904,1,40,4,4
14203089001,1905,1,24,3,3
14833002001,1906,1,36,3,3
14833011001,1907,1,144,14,14
14632005001,1908,1,36,3,3
14820001001,1909,1,72,3,3
14204005001,1910,1,20,3,3
