tick,energy,job_queue_len,stop_and_go,turning
0.15,0.0,2,0,0
0.3,85.914862,1,0,1
0.45,26.096857,0,0,1
0.6,26.096857,0,0,1
0.75,0.0,0,0,0
0.9,0.0,0,0,0
1.05,0.0,0,0,0
1.2,0.0,2,0,0
1.35,26.096857,1,0,1
1.5,1.16775,0,0,0
1.65,28.043107,0,0,1
1.8,2.72475,0,0,0
1.95,3.50325,0,0,0
2.1,4.28175,0,0,0
2.25,5.4495,2,0,0
2.4,32.714107,1,0,1
2.55,34.271107,0,0,1
2.7,35.828107,0,0,1
2.85,7.785,0,1,0
3.0,34.660357,0,0,1
3.15,9.73125,0,0,0
3.3,11.28825,2,0,0
3.45,40.109857,1,0,1
3.6,99.927862,0,1,1
3.75,69.320713,0,0,2
3.9,19.4625,0,0,0
4.05,21.798,0,0,0
4.2,24.52275,2,0,0
4.35,52.565857,1,0,1
4.5,54.512107,0,0,1
4.65,31.14,0,0,0
4.8,31.9185,0,1,0
4.95,57.626107,0,1,1
5.1,58.404607,0,0,1
5.25,589.79406,2,0,0
5.4,34.254,1,0,0
5.55,119.001112,0,1,1
5.7,81.776713,0,1,2
5.85,53.733607,0,1,1
6.0,49.062607,0,2,1
6.15,74.380963,2,1,2
6.3,137.702218,1,0,2
6.45,114.719362,1,0,1
6.6,32.697,1,0,0
6.75,36.97875,1,0,0
6.9,40.87125,1,0,0
7.05,127.564612,1,0,1
7.2,43.20675,4,0,0
7.35,42.8175,4,1,0
7.5,563.61185,4,1,0
7.65,72.028357,4,0,1
7.8,50.21325,4,0,0
7.95,55.66275,4,0,0
8.1,61.5015,4,0,0
8.25,66.951,7,0,0
8.4,68.11875,7,1,0
8.55,93.047857,7,1,1
8.7,92.269357,7,0,1
8.85,64.6155,7,1,0
9.0,89.933857,7,0,1
9.15,56.8305,10,2,0
9.3,985.433153,10,0,2
9.45,49.0455,10,1,0
9.6,858.94061,10,0,0
9.75,45.153,10,2,0
9.9,93.843463,10,1,2
