tick,pod_id,sku,item_class,trigger
498,122,1730,B,v13_piggyback
1153,150,1863,B,v13_piggyback
1519,141,1820,B,v13_piggyback
1790,321,513,A,v13_piggyback
2199,30,1328,B,v13_piggyback
2582,150,1863,B,v13_piggyback
2859,235,2270,B,v13_piggyback
2936,30,1328,B,v13_piggyback
3621,4,1228,B,v13_piggyback
3710,251,2349,B,v13_piggyback
4016,409,3243,B,v13_piggyback
4303,76,1527,B,v13_piggyback
4325,52,1417,B,v13_piggyback
5136,255,2372,B,v13_piggyback
5629,150,1863,B,v13_fetch
5722,253,2362,B,v13_fetch
5729,486,1197,A,v13_piggyback
6011,363,644,A,v13_piggyback
6034,310,2666,B,v13_piggyback
6232,478,1143,A,v13_piggyback
6569,482,3696,B,v13_piggyback
6793,61,1457,B,v13_piggyback
6944,141,1820,B,v13_piggyback
7155,128,1761,B,v13_piggyback
7181,482,1171,A,v13_piggyback
7682,474,1123,A,v13_piggyback
7848,349,2894,B,v13_piggyback
9069,177,1990,B,v13_piggyback
9728,265,2420,B,v13_piggyback
9757,247,324,A,v13_piggyback
9883,470,1097,A,v13_piggyback
10514,266,2420,B,v13_piggyback
10597,61,1457,B,v13_piggyback
10889,364,646,A,v13_fetch
11577,297,457,A,v13_piggyback
11700,428,880,A,v13_piggyback
12477,103,1642,B,v13_piggyback
12510,61,1458,B,v13_fetch
12555,278,2480,B,v13_piggyback
12719,179,2001,B,v13_piggyback
12736,471,1105,A,v13_piggyback
12942,251,2349,B,v13_piggyback
13254,178,1996,B,v13_piggyback
13361,56,1432,B,v13_piggyback
14149,11,1250,B,v13_piggyback
14182,272,385,A,v13_piggyback
14549,137,135,A,v13_piggyback
14585,145,1839,B,v13_piggyback
14626,315,499,A,v13_piggyback
15731,81,1548,B,v13_piggyback
16526,272,385,A,v13_piggyback
16658,479,1150,A,v13_piggyback
16943,265,2420,B,v13_piggyback
17272,303,466,A,v13_fetch
17747,248,331,A,v13_fetch
17747,248,332,A,v13_fetch
18400,250,332,A,v13_piggyback
18857,436,920,A,v13_piggyback
19015,306,466,A,v13_fetch
19015,306,475,A,v13_fetch
19350,78,1531,B,v13_fetch
19636,273,385,A,v13_piggyback
20343,78,1531,B,v13_piggyback
20717,0,0,A,v13_piggyback
20787,243,311,A,v13_piggyback
20803,308,475,A,v13_fetch
20961,78,1531,B,v13_fetch
21049,338,562,A,v13_piggyback
21302,321,513,A,v13_piggyback
21323,78,1531,B,v13_piggyback
21978,1,0,A,v13_piggyback
22027,359,624,A,v13_fetch
22752,351,608,A,v13_piggyback
23601,2,0,A,v13_piggyback
24365,285,395,A,v13_fetch
24569,237,299,A,v13_fetch
24727,357,624,A,v13_piggyback
24854,148,148,A,v13_piggyback
25059,236,288,A,v13_piggyback
25393,178,186,A,v13_fetch
25393,178,190,A,v13_fetch
25413,53,1424,B,v13_fetch
25421,316,499,A,v13_fetch
25423,240,307,A,v13_fetch
25437,362,624,A,v13_fetch
25439,78,1531,B,v13_fetch
25449,243,311,A,v13_piggyback
25523,16,0,A,v13_fetch
25539,476,1133,A,v13_fetch
26332,0,0,A,v13_piggyback
26359,346,586,A,v13_fetch
26439,360,624,A,v13_piggyback
27391,146,140,A,v13_piggyback
27427,138,135,A,v13_fetch
28061,147,140,A,v13_fetch
28175,275,384,A,v13_fetch
28175,275,395,A,v13_fetch
28208,1,0,A,v13_fetch
28311,369,658,A,v13_fetch
28311,369,665,A,v13_fetch
28311,369,3014,B,v13_fetch
28362,182,190,A,v13_fetch
28368,350,604,A,v13_fetch
28368,350,2898,B,v13_fetch
28418,298,457,A,v13_fetch
28418,227,272,A,v13_fetch
28541,18,0,A,v13_fetch
28544,197,216,A,v13_fetch
28713,70,55,A,v13_fetch
28718,293,436,A,v13_fetch
28798,0,0,A,v13_piggyback
