tick,pod_id,sku,item_class,trigger
110,179,2001,B,v13_piggyback
310,105,1650,B,v13_piggyback
707,105,1650,B,v13_piggyback
722,120,1721,B,v13_piggyback
1164,208,2138,B,v13_piggyback
2139,74,1516,B,v13_piggyback
2467,74,1516,B,v13_piggyback
4939,155,1890,B,v13_piggyback
5430,428,880,A,v13_piggyback
6251,152,1876,B,v13_piggyback
7363,468,1081,A,v13_piggyback
7549,329,540,A,v13_piggyback
7759,320,2724,B,v13_piggyback
8014,210,2147,B,v13_piggyback
8426,152,1876,B,v13_piggyback
8448,336,2820,B,v13_piggyback
8929,61,1459,B,v13_piggyback
8999,276,2469,B,v13_piggyback
9168,152,1876,B,v13_fetch
9244,476,1133,A,v13_piggyback
9245,162,1926,B,v13_piggyback
9808,60,1454,B,v13_piggyback
9835,192,2061,B,v13_piggyback
9903,40,1367,B,v13_piggyback
10458,343,579,A,v13_piggyback
10671,318,506,A,v13_piggyback
10744,200,2099,B,v13_piggyback
11672,50,1411,B,v13_piggyback
12315,303,466,A,v13_piggyback
12328,255,2372,B,v13_piggyback
12553,308,481,A,v13_piggyback
12575,103,1642,B,v13_piggyback
12672,21,1290,B,v13_piggyback
13658,351,604,A,v13_piggyback
13872,262,2406,B,v13_piggyback
14218,55,1432,B,v13_piggyback
14636,261,356,A,v13_piggyback
14849,321,515,A,v13_piggyback
15442,178,1996,B,v13_piggyback
15763,213,2161,B,v13_piggyback
15803,406,788,A,v13_piggyback
16117,303,466,A,v13_piggyback
16151,10,1251,B,v13_piggyback
16995,300,460,A,v13_fetch
17510,370,3016,B,v13_fetch
17584,341,568,A,v13_piggyback
17664,265,374,A,v13_piggyback
17680,21,1287,B,v13_piggyback
17827,379,699,A,v13_piggyback
18078,18,1283,B,v13_piggyback
18081,96,84,A,v13_piggyback
18101,98,84,A,v13_piggyback
19095,164,1933,B,v13_piggyback
19311,351,604,A,v13_piggyback
19378,43,1380,B,v13_piggyback
19449,105,1650,B,v13_piggyback
19535,256,348,A,v13_fetch
19566,100,84,A,v13_fetch
19837,128,1761,B,v13_piggyback
20089,260,356,A,v13_fetch
20097,235,2272,B,v13_piggyback
20120,303,466,A,v13_piggyback
20128,433,903,A,v13_piggyback
20199,416,819,A,v13_fetch
20284,351,604,A,v13_fetch
20628,70,55,A,v13_fetch
20687,92,84,A,v13_fetch
20691,355,616,A,v13_fetch
20691,97,84,A,v13_fetch
20740,346,583,A,v13_fetch
20740,346,586,A,v13_fetch
20760,363,2976,B,v13_fetch
20987,351,604,A,v13_piggyback
21022,183,2021,B,v13_fetch
21033,417,819,A,v13_fetch
21039,302,466,A,v13_piggyback
21140,286,2525,B,v13_piggyback
21175,270,385,A,v13_piggyback
21306,20,1287,B,v13_piggyback
21343,351,604,A,v13_piggyback
21653,365,624,A,v13_fetch
21833,95,84,A,v13_piggyback
21984,197,219,A,v13_fetch
22263,158,161,A,v13_piggyback
22317,410,806,A,v13_fetch
23445,1,0,A,v13_piggyback
23748,0,0,A,v13_piggyback
24002,111,99,A,v13_fetch
24038,244,312,A,v13_fetch
24309,220,262,A,v13_piggyback
24594,72,55,A,v13_piggyback
24759,318,2710,B,v13_piggyback
24846,298,457,A,v13_piggyback
24967,182,190,A,v13_piggyback
25038,325,531,A,v13_fetch
25063,98,84,A,v13_fetch
25753,2,0,A,v13_piggyback
25783,237,295,A,v13_fetch
25906,441,941,A,v13_fetch
25917,175,1984,B,v13_fetch
25935,192,2061,B,v13_piggyback
26160,17,0,A,v13_fetch
26263,203,227,A,v13_fetch
26417,14,0,A,v13_fetch
26641,308,481,A,v13_fetch
26781,198,219,A,v13_piggyback
26857,35,1353,B,v13_piggyback
26942,93,1594,B,v13_fetch
26942,93,84,A,v13_fetch
26954,330,539,A,v13_fetch
26954,330,540,A,v13_fetch
26961,92,84,A,v13_fetch
26984,359,630,A,v13_fetch
26984,359,2954,B,v13_fetch
27002,78,1535,B,v13_piggyback
27074,86,1564,B,v13_piggyback
27177,265,374,A,v13_piggyback
27324,227,268,A,v13_piggyback
27738,221,265,A,v13_fetch
27894,140,1813,B,v13_piggyback
27959,257,348,A,v13_fetch
28024,222,2209,B,v13_piggyback
28178,138,135,A,v13_fetch
28182,238,2289,B,v13_piggyback
28186,96,84,A,v13_fetch
28237,450,993,A,v13_fetch
28316,357,2944,B,v13_fetch
28318,163,1926,B,v13_piggyback
28597,266,2418,B,v13_piggyback
28612,304,466,A,v13_fetch
28612,152,1876,B,v13_fetch
28652,289,428,A,v13_fetch
28653,267,2418,B,v13_piggyback
28685,346,586,A,v13_piggyback
28709,474,1123,A,v13_fetch
28799,290,428,A,v13_piggyback
