tick,total_energy,job_queue_len,stop_and_go,total_turning
0.15,0.0,4,0,0
0.3,16.539789658360114,3,0,1
0.45,33.07957931672023,2,0,2
0.6,33.85807931672023,1,0,2
0.75,83.1016731470527,0,0,3
0.9,101.97696280541281,0,0,4
1.05,105.0909628054128,0,0,4
1.2,108.98346280541281,4,0,4
1.35,130.19425246377293,3,0,5
1.5,150.62654212213303,2,0,6
1.65,170.28033178049316,1,0,7
1.8,190.7126214388533,0,0,8
1.95,207.2524110972134,0,1,9
2.1,224.5707007555735,0,1,10
2.25,226.9062007555735,4,1,10
2.4,278.48529458590593,3,1,11
2.55,284.713294585906,2,1,11
2.7,310.59508424426605,1,1,12
2.85,339.5908739026262,0,1,13
3.0,355.9393739026262,0,1,13
3.15,375.4018739026262,0,1,13
3.3,397.1998739026261,4,1,13
3.45,426.0043739026262,3,1,13
3.6,471.34866356098627,2,2,14
3.75,536.3467428777064,1,2,16
3.9,574.4932428777065,0,2,16
4.05,659.5478367080389,0,3,17
4.2,719.6836263663989,5,3,18
4.35,760.165626366399,5,5,18
4.5,832.9487056831192,5,6,20
4.65,896.1984953414792,5,6,21
4.8,939.0159953414791,5,8,21
4.95,1018.0270746581996,5,8,23
5.1,1061.6230746581994,5,9,23
5.25,1124.8728643165593,10,9,24
5.4,1168.4688643165596,10,10,24
5.55,1223.9336539749197,10,11,25
5.7,1284.06944363328,10,11,26
5.85,1326.1084436332799,10,12,26
6.0,1383.13023329164,10,13,27
6.15,1442.48752295,15,13,28
6.3,1490.75452295,15,13,28
6.45,1543.6925229499998,15,13,28
6.6,1599.74452295,15,13,28
6.75,1658.91052295,15,14,28
6.9,2679.40044295,15,15,28
7.05,2758.99873260836,15,16,29
7.2,2844.8250222667207,20,16,30
7.35,2918.7825222667207,20,16,30
7.5,2997.4110222667205,20,16,30
7.65,3079.9320222667207,20,16,30
7.8,3162.45302226672,20,17,30
7.95,4089.27058226672,20,17,30
8.1,4177.241082266721,20,18,30
8.25,4283.30837192508,24,18,31
8.4,4372.83587192508,24,18,31
8.55,4461.58487192508,24,19,31
8.7,4848.8490374843295,24,19,33
8.85,4935.26253748433,24,20,33
9.0,5035.88032714269,24,20,34
9.15,5113.73032714269,26,22,34
9.3,5914.37742714269,26,23,34
9.45,6004.096216801049,26,23,35
9.6,6078.05371680105,26,23,35
9.75,6398.928009726747,26,24,36
9.9,6488.646799385108,26,24,37
10.05,6558.711799385107,26,25,37
10.2,6649.2090890434665,28,25,38
10.35,6723.945089043467,28,25,38
10.5,6797.124089043467,28,25,38
10.65,6870.303089043467,28,25,38
10.8,6945.817589043469,28,25,38
10.95,7022.110589043467,28,25,38
11.1,7314.329498159141,28,27,39
11.25,7412.803077475861,28,28,41
11.4,7493.179867134221,28,29,42
11.55,7577.449156792582,28,29,43
11.7,7641.286156792581,28,30,43
11.85,7720.884446450941,28,31,44
12.0,8186.225801895942,28,31,44
12.15,8252.237572785943,28,32,44
12.3,8324.396979120942,28,32,44
12.45,8402.704020900941,28,32,44
12.6,8487.15869812594,28,32,44
12.75,8571.533010795942,28,33,44
12.9,8669.413477679303,28,33,45
13.05,8750.270776469304,28,34,45
13.2,8856.365757372663,28,34,46
13.35,8923.961028402664,28,36,46
13.5,9111.291681564751,28,36,48
13.65,9190.993966614751,28,36,48
13.8,9279.494025669752,28,36,48
13.95,9365.463344709753,28,36,48
14.1,9453.572923734751,28,36,48
14.25,9550.480276764749,28,36,48
14.4,9628.20022833975,28,39,48
14.55,11092.937298176706,28,39,49
14.7,11178.765482951707,28,40,49
14.85,11282.443306990068,28,41,50
15.0,11378.715224965068,28,41,50
15.15,11467.655424565066,28,42,50
15.3,11608.333914511883,28,42,51
15.45,11702.239651801883,28,42,51
15.6,11803.622391136883,28,43,51
15.75,11908.589722575241,28,44,52
15.9,12081.027613595938,28,44,53
16.05,12177.857926265939,28,45,53
16.2,12664.541534380942,28,45,53
16.35,12919.183815502758,28,45,55
16.5,13041.11454852776,28,45,55
16.65,13171.743174007759,28,45,55
16.8,13305.700556497757,28,45,55
16.95,13446.10069599776,28,45,55
17.1,13593.741609502758,28,45,55
17.25,13747.066297012758,28,45,55
17.4,13904.517758527758,28,45,55
17.55,14063.76049404776,28,46,55
17.7,14250.448659831118,28,46,56
17.85,14425.05991955112,28,47,56
18.0,15633.681704977917,28,48,57
18.15,15838.115568066276,28,48,58
18.3,16035.608071611277,28,49,58
18.45,17085.753365271277,28,49,58
18.6,17303.20171205128,28,49,58
18.75,17526.336471951276,28,50,58
18.9,18695.743624971274,28,51,58
19.05,18937.29840772964,28,51,59
19.2,19153.265837314637,28,51,59
19.35,19373.609830414636,28,52,59
19.5,19573.118863577994,28,54,60
19.65,19892.80703063981,28,55,62
19.8,20924.386140289815,28,56,62
19.95,21126.914982738173,28,56,63
20.1,21322.247732658176,28,56,63
20.25,21611.19071537636,28,56,64
20.4,21818.904791576366,28,56,64
20.55,22031.25253091637,28,56,64
20.7,22323.16993675407,28,57,65
20.85,22564.48976934589,28,57,66
21.0,22763.542760570883,28,57,66
21.15,22928.430851120887,28,59,66
21.3,23240.24145281085,28,60,68
21.45,23429.14037953921,28,60,69
21.6,23863.894510159284,28,60,70
21.75,24051.97424026928,28,60,70
21.9,24249.08201689928,28,60,70
22.05,24459.33253173428,28,60,70
22.2,24681.168784774283,28,60,70
22.35,24913.812276019285,28,60,70
22.5,25159.445047549278,28,60,70
22.65,25426.650116359284,28,60,70
22.8,25701.37544845928,28,62,70
22.95,25984.368945437647,28,63,71
23.1,26271.528997771,28,63,72
23.25,26559.438149520996,28,63,72
23.4,26827.577005726,28,64,72
23.55,27177.710594469198,28,65,73
23.7,27464.46715025255,28,65,74
23.85,27723.088361287555,28,66,74
24.0,28073.747056450262,28,67,75
24.15,28353.321467063623,28,67,76
24.3,28595.60584002862,28,68,76
24.45,28908.824680327853,28,69,77
24.6,29163.920069286218,28,69,78
24.75,29405.510604126222,28,69,78
24.9,29645.895024486214,28,69,78
25.05,29885.073330366216,28,69,78
25.2,30130.12449233122,28,69,78
25.35,30361.626827136217,28,70,78
25.5,30703.302998739382,28,70,79
25.65,30933.06769040438,28,71,79
25.8,31267.225284188113,28,71,80
25.95,31509.934609163112,28,71,80
26.1,31768.496335013107,28,71,80
26.25,32015.009185223113,28,72,80
26.4,32357.922002494568,28,72,81
26.55,32607.824208154565,28,73,81
26.7,32859.60726981457,28,74,81
26.85,33170.32209084136,28,74,82
27.0,33435.25468701136,28,75,82
27.15,34092.26386043636,28,75,82
27.3,34371.296165936365,28,75,82
27.45,34647.90021316137,28,75,82
27.6,34936.23058790636,28,75,82
27.75,35219.71683982137,28,77,82
27.9,36105.42375648472,28,78,83
28.05,36928.72311308972,28,78,83
28.2,37237.46857600472,28,79,83
28.35,37566.89588453808,28,79,84
28.5,37894.28742671809,28,79,84
28.65,38230.475505088085,28,79,84
28.8,38581.362986908076,28,79,84
28.95,38985.39594878457,28,79,85
29.1,39346.35738408956,28,79,85
29.25,39708.39250323957,28,79,85
29.4,40025.00880356457,28,83,85
29.55,41596.815311261504,28,83,87
29.7,41921.916996896514,28,83,87
29.85,42297.925823354584,28,84,88
30.0,42664.556347926395,28,84,89
30.15,42982.4345889664,28,84,89
30.3,43303.7703742714,28,84,89
30.45,43612.7746495114,28,85,89
30.6,44001.72056881785,28,85,90
30.75,44296.07879899785,28,85,90
30.9,44590.13042473786,28,85,90
31.05,44871.00884956785,28,87,90
31.2,46114.92351799354,28,87,91
31.35,46453.14002796454,28,87,92
31.5,46732.10100729454,28,88,92
31.65,47026.092490547904,28,88,93
31.8,47328.720843002906,28,88,93
31.95,47620.005671957886,28,89,93
32.1,47903.379601892906,28,90,93
32.25,48241.36042765439,28,90,94
32.4,48525.99208661938,28,91,94
32.55,48830.5348639944,28,91,94
32.7,49109.91681719939,28,93,94
32.85,49551.40240185587,28,93,96
33.0,50104.24260079765,28,95,97
33.15,50488.767232984086,28,95,99
33.3,50805.517334104086,28,95,99
33.45,51132.469218409096,28,95,99
33.6,51448.09753995408,28,96,99
33.75,51874.496990187276,28,96,100
33.9,52214.45035387228,28,96,100
34.05,52545.294940587286,28,96,100
34.2,52855.89572470228,28,97,100
34.35,53263.33894943998,28,97,101
34.5,53562.26735608499,28,98,101
34.65,53892.04245821098,28,99,102
34.8,54272.84219793471,28,99,103
34.95,54568.20017781471,28,99,103
35.1,54851.177438644714,28,100,103
35.25,55212.271343057284,28,100,104
35.4,55514.7212633123,28,100,104
35.55,55813.63224712729,28,100,104
35.7,56105.962368032284,28,100,104
35.85,56388.61218397728,28,101,104
36.0,56729.31116847299,28,102,105
36.15,57014.94267834298,28,102,105
36.3,57271.29651591299,28,104,105
36.45,57686.49489904764,28,104,107
36.6,57976.71857022263,28,104,107
36.75,58264.04333316264,28,105,107
36.9,58649.25516113333,28,105,108
37.05,58970.604079733326,28,106,108
37.2,59304.35360469669,28,108,109
37.35,60250.651316951684,28,108,109
37.5,60596.16834766168,28,108,109
37.65,60929.88606647669,28,109,109
37.8,61365.69753439125,28,109,110
37.95,61702.713010346255,28,111,110
38.1,62104.42885902578,28,111,111
38.25,62443.17687894578,28,111,111
38.4,62789.0993602408,28,111,111
38.55,63130.60667999078,28,111,111
38.7,63481.140317990794,28,111,111
38.85,63802.921989170776,28,112,111
39.0,64138.946761595784,28,112,111
39.15,64479.329078780785,28,112,111
39.3,64798.60459497579,28,113,111
39.45,65130.09251073579,28,113,111
39.6,65463.8054651308,28,114,111
39.75,65900.30123002775,28,114,112
39.9,66257.04182517275,28,114,112
40.05,66621.00240837275,28,114,112
40.2,66974.27417878775,28,114,112
40.35,67322.71079469274,28,115,112
40.5,67644.58288864774,28,116,112
40.65,68017.71982675925,28,117,113
40.8,68374.40301996493,28,119,114
40.95,69694.18742610812,28,120,115
41.1,70047.64052251494,28,120,116
41.25,70338.75907943994,28,122,116
41.4,71252.46977353995,28,122,116
41.55,71515.79912680996,28,123,116
41.7,71770.47908038995,28,124,116
41.85,72114.47593307268,28,124,117
42.0,72360.49143077264,28,124,117
42.15,72609.95924900266,28,124,117
42.3,72863.13426866266,28,124,117
42.45,73118.58253167765,28,124,117
42.6,73339.85641188765,28,126,117
42.75,73691.57576308188,28,128,119
42.9,73972.30971702287,28,128,120
43.05,74201.34059458788,28,129,120
43.2,74511.39840954231,28,129,121
43.35,74767.4806985273,28,129,121
43.5,75045.9682642223,28,129,121
43.65,75328.05855664729,28,129,121
43.8,75612.7682368823,28,130,121
43.95,75938.54444050409,28,131,122
44.1,76229.7335918091,28,131,122
44.25,76522.75129948411,28,131,122
44.4,76823.56598827409,28,131,122
44.55,77139.45809675909,28,131,122
44.7,77476.9290497091,28,131,122
44.85,77827.70243456909,28,131,122
45.0,78199.1449477191,28,131,122
45.15,78571.2066174891,28,132,122
45.3,78962.60470139909,28,132,122
45.45,79364.27060864911,28,132,122
45.6,79777.9565792541,28,132,122
45.75,80222.0476302891,28,132,122
45.9,80642.4707710341,28,133,122
46.05,81168.17486251527,28,133,123
46.2,81600.32647165525,28,134,123
46.35,82013.05804018526,28,136,123
46.5,82504.5379233147,28,136,124
46.65,82930.58321200468,28,136,124
46.8,83364.5141529597,28,136,124
46.95,83806.78203484468,28,136,124
47.1,84247.79913191969,28,136,124
47.25,84693.42993917968,28,136,124
47.4,85116.55078483469,28,138,124
47.55,85665.2655162723,28,138,126
47.7,86081.33567426732,28,138,126
47.85,86490.76394273729,28,139,126
48.0,87000.87820980925,28,139,127
48.15,87417.52722147925,28,139,127
48.3,87825.87780461427,28,139,127
48.45,88223.34621891925,28,140,127
48.6,88630.26845696426,28,140,127
48.75,89033.88060642924,28,140,127
48.9,89437.37323278925,28,140,127
49.05,89824.91887052426,28,141,127
49.2,90306.93333313745,28,141,128
49.35,90685.17879189244,28,143,128
49.5,91126.88628247895,28,143,129
49.65,91497.99812775393,28,144,129
49.8,91929.62615985992,28,144,130
49.95,92317.53383123493,28,144,130
50.1,92720.03799614492,28,144,130
50.25,93118.83191568994,29,144,130
50.4,93482.35505195492,29,145,130
50.55,93813.95933789494,29,147,130
50.7,94312.03535899508,29,147,132
50.85,94637.48513533507,29,148,132
51.0,94961.12729695509,29,148,132
51.15,95296.32359746509,29,148,132
51.3,95608.61654475008,29,149,132
51.45,95848.04629056006,29,151,132
51.6,96069.96293929509,29,152,132
51.75,96371.90732187078,29,152,133
51.9,96609.11579698574,29,153,133
52.05,96901.75254523332,29,155,134
52.2,97170.90378064013,29,155,135
52.35,97377.98685145013,29,156,135
52.5,97589.61630776514,29,156,135
52.65,97819.51645064514,29,156,135
52.8,98061.72147110515,29,157,135
52.95,98291.87073398514,29,158,135
53.1,98606.77356251785,29,159,136
53.25,98801.85540188783,29,161,136
53.4,99078.30990665709,29,161,137
53.55,99312.66341207709,29,161,137
53.7,99575.7409673071,29,161,137
53.85,99873.36516068708,29,161,137
54.0,100193.2246453021,29,161,137
54.15,100530.63020425211,29,161,137
54.3,100889.4522748471,29,161,137
54.45,101265.40281680708,29,161,137
54.6,101653.89599803211,29,161,137
54.75,102046.00688432709,29,161,137
54.9,102455.6708903821,29,161,137
55.05,102873.19774643709,29,161,137
55.2,103273.28026253708,29,162,137
55.35,103664.32449484212,29,163,137
55.5,104097.16988327653,29,164,138
55.65,104457.46755391156,29,164,138
55.8,104798.41898573656,29,165,138
55.95,105198.99200495299,29,167,139
56.1,105597.65778060915,29,168,140
56.25,105885.83591967914,29,170,140
56.4,106239.91350401565,29,170,141
56.55,106533.13230602565,29,170,141
56.7,106808.98353596566,29,171,141
56.85,107071.79602751568,29,172,141
57.0,107334.17533052567,29,172,141
57.15,107605.15652915568,29,172,141
57.3,107883.35144891565,29,172,141
57.45,108168.76008980567,29,172,141
57.6,108460.54347794566,29,172,141
57.75,108756.37257488567,29,172,141
57.9,109071.69123248568,29,172,141
58.05,109390.13463338568,29,172,141
58.2,109707.99953872066,29,173,141
58.35,110034.51852253068,29,173,141
58.5,110352.89846789568,29,174,141
58.65,110683.17738872567,29,175,141
58.8,111062.95991323667,29,176,142
58.95,111479.40472524737,29,176,143
59.1,111834.7368581924,29,176,143
59.25,112202.65730499737,29,176,143
59.4,112587.32752184238,29,176,143
59.55,112959.5522951474,29,177,143
59.7,113436.43946273194,29,177,144
59.85,113814.23174885193,29,177,144
60.0,114203.07023375195,29,177,144
60.15,114567.81347414193,29,178,144
60.3,114915.50244978696,29,179,144
60.45,115311.56948401374,29,179,145
60.6,115656.05896478875,29,179,145
60.75,115991.04542062375,29,179,145
60.9,116325.90728531874,29,179,145
61.05,116660.30120923376,29,179,145
61.2,116980.49946590875,29,180,145
61.35,117384.01112551645,29,180,146
61.5,117684.71600688146,29,181,146
61.65,118032.54120400404,29,182,147
